time,edge,old node,current node,probability (value_exp),denominator,expect,true,no.of neighbours
41,-gneE10,gneJ14,gneJ7,0.5,3.29744254140026,0,41,2
303,-gneE10,gneJ14,gneJ7,0.5,3.29744254140026,303,303,2
563,-gneE10,gneJ14,gneJ7,0.670032782866484,2.46065761685076,303,48,2
689,-gneE10,gneJ14,gneJ7,0.607756879954615,2.06998237740075,238.5,174,2
732,-gneE10,gneJ14,gneJ7,0.42213136878805,1.40505350575576,173.333333333333,43,2
776,-gneE10,gneJ14,gneJ7,0.233724163637513,1.05958756314815,134.25,17,2
820,-gneE10,gneJ14,gneJ7,0.249656701924332,0.991967029479432,134.25,44,2
863,-gneE10,gneJ14,gneJ7,0.237891574095343,1.04102559302187,134.25,87,2
909,-gneE10,gneJ14,gneJ7,0.140985230282783,1.75657561079825,134.25,133,2
956,-gneE10,gneJ14,gneJ7,0.089875798796861,2.75548279194999,134.25,180,2
999,-gneE10,gneJ14,gneJ7,0.067619283549408,3.66243479667394,134.25,223,2
1045,-gneE10,gneJ14,gneJ7,0.05295413895925,4.67671124230887,134.25,269,2
1087,-gneE10,gneJ14,gneJ7,0.043775380054716,5.65731734796975,134.25,311,2
1215,-gneE10,gneJ14,gneJ7,0.035245084446175,7.02654627982843,134.25,439,2
1260,-gneE10,gneJ14,gneJ7,0.028338242256376,8.73911708273987,134.25,484,2
1302,-gneE10,gneJ14,gneJ7,0.040913787549717,6.05300148993969,134.25,526,2
1346,-gneE10,gneJ14,gneJ7,0.033197003398205,7.46004734303532,134.25,570,2
1391,-gneE10,gneJ14,gneJ7,0.026731012005939,9.26456570153382,134.25,615,2
1738,-gneE10,gneJ14,gneJ7,0.022960536969135,10.7859505781777,134.25,11,2
1781,-gneE10,gneJ14,gneJ7,0.038280081663171,6.46945372730943,134.25,54,2
1868,-gneE10,gneJ14,gneJ7,0.049301873845625,5.02316033205877,134.25,141,2
1911,-gneE10,gneJ14,gneJ7,0.040656212253547,6.09134996278223,134.25,184,2
1955,-gneE10,gneJ14,gneJ7,0.042537512506358,5.82194873196907,134.25,228,2
2000,-gneE10,gneJ14,gneJ7,0.033610985819085,7.36816284802012,134.25,273,2
2044,-gneE10,gneJ14,gneJ7,0.075652034303432,3.27355661057586,134.25,317,2
2180,-gneE10,gneJ14,gneJ7,0.059702059456734,4.1481184945887,134.25,453,2
2222,-gneE10,gneJ14,gneJ7,0.05004165140796,4.94890176542249,134.25,495,2
2264,-gneE10,gneJ14,gneJ7,0.042243925945833,5.86241007322711,134.25,537,2
2306,-gneE10,gneJ14,gneJ7,0.050194985410535,4.93378402189024,134.25,579,2
2350,-gneE10,gneJ14,gneJ7,0.040241872925421,6.1540678649942,134.25,36,2
2394,-gneE10,gneJ14,gneJ7,0.032523151134771,7.61461323262578,134.25,40,2
2440,-gneE10,gneJ14,gneJ7,0.025167219477843,9.84022955795899,134.25,2,2
2835,-gneE10,gneJ14,gneJ7,0.020691982539955,11.9684624960085,134.25,33,2
6153,-gneE10,gneJ14,gneJ7,0.041618950725375,5.95044355230514,134.25,374,2
63,-gneE11,gneJ10,gneJ14,0.5,3.29744254140026,0,44,2
282,-gneE11,gneJ10,gneJ14,0.5,3.29744254140026,27,27,2
583,-gneE11,gneJ10,gneJ14,0.28224894304226,5.84137270074125,27,6,2
625,-gneE11,gneJ10,gneJ14,0.455559756821512,3.61911087626227,27,48,2
668,-gneE11,gneJ10,gneJ14,0.590042624919014,4.80632798756918,59,91,2
841,-gneE11,gneJ10,gneJ14,0.537837917533082,4.2634168407859,53.3333333333333,42,2
886,-gneE11,gneJ10,gneJ14,0.507422047117329,4.00015793242674,51.25,45,2
933,-gneE11,gneJ10,gneJ14,0.490558635336416,3.86774561752227,50.4,47,2
977,-gneE11,gneJ10,gneJ14,0.463595022449481,3.6733246111173,49.3333333333333,44,2
1022,-gneE11,gneJ10,gneJ14,0.444696103304106,3.54830862395551,48.7142857142857,45,2
1067,-gneE11,gneJ10,gneJ14,0.428130710396814,3.44552442557175,48.25,45,2
1108,-gneE11,gneJ10,gneJ14,0.60917636575881,2.42152339277334,48.25,41,2
1192,-gneE11,gneJ10,gneJ14,0.838270680766716,5.8516821640647,56.7777777777778,125,2
1238,-gneE11,gneJ10,gneJ14,0.813250308150249,5.06768478914091,55.7,46,2
1281,-gneE11,gneJ10,gneJ14,0.778957776717965,4.28148323298488,54.5454545454546,43,2
1324,-gneE11,gneJ10,gneJ14,0.743090019216199,3.68373610817462,53.5833333333333,43,2
1368,-gneE11,gneJ10,gneJ14,0.709858510605475,3.26181744892357,52.8461538461538,44,2
1412,-gneE11,gneJ10,gneJ14,0.66797595734564,3.46633565279915,52.8461538461538,44,2
1497,-gneE11,gneJ10,gneJ14,0.618968412880187,3.74078681234422,52.8461538461538,129,2
1540,-gneE11,gneJ10,gneJ14,0.522897334952113,4.42807549664005,52.8461538461538,35,2
1717,-gneE11,gneJ10,gneJ14,0.869314699223224,16.1659085445947,61.3571428571429,172,2
1759,-gneE11,gneJ10,gneJ14,0.753717226227032,8.57813393976037,58.1333333333333,13,2
1803,-gneE11,gneJ10,gneJ14,0.808543027801495,7.99646660346626,58.1333333333333,44,2
1846,-gneE11,gneJ10,gneJ14,0.868992826994434,11.6862248765651,59.9375,87,2
1890,-gneE11,gneJ10,gneJ14,0.837241561733989,9.40645106021413,59,44,2
1932,-gneE11,gneJ10,gneJ14,0.795969354703079,7.5036731955541,58.0555555555556,42,2
1977,-gneE11,gneJ10,gneJ14,0.758723557472887,6.34533263235624,57.3684210526316,45,2
2022,-gneE11,gneJ10,gneJ14,0.718826012548034,5.44495348968814,56.75,45,2
2068,-gneE11,gneJ10,gneJ14,0.833138177505571,4.69786922647157,56.75,46,2
2114,-gneE11,gneJ10,gneJ14,0.887703281828816,4.40910187629203,56.75,92,2
2157,-gneE11,gneJ10,gneJ14,0.964421138178139,13.9163437343513,60.4761904761905,135,2
2200,-gneE11,gneJ10,gneJ14,0.953481227916482,10.6436100656541,59.6818181818182,43,2
2243,-gneE11,gneJ10,gneJ14,0.939891593630458,8.23724501604642,58.9565217391304,43,2
2285,-gneE11,gneJ10,gneJ14,0.92205812309761,6.35252434849723,58.25,42,2
2328,-gneE11,gneJ10,gneJ14,0.883919844862684,4.26539463359862,57.2,32,2
2372,-gneE11,gneJ10,gneJ14,0.845940477672463,3.21387255594199,56.4615384615385,38,2
2418,-gneE11,gneJ10,gneJ14,0.676961886130678,1.53272214494881,54.4444444444444,2,2
2462,-gneE11,gneJ10,gneJ14,0.04282731945933,24.2273970740599,54.4444444444444,4,2
2506,-gneE11,gneJ10,gneJ14,0.088215485031857,11.7620446544515,54.4444444444444,48,2
2549,-gneE11,gneJ10,gneJ14,0.156556654711351,6.62759737726801,54.4444444444444,91,2
2591,-gneE11,gneJ10,gneJ14,0.264617974391405,3.92110353253655,54.4444444444444,133,2
2637,-gneE11,gneJ10,gneJ14,0.37990788964569,2.73117379880288,54.4444444444444,179,2
2769,-gneE11,gneJ10,gneJ14,0.441905158757755,2.34800262815578,54.4444444444444,311,2
2812,-gneE11,gneJ10,gneJ14,0.33364629901838,1.96653541815193,53.5357142857143,29,2
2857,-gneE11,gneJ10,gneJ14,0.110906438594842,5.91604304013299,53.5357142857143,45,2
2902,-gneE11,gneJ10,gneJ14,0.092065745241909,7.12672517265711,53.5357142857143,90,2
2944,-gneE11,gneJ10,gneJ14,0.082573503815201,7.94597823562586,53.5357142857143,132,2
2989,-gneE11,gneJ10,gneJ14,0.069446771066525,9.44791606691737,53.5357142857143,177,2
3033,-gneE11,gneJ10,gneJ14,0.060237143203013,10.8924034120219,53.5357142857143,12,2
3077,-gneE11,gneJ10,gneJ14,0.052573038187776,12.4802995370261,53.5357142857143,16,2
3123,-gneE11,gneJ10,gneJ14,0.04403884907691,14.8988286003817,53.5357142857143,23,2
