robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_1,83,-gneE1,0.489366452430005,,,2
bot_1,126,-gneE1,0.4984741967458,,,2
bot_1,460,-gneE1,0.484889781814905,,,2
bot_1,503,-gneE1,0.488908693094444,,,2
bot_1,843,-gneE1,0.477630752628772,,,2
bot_1,1227,-gneE1,0.468037666933961,,,2
bot_1,1616,-gneE1,0.459999582123465,,,2
bot_1,1999,-gneE1,0.453266394527125,,,2
bot_1,2381,-gneE1,0.447610124774137,,,2
bot_1,2764,-gneE1,0.443063259881069,,,2
bot_1,3146,-gneE1,0.439422859733495,,,2
bot_1,3190,-gneE1,0.451526202272251,,,2
bot_1,3523,-gneE1,0.448830508464068,,,2
bot_1,3569,-gneE1,0.458415924180144,,,2
bot_1,3910,-gneE1,0.456354062234086,,,2
bot_1,3953,-gneE1,0.461548708541318,,,2
bot_1,4296,-gneE1,0.460557707972197,,,2
bot_1,4339,-gneE1,0.4616948250591,,,2
bot_1,4674,-gneE1,0.461413047894064,,,2
bot_1,4718,-gneE1,0.462635965030828,,,2
bot_1,5060,-gneE1,0.462423343901346,,,2
bot_1,5103,-gneE1,0.463663534971984,,,2
bot_1,5441,-gneE1,0.463388914868862,,,2
bot_1,5485,-gneE1,0.464482063943943,,,2
bot_1,5828,-gneE1,0.46427344848849,,,2
bot_1,5870,-gneE1,0.46547943912234,,,2
bot_1,6211,-gneE1,0.465240287028776,,,2
bot_1,6256,-gneE1,0.46642373022212,,,2
bot_1,6595,-gneE1,0.46618682807913,,,2
bot_1,6638,-gneE1,0.467389959253126,,,2
bot_1,6975,-gneE1,0.467092608643242,,,2
bot_1,7020,-gneE1,0.468130872414943,,,2
bot_1,7362,-gneE1,0.467840670920602,,,2
bot_1,7403,-gneE1,0.469029072986025,,,2
bot_1,7745,-gneE1,0.468766658556969,,,2
bot_1,7790,-gneE1,0.46979286285815,,,2
bot_1,8132,-gneE1,0.469563266680281,,,2
bot_1,8174,-gneE1,0.470608006812644,,,2
bot_1,8512,-gneE1,0.470375361312046,,,2
bot_1,8554,-gneE1,0.471558717081403,,,2
bot_1,8891,-gneE1,0.471326575260709,,,2
bot_1,8933,-gneE1,0.472373434464411,,,2
bot_1,9270,-gneE1,0.472113468386927,,,2
bot_1,9314,-gneE1,0.473119609834899,,,2
bot_1,9650,-gneE1,0.472890146187011,,,2
bot_1,9694,-gneE1,0.473903552837721,,,2
bot_1,10030,-gneE1,0.473646488395131,,,2
bot_1,10075,-gneE1,0.474632721213659,,,2
bot_1,10414,-gneE1,0.474379367659375,,,2
bot_1,10458,-gneE1,0.47549710840994,,,2
bot_1,10793,-gneE1,0.475241400549349,,,2
bot_1,10836,-gneE1,0.476266498991608,,,2
bot_1,11177,-gneE1,0.476015067194786,,,2
bot_1,11219,-gneE1,0.477036347380121,,,2
bot_1,11562,-gneE1,0.476786476443179,,,2
bot_1,11605,-gneE1,0.477931263994735,,,2
bot_1,11944,-gneE1,0.477680302674682,,,2
bot_1,11988,-gneE1,0.478546979454477,,,2
bot_1,12323,-gneE1,0.478294870521838,,,2
bot_1,12367,-gneE1,0.479270739166967,,,2
bot_1,12703,-gneE1,0.479047950412542,,,2
bot_1,12747,-gneE1,0.480020694775849,,,2
bot_1,13085,-gneE1,0.479799765159623,,,2
bot_1,13128,-gneE1,0.480668237801981,,,2
bot_1,13466,-gneE1,0.480447396986024,,,2
bot_1,13508,-gneE1,0.481573907721343,,,2
bot_1,13838,-gneE1,0.481348370389795,,,2
bot_1,13881,-gneE1,0.482346853684539,,,2
bot_1,14220,-gneE1,0.482155221894228,,,2
bot_1,14263,-gneE1,0.483139157855265,,,2
bot_1,14609,-gneE1,0.482897888708707,,,2
bot_1,14651,-gneE1,0.484014860245126,,,2
bot_1,14987,-gneE1,0.483794744211089,,,2
bot_1,15029,-gneE1,0.484935928443581,,,2
bot_1,15370,-gneE1,0.484719254647232,,,2
bot_1,15413,-gneE1,0.485683929314137,,,2
bot_1,15752,-gneE1,0.485440153984522,,,2
bot_1,15793,-gneE1,0.486413718806838,,,2
bot_1,16130,-gneE1,0.48616796682593,,,2
bot_1,16175,-gneE1,0.487007854177955,,,2
bot_1,16511,-gneE1,0.486764623358008,,,2
bot_1,16556,-gneE1,0.487733459733846,,,2
bot_1,16889,-gneE1,0.487516045384105,,,2
bot_1,16934,-gneE1,0.488471396147351,,,2
bot_1,17269,-gneE1,0.488255619296013,,,2
bot_1,17311,-gneE1,0.489220028636768,,,2
bot_1,17656,-gneE1,0.489008634915623,,,2
bot_1,17700,-gneE1,0.49005422720914,,,2
bot_1,18037,-gneE1,0.48981319034981,,,2
bot_1,18081,-gneE1,0.490762153839487,,,2
bot_1,18422,-gneE1,0.490524134216033,,,2
bot_1,18466,-gneE1,0.491471062398047,,,2
bot_1,18806,-gneE1,0.491259383076064,,,2
bot_1,18853,-gneE1,0.49218284045808,,,2
bot_1,19189,-gneE1,0.491971042317798,,,2
bot_1,19234,-gneE1,0.492892626701692,,,2
bot_1,19575,-gneE1,0.492682898198046,,,2
bot_1,19617,-gneE1,0.493754131773873,,,2
bot_1,19958,-gneE1,0.493569543842323,,,2
bot_1,20002,-gneE1,0.494519882763517,,,2
bot_1,229,-gneE10,0.514224610012926,,,2
bot_1,354,-gneE10,0.502831853628445,,,2
