time,edge,old node,current node,probability (value_exp),value_coeff,expect,true,expect-true,no.of neighbours,,,,
4200,gneE11,gneJ14,gneJ10,0.094522727623924,-7.907009485095,177,12,165,2,,,,
4221,gneE8,gneJ10,gneJ11,0.05707284195539,-7.11608500178267,517,12,505,2,,,,
4243,gneE9,gneJ11,gneJ12,0.036423786620381,-6.31343294876524,560,15,545,2,,,,
4265,-gneE9,gneJ12,gneJ11,1,-1.38107822410148,44,17,27,1,,,,
4287,-gneE8,gneJ11,gneJ10,0.922893488406512,-3.83110685156571,87,18,69,2,,,,
4308,-gneE11,gneJ10,gneJ14,0.874812343740914,-5.17188946434756,129,18,111,2,,,,
4329,-gneE10,gneJ14,gneJ7,0.796552495401718,-6.54212445926137,171,18,153,2,,,,
4351,-gneE5,gneJ7,gneJ6,0.544345018784524,-7.34392448243162,214,19,195,2,,,,
4372,-gneE4,gneJ6,gneJ5,0.159587588437976,-8.10038343432731,263,20,243,2,,,,
4393,-gneE3,gneJ5,gneJ4,0.056580139718811,-8.81467140926642,475,20,455,2,,,,
4415,-gneE2,gneJ4,gneJ3,0.141713730169228,-6.9827258682635,518,23,495,2,,,,
4435,-gneE1,gneJ3,gneJ2,0.044756552032362,-5.90654854367097,561,24,537,2,,,,
4456,gneE1,gneJ2,gneJ3,1,-1.78265582655827,41,8,33,1,,,,
4477,gneE2,gneJ3,gneJ4,0.914530574806769,-3.53629635494936,84,26,58,2,,,,
4498,gneE3,gneJ4,gneJ5,0.732526272379039,-5.97524800829803,126,26,100,2,,,,
4520,gneE4,gneJ5,gneJ6,0.877999052221271,-6.84105470848771,169,27,142,2,,,,
4540,gneE5,gneJ6,gneJ7,0.687672825841826,-7.31112152683345,211,27,184,2,,,,
4561,gneE10,gneJ7,gneJ14,0.256694043347787,-8.40714734503803,253,29,224,2,,,,
4582,gneE11,gneJ14,gneJ10,0.094217769774043,-8.80531456984076,295,30,265,2,,,,
4604,gneE8,gneJ10,gneJ11,0.054691643093588,-8.02168972154668,339,32,307,2,,,,
4626,-gneE8,gneJ11,gneJ10,0.881326629257928,-4.30837957883844,44,23,21,2,,,,
4649,gneE8,gneJ10,gneJ11,0.045226097733377,-8.22168972154668,45,36,9,2,,,,
4669,gneE9,gneJ11,gneJ12,0.056149247214436,-7.13033435721594,426,78,348,2,,,,
4691,-gneE9,gneJ12,gneJ11,1,-1.38107822410148,42,42,0,1,,,,
4712,-gneE8,gneJ11,gneJ10,0.939377962353629,-4.38977492767565,86,79,7,2,,,,
4732,-gneE11,gneJ10,gneJ14,0.922073070681616,-5.75083683276861,171,72,99,2,,,,
4753,-gneE10,gneJ14,gneJ7,0.832188587643071,-7.20409629024729,213,72,141,2,,,,
4774,-gneE5,gneJ7,gneJ6,0.587723278735476,-8.05258589975446,254,74,180,2,,,,
4795,-gneE4,gneJ6,gneJ5,0.17701016997846,-8.84785818180206,297,75,222,2,,,,
4817,-gneE3,gneJ5,gneJ4,0.049317047167237,-9.79996552691348,340,5,335,2,,,,
4839,-gneE2,gneJ4,gneJ3,0.128882906172391,-7.88612012413817,383,37,346,2,,,,
4860,-gneE1,gneJ3,gneJ2,0.03975816880261,-6.7206661907298,425,79,346,2,,,,
4882,gneE1,gneJ2,gneJ3,1,-1.78265582655827,43,43,0,1,,,,
4903,gneE2,gneJ3,gneJ4,0.957961845392899,-3.59443588983308,86,81,5,2,,,,
4924,gneE3,gneJ4,gneJ5,0.824412140031047,-6.33958909356935,129,82,47,2,,,,
4946,gneE4,gneJ5,gneJ6,0.920787623806386,-7.34686866197608,172,85,87,2,,,,
4967,gneE5,gneJ6,gneJ7,0.719761465756284,-7.90457947075868,214,87,127,2,,,,
4987,gneE10,gneJ7,gneJ14,0.267084876187165,-9.06204930582234,255,88,167,2,,,,
5008,gneE11,gneJ14,gneJ10,0.070153984849333,-9.78842267794887,296,5,291,2,,,,
5028,gneE8,gneJ10,gneJ11,0.034411253345039,-9.08519120522621,337,46,291,2,,,,
5050,gneE9,gneJ11,gneJ12,0.029189026114783,-7.89411388477499,381,90,291,2,,,,
5072,-gneE9,gneJ12,gneJ11,1,-1.38107822410148,44,44,0,1,,,,
5092,-gneE8,gneJ11,gneJ10,0.938116738883139,-5.17548921338993,84,18,66,2,,,,
5113,-gneE11,gneJ10,gneJ14,0.942816611276183,-6.28258286451464,126,59,67,2,,,,
5134,-gneE10,gneJ14,gneJ7,0.894844769316452,-7.64721006270238,167,93,74,2,,,,
5157,-gneE5,gneJ7,gneJ6,0.614066868693952,-8.59760959643692,211,96,115,2,,,,
5177,-gneE4,gneJ6,gneJ5,0.173097457313995,-9.46841154148586,253,96,157,2,,,,
5198,-gneE3,gneJ5,gneJ4,0.032543905866065,-10.7389485777609,295,18,277,2,,,,
5220,-gneE2,gneJ4,gneJ3,0.085797858783737,-8.70564675135711,338,61,277,2,,,,
5243,gneE2,gneJ3,gneJ4,0.957961845392899,-3.59443588983308,45,45,0,2,,,,
5266,-gneE2,gneJ4,gneJ3,0.085797858783737,-8.70564675135711,46,46,0,2,,,,
5288,gneE2,gneJ3,gneJ4,0.931828309036931,-4.10554700094419,45,22,23,2,,,,
5309,gneE3,gneJ4,gneJ5,0.823508344082886,-7.16534666932692,132,23,109,2,,,,
5329,gneE4,gneJ5,gneJ6,0.925930877879891,-8.21314773174352,172,23,149,2,,,,
5350,gneE5,gneJ6,gneJ7,0.664675992381525,-8.78420910038831,216,26,190,2,,,,
5370,gneE10,gneJ7,gneJ14,0.204340868552069,-9.95699094006359,257,27,230,2,,,,
5391,gneE11,gneJ14,gneJ10,0.045322623699893,-10.694777192999,299,28,271,2,,,,
5413,-gneE11,gneJ10,gneJ14,0.942816611276183,-6.28258286451464,43,43,0,2,,,,
5434,-gneE10,gneJ14,gneJ7,0.919858370370138,-8.25435291984523,84,33,51,2,,,,
5457,-gneE5,gneJ7,gneJ6,0.723310738541047,-8.99604709643692,128,77,51,2,,,,
5477,-gneE4,gneJ6,gneJ5,0.271352004244665,-9.77198297005728,168,117,51,2,,,,
5499,gneE4,gneJ5,gneJ6,0.82485745001003,-9.189338207934,42,1,41,2,,,,
5520,gneE5,gneJ6,gneJ7,0.611326172571035,-9.31909282131855,86,40,46,2,,,,
5542,gneE10,gneJ7,gneJ14,0.207380369816027,-10.3368359013039,129,80,49,2,,,,
5565,-gneE10,gneJ14,gneJ7,0.919858370370138,-8.25435291984523,45,45,0,2,,,,
5587,-gneE5,gneJ7,gneJ6,0.792619630183973,-8.99604709643692,88,88,0,2,,,,
5608,-gneE4,gneJ6,gneJ5,0.31902988048575,-10.0773264815077,131,91,40,2,,,,
5630,-gneE3,gneJ5,gneJ4,0.075864996662836,-11.6892409754218,342,17,325,2,,,,
5653,gneE3,gneJ4,gneJ5,0.732426117663935,-7.69868000266026,45,21,24,2,,,,
5674,gneE4,gneJ5,gneJ6,0.85374371423947,-9.92497039184204,87,23,64,2,,,,
5694,gneE5,gneJ6,gneJ7,0.488010326300717,-10.1252943717061,129,25,104,2,,,,
5714,gneE10,gneJ7,gneJ14,0.099637943087678,-11.197301017583,172,24,148,2,,,,
5736,gneE11,gneJ14,gneJ10,0.033311922668107,-11.6223134248831,345,25,320,2,,,,
5758,gneE8,gneJ10,gneJ11,0.022714129934796,-10.0443748786956,686,28,658,2,,,,
5779,gneE9,gneJ11,gneJ12,0.024663156343153,-8.85296162140051,729,30,699,2,,,,
5801,-gneE9,gneJ12,gneJ11,1,-1.66014799154334,43,31,12,1,,,,
5822,-gneE8,gneJ11,gneJ10,0.954258888794874,-5.81502409711086,86,31,55,2,,,,
5843,-gneE11,gneJ10,gneJ14,0.953017318887962,-7.03452084901076,129,32,97,2,,,,
5865,-gneE10,gneJ14,gneJ7,0.929079769357689,-9.04967455727213,171,35,136,2,,,,
5887,-gneE5,gneJ7,gneJ6,0.79818079198273,-9.82233817624913,213,37,176,2,,,,
5908,-gneE4,gneJ6,gneJ5,0.310220010622912,-10.9243853050371,255,39,216,2,,,,
5930,gneE4,gneJ5,gneJ6,0.85374371423947,-9.92497039184204,43,43,0,2,,,,
5951,gneE5,gneJ6,gneJ7,0.464368120632219,-11.0671548368224,86,5,81,2,,,,
5977,gneE10,gneJ7,gneJ14,0.091095139478176,-12.1226741519113,134,10,124,2,,,,
5999,-gneE10,gneJ14,gneJ7,0.858368579503231,-9.82050789060547,48,11,37,2,,,,
6020,-gneE5,gneJ7,gneJ6,0.866111077106421,-10.2556715095825,90,51,39,2,,,,
6041,-gneE4,gneJ6,gneJ5,0.458718897067295,-11.2326559817288,133,92,41,2,,,,
6062,-gneE3,gneJ5,gneJ4,0.078971771979048,-12.3813706050514,432,133,299,2,,,,
6082,-gneE2,gneJ4,gneJ3,0.142615845282492,-9.49241145723946,816,174,642,2,,,,
