time,edge,old node,current node,probability (value_exp),value_func,expect,true,expect-true,no.of neighbours
28.0,21to20,21,20,0.3333333333333333,0.0,28.0,28.0,0.0,3
43.0,20to21,20,21,0.5,0.0,30.0,30.0,0.0,2
57.0,21to20,21,20,0.3372433011795084,0.017543859649122806,28.5,29.0,-0.5,3
74.0,20to21,20,21,0.504098268873723,0.01639344262295082,30.5,31.0,-0.5,2
91.0,21to20,21,20,0.364769054618748,0.13842298052824373,30.333333333333332,34.0,-3.666666666666668,3
107.0,20to21,20,21,0.5173892169223754,0.06958493198465299,31.333333333333332,33.0,-1.6666666666666679,2
123.0,21to20,21,20,0.37423901985526786,0.17907338703230877,30.75,32.0,-1.25,3
138.0,20to21,20,21,0.5153913687283508,0.06158493198465299,31.25,31.0,0.25,2
155.0,21to20,21,20,0.3818234590311995,0.2113314515484378,31.0,32.0,-1.0,3
171.0,20to21,20,21,0.5264474752899099,0.10588872945300737,31.6,33.0,-1.3999999999999986,2
187.0,21to20,21,20,0.38815416331514496,0.23806941946287627,31.166666666666668,32.0,-0.8333333333333321,3
204.0,20to21,20,21,0.5355742760053867,0.14253794411269327,31.833333333333332,33.0,-1.1666666666666679,2
220.0,21to20,21,20,0.400092966882545,0.28806941946287634,31.428571428571427,33.0,-1.571428571428573,3
237.0,20to21,20,21,0.5433379655566146,0.17378794411269327,32.0,33.0,-1.0,2
253.0,21to20,21,20,0.4105724272593034,0.33154768033244153,31.625,33.0,-1.375,3
268.0,20to21,20,21,0.536519094311376,0.1463369637205364,31.875,31.0,0.875,2
284.0,21to20,21,20,0.40631862336846514,0.3139420465296246,31.555555555555557,31.0,0.5555555555555571,3
300.0,20to21,20,21,0.5373854164957099,0.14982128427802768,31.88888888888889,32.0,-0.11111111111111072,2
315.0,21to20,21,20,0.40249543953596295,0.2980690306566087,31.5,31.0,0.5,3
330.0,20to21,20,21,0.5240298544545057,0.09619352402566178,31.7,30.0,1.6999999999999993,2
346.0,21to20,21,20,0.3990250594254262,0.28361816360458564,31.454545454545453,31.0,0.45454545454545325,3
362.0,20to21,20,21,0.5261734319965667,0.10478951256434375,31.727272727272727,32.0,-0.2727272727272734,2
377.0,21to20,21,20,0.3958489341996447,0.2703555641350896,31.416666666666668,31.0,0.41666666666666785,3
392.0,20to21,20,21,0.5136609958162398,0.05465758644297176,31.583333333333332,30.0,1.5833333333333321,2
409.0,21to20,21,20,0.39994921854079096,0.28747047856051755,31.46153846153846,32.0,-0.5384615384615401,3
426.0,20to21,20,21,0.5311783705450651,0.12487550411851653,31.76923076923077,34.0,-2.23076923076923,2
440.0,21to20,21,20,0.3966811391746104,0.27383411492415394,31.428571428571427,31.0,0.42857142857142705,3
457.0,20to21,20,21,0.5255659299551638,0.10235298159599397,31.714285714285715,31.0,0.7142857142857153,2
473.0,21to20,21,20,0.40786426928430164,0.3203457428311306,31.533333333333335,33.0,-1.466666666666665,3
487.0,20to21,20,21,0.5129271360422755,0.05172007020358887,31.6,30.0,1.6000000000000014,2
502.0,21to20,21,20,0.3897177849672906,0.24464853167575212,31.375,29.0,2.375,3
517.0,20to21,20,21,0.5010252542092088,0.0041010225845412515,31.5,30.0,1.5,2
533.0,21to20,21,20,0.3870437838808422,0.23339149602847262,31.352941176470587,31.0,0.352941176470587,3
550.0,20to21,20,21,0.5121960203777216,0.0487937600147088,31.58823529411765,33.0,-1.4117647058823515,2
567.0,21to20,21,20,0.4060326913047394,0.31275657539355195,31.5,34.0,-2.5,3
582.0,20to21,20,21,0.5152692618115617,0.06109604472472639,31.61111111111111,32.0,-0.3888888888888893,2
598.0,21to22,21,22,0.2969836543476303,0.0,598.0,598.0,0.0,3
613.0,22to21,22,21,0.3333333333333333,0.0,31.0,31.0,0.0,3
629.0,21to22,21,22,0.1463982772691029,-0.9014308426073132,314.5,31.0,283.5,3
645.0,22to21,22,21,0.33686995207351506,0.015873015873015872,31.5,32.0,-0.5,3
661.0,21to22,21,22,0.06799529249888492,-1.75619634941518,220.33333333333334,32.0,188.33333333333334,3
677.0,22to21,22,21,0.3392254338747185,0.02639933166248952,31.666666666666668,32.0,-0.33333333333333215,3
694.0,21to20,21,20,0.9327921663244155,2.7897018203503245,36.526315789473685,127.0,-90.47368421052632,3
709.0,20to21,20,21,0.5181778097425815,0.07274329930043354,31.63157894736842,32.0,-0.36842105263157876,2
725.0,21to20,21,20,0.9231236580994151,2.644874234143428,36.25,31.0,5.25,3
740.0,20to21,20,21,0.5134357540930089,0.05375595752828159,31.6,31.0,0.6000000000000014,2
757.0,21to20,21,20,0.9147669201554041,2.5325888972874173,36.04761904761905,32.0,4.047619047619051,3
772.0,20to21,20,21,0.516445103806275,0.06580415029936589,31.61904761904762,32.0,-0.3809523809523796,2
788.0,21to20,21,20,0.9036767428938678,2.398071130789955,35.81818181818182,31.0,4.81818181818182,3
804.0,20to21,20,21,0.5193149844287382,0.07729840317292909,31.636363636363637,32.0,-0.3636363636363633,2
819.0,21to20,21,20,0.8918072617810407,2.2686450013638257,35.608695652173914,31.0,4.608695652173914,3
835.0,20to21,20,21,0.5145062233025861,0.05804118171488229,31.608695652173914,31.0,0.608695652173914,2
851.0,21to20,21,20,0.8820308070499085,2.1711126864402064,35.458333333333336,32.0,3.4583333333333357,3
868.0,20to21,20,21,0.5250157071877626,0.10014644487277699,31.666666666666668,33.0,-1.3333333333333321,2
883.0,21to20,21,20,0.8718935448061184,2.077114951445869,35.32,32.0,3.3200000000000003,3
