0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
393,510,488,505,401,514,539,527,537,517,503,548,527,527,497,521,535,541,529,520,409,535,527,527,406
