time,edge,old node,current node,probability (value_exp),denominator,expect,true,no.of neighbours
1883,9to8,9,8,0.333333333333333,4.18683727525827,284,284,3
1913,9to8,9,8,0.18211783098088,3.4127469162455,157,30,3
2230,9to8,9,8,0.18211783098088,3.4127469162455,157,65,3
2262,9to8,9,8,0.18211783098088,3.4127469162455,157,22,3
2292,9to8,9,8,0.207925025539335,2.98916431276686,157,19,3
2773,9to8,9,8,0.210984400404402,2.94581999845496,157,32,3
4181,9to8,9,8,0.270095054453103,2.30112345941244,157,23,3
5106,9to8,9,8,0.246549697947578,2.52087944640462,157,30,3
5138,9to8,9,8,0.287500716636792,2.16181049335784,157,62,3
5328,9to8,9,8,0.316426329234188,1.96419200506329,157,86,3
5839,9to8,9,8,0.049354954774822,12.5929011364504,157,30,3
5902,9to8,9,8,0.091074943092783,6.8242926645602,157,31,3
6059,9to8,9,8,0.13430282067467,4.62776628927899,157,32,3
6092,9to8,9,8,0.245829502509801,2.52826475149596,157,65,3
6122,9to8,9,8,0.39488024999772,1.57395075108696,157,95,3
6249,9to8,9,8,0.410464866055035,1.51419065910987,157,32,3
6311,9to8,9,8,0.252638888446701,1.19442740495455,115.333333333333,32,3
6342,9to8,9,8,0.136677592142806,2.2078148084633,115.333333333333,31,3
6438,9to8,9,8,0.121131161304119,2.49117410143853,115.333333333333,33,3
6595,9to8,9,8,0.116632744467243,2.58725637724099,115.333333333333,95,3
6786,9to8,9,8,0.132087377469793,2.28453935340645,115.333333333333,33,3
6913,9to8,9,8,0.136144386436486,2.21646165381024,115.333333333333,33,3
6975,9to8,9,8,0.158389377056613,1.90517077297511,115.333333333333,31,3
7070,9to8,9,8,0.113940980604059,2.64837822457046,115.333333333333,33,3
7523,9to8,9,8,0.09235689563719,3.26731220052487,115.333333333333,28,3
8471,9to8,9,8,0.152796672372711,1.97490434334804,115.333333333333,31,3
8502,9to8,9,8,0.242351262891268,1.2451299337911,115.333333333333,62,3
9650,9to8,9,8,0.000575053292835,524.749298330476,115.333333333333,32,3
