time,edge,probability (value_exp),denominator,expect,true,no.of neighbours
17705,-gneE1,0.65310970572767,1.05001356575075E-09,98.0613496932515,40,2
17745,-gneE1,0.510529059186434,7.44149416118151E-10,97.7073170731707,40,2
17787,-gneE1,0.371326144543856,5.79377544734921E-10,97.369696969697,42,2
17827,-gneE1,0.417298978678425,5.1554890118121E-10,97.369696969697,40,2
17867,-gneE1,0.519453563110547,4.14162198894993E-10,97.369696969697,80,2
17908,-gneE1,0.579013702446317,4.72756880995422E-10,97.5120481927711,121,2
17950,-gneE1,0.438048761030784,3.54166260649872E-10,97.1796407185629,42,2
17991,-gneE1,0.620734041944028,2.49933274467605E-10,97.1796407185629,41,2
18030,-gneE1,0.578531969971682,2.24907172163577E-10,97.077380952381,80,2
18071,-gneE1,0.435496931535504,1.67919694482554E-10,96.7455621301775,41,2
18108,-gneE1,0.383264422494256,1.90804330899322E-10,96.7455621301775,37,2
18148,-gneE1,0.358731827954503,2.03852867219817E-10,96.7455621301775,77,2
18187,-gneE1,0.385690805502651,1.89603979789529E-10,96.7455621301775,116,2
18228,-gneE1,0.431182636627748,1.69599852775764E-10,96.7455621301775,157,2
18270,-gneE1,0.505283224685732,1.4472776478383E-10,96.7455621301775,199,2
18310,-gneE1,0.813110125545226,3.83109322006767E-10,97.5823529411765,239,2
18351,-gneE1,0.709289226532735,2.46290332615968E-10,97.2514619883041,41,2
18392,-gneE1,0.578091703547296,1.69703354246139E-10,96.9244186046512,41,2
18434,-gneE1,0.437748656186051,1.27343854096666E-10,96.606936416185,42,2
18475,-gneE1,0.287480215834184,1.93907608016133E-10,96.606936416185,41,2
18513,-gneE1,0.219570668587649,2.53879998466717E-10,96.606936416185,79,2
18551,-gneE1,0.190939999381455,2.91948262202533E-10,96.606936416185,117,2
18593,-gneE1,0.18106862332619,3.07864498996858E-10,96.606936416185,159,2
18633,-gneE1,0.193451340660175,2.88158256304316E-10,96.606936416185,199,2
18675,-gneE1,0.224994259252761,2.47760103699998E-10,96.606936416185,241,2
18716,-gneE1,0.274253285076809,2.03259556175439E-10,96.606936416185,282,2
18757,-gneE1,0.345962081801791,1.61129221774962E-10,96.606936416185,323,2
18796,-gneE1,0.470722549232979,1.18423477046514E-10,96.606936416185,362,2
18837,-gneE1,0.61661830294807,9.04037404304279E-11,96.606936416185,403,2
18876,-gneE1,0.981263059247365,1.8497757923041E-09,98.5919540229885,442,2
18917,-gneE1,0.966932947502804,1.04814722839293E-09,98.2628571428571,41,2
18957,-gneE1,0.941807213543732,5.95591679599434E-10,97.9318181818182,40,2
18997,-gneE1,0.899696444665205,3.45542481623646E-10,97.6045197740113,40,2
19039,-gneE1,0.835558551283645,2.10768876682929E-10,97.2921348314607,42,2
19082,-gneE1,0.744386888005496,1.35592181307213E-10,96.9888268156425,43,2
19121,-gneE1,0.615938438814874,9.02437081157236E-11,96.6666666666667,39,2
19162,-gneE1,0.474481148218124,6.5952228561432E-11,96.3591160220994,41,2
19203,-gneE1,0.492831319242417,6.3496551281433E-11,96.3591160220994,41,2
19246,-gneE1,0.511128406205777,6.12235374818397E-11,96.3591160220994,84,2
19286,-gneE1,0.581600911614245,7.15356442623796E-11,96.510989010989,124,2
19326,-gneE1,0.436627584321148,5.31272875872024E-11,96.2021857923497,40,2
19366,-gneE1,0.583296532780366,3.97685189900993E-11,96.2021857923497,40,2
19406,-gneE1,0.542066478687694,3.61879595576985E-11,96.1141304347826,80,2
19447,-gneE1,0.400487838710032,2.7641940930284E-11,95.8162162162162,41,2
19486,-gneE1,0.262244183192102,4.22135623607351E-11,95.8162162162162,39,2
19527,-gneE1,0.174980635008042,6.32656361111677E-11,95.8162162162162,80,2
19567,-gneE1,0.128187662218595,8.63598024125131E-11,95.8162162162162,120,2
19611,-gneE1,0.099034707706467,1.11781631281545E-10,95.8162162162162,164,2
19652,-gneE1,0.084139988082039,1.31569559650116E-10,95.8162162162162,205,2
19691,-gneE1,0.084516311178611,1.30983724047358E-10,95.8162162162162,244,2
19733,-gneE1,0.090774112464682,1.21953945682775E-10,95.8162162162162,286,2
19773,-gneE1,0.107555830821677,1.02925718636992E-10,95.8162162162162,326,2
19815,-gneE1,0.144178224042248,7.67817834798405E-11,95.8162162162162,368,2
19856,-gneE1,0.208130200944089,5.31891149420151E-11,95.8162162162162,409,2
19896,-gneE1,0.330189770099908,3.35269659552754E-11,95.8162162162162,449,2
19937,-gneE1,0.508031763552718,2.17904902313673E-11,95.8162162162162,490,2
19975,-gneE1,0.988016999653145,8.94619773023761E-10,98.1397849462366,528,2
3006,-gneE10,0.5,3.29744254140026,0,38,2
3048,-gneE10,0.725605762435465,2.27219980332883,0,80,2
3088,-gneE10,0.725605762435465,2.27219980332883,120,120,2
3129,-gneE10,0.618162847594132,1.63283883901895,80.5,41,2
3027,-gneE11,0.5,3.29744254140026,40,40,2
3068,-gneE11,0.503086380552092,3.31792328922666,40.5,41,2
98,-gneE2,0.5,3.29744254140026,37,37,2
177,-gneE2,0.5,3.29744254140026,37,26,2
217,-gneE2,0.652792426303759,2.52564399381212,37,23,2
295,-gneE2,0.551877503371191,1.95688172254017,26,15,2
379,-gneE2,0.423634842590423,1.52147074096783,20.6666666666667,10,2
420,-gneE2,0.355554513602079,1.81279661260942,20.6666666666667,7,2
460,-gneE2,0.506083690747838,1.27359966274233,20.6666666666667,3,2
621,-gneE2,0.588476119806466,1.52859086717071,23.25,31,2
663,-gneE2,0.625906232591436,1.68153468378818,24.2,28,2
703,-gneE2,0.624290024436815,1.67430115195517,24.1666666666667,24,2
745,-gneE2,0.588140207941675,1.52734415210263,23.5714285714286,20,2
786,-gneE2,0.515860853678552,1.29931993656391,22.625,16,2
828,-gneE2,0.427910485351915,1.09956856187697,21.6666666666667,14,2
866,-gneE2,0.213629689385195,2.20248841977247,21.6666666666667,9,2
907,-gneE2,0.346642857835526,1.35735355959283,21.6666666666667,4,2
948,-gneE2,0.500141505312683,0.940767586757913,21.6666666666667,45,2
987,-gneE2,0.652822095526597,1.35449481003321,23.3,38,2
1028,-gneE2,0.730296806147188,1.74358583986242,24.1818181818182,33,2
1070,-gneE2,0.77071363841867,2.05093171056591,24.6666666666667,30,2
1113,-gneE2,0.785672106934999,2.19407125709398,24.8461538461538,27,2
1151,-gneE2,0.767060356173068,2.01876615779843,24.6428571428571,22,2
1191,-gneE2,0.710169210557584,1.62250073800686,24.1333333333333,17,2
1232,-gneE2,0.630138441184629,1.27142347875674,23.5625,15,2
1310,-gneE2,0.439134313789374,0.838437225398085,22.4705882352941,5,2
1354,-gneE2,0.122196087511178,3.01307974035563,22.4705882352941,6,2
1394,-gneE2,0.220244627828509,1.6717163967211,22.4705882352941,1,2
1674,-gneE2,0.360930455520412,1.02010387319568,22.4705882352941,10,2
1715,-gneE2,0.521152320187625,0.706485496405543,22.4705882352941,9,2
1850,-gneE2,0.387897999976777,0.552683933007984,21.7777777777778,10,2
1890,-gneE2,0.441508082264237,0.485574332260557,21.7777777777778,6,2
1970,-gneE2,0.59762688348127,0.358727155954347,21.7777777777778,43,2
2091,-gneE2,0.704928967619567,0.489177682257714,22.3684210526316,33,2
2421,-gneE2,0.581917777060193,0.345248268884258,21.75,10,2
2554,-gneE2,0.43938132768695,0.257469418786412,21.1428571428571,9,2
2682,-gneE2,0.029492782076225,3.83576072181936,21.1428571428571,5,2
2721,-gneE2,0.058923018132036,1.9199161660671,21.1428571428571,44,2
3203,-gneE2,0.11441681471934,0.988729281991098,21.1428571428571,44,2
3282,-gneE2,0.20594340298948,0.549312351952056,21.1428571428571,33,2
3321,-gneE2,0.339635890000381,0.33308392427265,21.1428571428571,30,2
3362,-gneE2,0.497864220472892,0.227225115630338,21.1428571428571,27,2
3401,-gneE2,0.657733189481422,0.171995661575713,21.1428571428571,22,2
3442,-gneE2,0.656279326373326,0.171268157627583,21.1363636363636,21,2
3890,-gneE2,0.755403564822588,0.240675651989177,21.6086956521739,32,2
3930,-gneE2,0.816657887381901,0.321085023347445,21.9583333333333,30,2
3968,-gneE2,0.83563643059138,0.358159698784594,22.08,25,2
4009,-gneE2,0.841056863553781,0.370374008131338,22.1153846153846,23,2
4171,-gneE2,0.738195411198542,0.224856282237266,21.5925925925926,8,2
4292,-gneE2,0.85194974111556,0.397624475324301,22.1785714285714,38,2
4334,-gneE2,0.897624919095908,0.575026715394755,22.5172413793103,32,2
4375,-gneE2,0.917176579641514,0.710770048565382,22.7,28,2
4416,-gneE2,0.92128301214765,0.747848820396583,22.741935483871,24,2
4456,-gneE2,0.90521735703125,0.621088467958854,22.59375,18,2
4496,-gneE2,0.862885921118563,0.429338890585088,22.3030303030303,13,2
4537,-gneE2,0.785031661699057,0.273846869617329,21.9411764705882,10,2
4577,-gneE2,0.639798253407517,0.163431763081242,21.4857142857143,6,2
4620,-gneE2,0.453204684838713,0.107660773379501,21.0277777777778,5,2
4657,-gneE2,0.001368651941297,35.6499453197053,21.0277777777778,37,2
4697,-gneE2,0.002909477247386,16.7701489718788,21.0277777777778,37,2
4737,-gneE2,0.006123515410313,7.96803202075288,21.0277777777778,32,2
4779,-gneE2,0.012578695802133,3.87896866546961,21.0277777777778,29,2
4820,-gneE2,0.025624195757511,1.90415212757056,21.0277777777778,25,2
4859,-gneE2,0.058573615057948,0.833009313505367,21.0277777777778,64,2
4899,-gneE2,0.129401144496986,0.377062869564383,21.0277777777778,104,2
4939,-gneE2,0.265527523790066,0.183756343495018,21.0277777777778,144,2
4981,-gneE2,0.470813200193014,0.103634237206913,21.0277777777778,186,2
5022,-gneE2,0.692549856857512,0.070453219195434,21.0277777777778,227,2
5062,-gneE2,0.999922062721049,277.926720283046,27.6756756756757,267,2
5104,-gneE2,0.99995259398216,456.921996692985,28.0526315789474,42,2
5143,-gneE2,0.999967465747305,665.78607259985,28.3333333333333,39,2
5428,-gneE2,0.999976606251387,925.92481370537,28.575,38,2
5470,-gneE2,0.999985130490102,1456.72940633904,28.9024390243902,42,2
5592,-gneE2,0.999989039159413,1976.20357258615,29.1190476190476,38,2
5710,-gneE2,0.999991845786442,2656.39993030515,29.3255813953488,38,2
5750,-gneE2,0.999994269907438,3780.19239511377,29.5681818181818,40,2
5790,-gneE2,0.999995930779466,5323.09619087689,29.8,40,2
5831,-gneE2,0.999997174278153,7665.59962368515,30.0434782608696,41,2
5872,-gneE2,0.999998017054454,10923.5739587977,30.2765957446808,41,2
5912,-gneE2,0.999998549059333,14928.8339752915,30.4791666666667,40,2
5955,-gneE2,0.999999026500361,22250.4985864529,30.734693877551,43,2
5995,-gneE2,0.999999274227474,29845.2360210196,30.92,40,2
6037,-gneE2,0.999999487976586,42304.4175669893,31.1372549019608,42,2
6079,-gneE2,0.999999635512156,59428.1885124462,31.3461538461538,42,2
6121,-gneE2,0.999999738311833,82773.5261687065,31.5471698113208,42,2
6163,-gneE2,0.999999810586373,114357.412637863,31.7407407407407,42,2
6204,-gneE2,0.999999857544041,152052.975085745,31.9090909090909,41,2
6245,-gneE2,0.999999892161311,200863.461725646,32.0714285714286,41,2
6285,-gneE2,0.999999915326181,255815.229605171,32.2105263157895,40,2
6777,-gneE2,0.999999928997681,305072.4616637,32.3103448275862,38,2
6816,-gneE2,0.999999942032079,373669.645401164,32.4237288135593,39,2
6973,-gneE2,0.99999995102753,442306.715570886,32.5166666666667,38,2
7012,-gneE2,0.999999959722986,537796.882090604,32.6229508196721,39,2
7052,-gneE2,0.999999967731031,671259.511215573,32.741935483871,40,2
7091,-gneE2,0.999999973248893,809717.982625615,32.8412698412698,39,2
7132,-gneE2,0.999999979032493,1033067.59994958,32.96875,41,2
7336,-gneE2,0.999999982479782,1236334.62196551,33.0615384615385,39,2
7457,-gneE2,0.999999985741897,1519195.92720662,33.1666666666667,40,2
7499,-gneE2,0.999999989020745,1972889.04953828,33.2985074626866,42,2
7541,-gneE2,0.999999991504655,2549731.88338973,33.4264705882353,42,2
7583,-gneE2,0.999999993395954,3279936.49560982,33.5507246376812,42,2
7623,-gneE2,0.999999994533039,3962137.76905073,33.6428571428571,40,2
7665,-gneE2,0.99999999571694,5057330.56579852,33.7605633802817,42,2
7706,-gneE2,0.999999996531094,6244289.30651472,33.8611111111111,41,2
7990,-gneE2,0.999999997180675,7682991.61474393,33.958904109589,41,2
8028,-gneE2,0.999999997492479,8638353.72555362,34.0135135135135,38,2
8069,-gneE2,0.999999997951345,10573205.8124819,34.1066666666667,41,2
8109,-gneE2,0.999999998271848,12534112.3702276,34.1842105263158,40,2
8311,-gneE2,0.999999998579845,15252453.7055563,34.2727272727273,41,2
8432,-gneE2,0.999999998724221,16978535.8904881,34.3205128205128,38,2
8472,-gneE2,0.999999998916161,19985308.5331409,34.3924050632911,40,2
8513,-gneE2,0.999999999103053,24149532.3446331,34.475,41,2
8554,-gneE2,0.999999999255657,29100640.7255704,34.5555555555556,41,2
8596,-gneE2,0.999999999398003,35981661.2837585,34.6463414634146,42,2
8637,-gneE2,0.999999999497561,43111364.4121123,34.7228915662651,41,2
8881,-gneE2,0.999999999579589,51522992.811712,34.7976190476191,41,2
8923,-gneE2,0.999999999657187,63185534.3355674,34.8823529411765,42,2
8964,-gneE2,0.999999999711643,75118190.4952026,34.953488372093,41,2
9005,-gneE2,0.999999999756884,89096710.2341624,35.0229885057471,41,2
9045,-gneE2,0.999999999788701,102512838.218698,35.0795454545455,40,2
9084,-gneE2,0.99999999981078,114474572.595273,35.123595505618,39,2
9126,-gneE2,0.99999999984402,138869486.093894,35.2,42,2
9169,-gneE2,0.999999999874651,172804003.555917,35.2857142857143,43,2
9208,-gneE2,0.999999999887032,191743400.954505,35.3260869565217,39,2
9249,-gneE2,0.999999999903602,224701404.047897,35.3870967741936,41,2
9290,-gneE2,0.99999999991758,262810986.887881,35.4468085106383,41,2
9331,-gneE2,0.999999999929397,306799201.890503,35.5052631578947,41,2
9371,-gneE2,0.9999999999377,347687240.714616,35.5520833333333,40,2
9411,-gneE2,0.999999999944947,393453907.805307,35.5979381443299,40,2
9454,-gneE2,0.999999999955168,483156926.970771,35.6734693877551,43,2
9495,-gneE2,0.99999999996132,559992952.393996,35.7272727272727,41,2
9536,-gneE2,0.99999999996657,647951441.873772,35.78,41,2
9577,-gneE2,0.999999999971061,748487495.875829,35.8316831683168,41,2
9616,-gneE2,0.999999999973485,816914138.035884,35.8627450980392,39,2
9656,-gneE2,0.999999999976344,915664227.279667,35.9029126213592,40,2
9697,-gneE2,0.999999999979443,1053698471.70639,35.9519230769231,41,2
9736,-gneE2,0.999999999981097,1145926131.14218,35.9809523809524,39,2
9776,-gneE2,0.999999999983075,1279849164.86027,36.0188679245283,40,2
9817,-gneE2,0.99999999998524,1467507292.69399,36.0654205607477,41,2
9858,-gneE2,0.999999999987108,1680262208.2206,36.1111111111111,41,2
9899,-gneE2,0.999999999988725,1921153920.44362,36.1559633027523,41,2
9938,-gneE2,0.99999999998957,2076773428.44882,36.1818181818182,39,2
9978,-gneE2,0.999999999990605,2305489607.41135,36.2162162162162,40,2
10020,-gneE2,0.999999999991978,2700247097.67819,36.2678571428571,42,2
10061,-gneE2,0.99999999999295,3072578347.62499,36.3097345132743,41,2
10103,-gneE2,0.999999999993963,3588175013.25255,36.359649122807,42,2
10144,-gneE2,0.99999999999468,4071523878.75992,36.4,41,2
10187,-gneE2,0.999999999995554,4871940900.85055,36.4568965517241,43,2
10230,-gneE2,0.999999999996277,5819189199.81494,36.5128205128205,43,2
10271,-gneE2,0.999999999996704,6572445310.84158,36.5508474576271,41,2
10312,-gneE2,0.999999999997079,7414701620.66055,36.5882352941176,41,2
10353,-gneE2,0.999999999997408,8355488762.43184,36.625,41,2
10396,-gneE2,0.999999999997818,9927350288.21796,36.6776859504132,43,2
10437,-gneE2,0.999999999998058,11156928989.3538,36.7131147540984,41,2
10477,-gneE2,0.999999999998223,12192209534.6179,36.739837398374,40,2
10517,-gneE2,0.999999999998373,13313187303.0626,36.7661290322581,40,2
10557,-gneE2,0.999999999998509,14526113177.8334,36.792,40,2
10598,-gneE2,0.999999999998669,16269789895.2148,36.8253968253968,41,2
10639,-gneE2,0.99999999999881,18204688292.6372,36.8582677165354,41,2
10679,-gneE2,0.999999999998907,19810164246.7864,36.8828125,40,2
10719,-gneE2,0.999999999998994,21541925830.5398,36.906976744186,40,2
10762,-gneE2,0.999999999999146,25371201464.937,36.9538461538461,43,2
10801,-gneE2,0.999999999999192,26803684614.5726,36.969465648855,39,2
10843,-gneE2,0.999999999999294,30674820142.2586,37.0075757575758,42,2
10885,-gneE2,0.999999999999382,35064699704.7186,37.0451127819549,42,2
10924,-gneE2,0.999999999999414,36949456526.3882,37.0597014925373,39,2
10963,-gneE2,0.999999999999443,38919639351.9863,37.0740740740741,39,2
11003,-gneE2,0.999999999999485,42089332879.7169,37.0955882352941,40,2
11043,-gneE2,0.999999999999524,45489147551.9301,37.1167883211679,40,2
11086,-gneE2,0.999999999999593,53231486310.5214,37.1594202898551,43,2
11126,-gneE2,0.999999999999623,57426246930.2528,37.1798561151079,40,2
11168,-gneE2,0.999999999999668,65307070707.0916,37.2142857142857,42,2
11207,-gneE2,0.999999999999684,68492786312.4821,37.2269503546099,39,2
11249,-gneE2,0.999999999999721,77783206848.8152,37.2605633802817,42,2
11288,-gneE2,0.999999999999734,81472620663.6131,37.2727272727273,39,2
11331,-gneE2,0.999999999999772,94887865545.7826,37.3125,43,2
11370,-gneE2,0.999999999999782,99245447894.9673,37.3241379310345,39,2
11412,-gneE2,0.999999999999807,112382528470.155,37.3561643835616,42,2
11453,-gneE2,0.999999999999825,123806983890.437,37.3809523809524,41,2
11494,-gneE2,0.999999999999841,136295052200.548,37.4054054054054,41,2
11534,-gneE2,0.999999999999852,146011970527.133,37.4228187919463,40,2
11575,-gneE2,0.999999999999865,160545777377.414,37.4466666666667,41,2
11617,-gneE2,0.99999999999988,181140291300.902,37.476821192053,42,2
11656,-gneE2,0.999999999999885,188601601459.295,37.4868421052632,39,2
11696,-gneE2,0.999999999999892,201584889503.762,37.5032679738562,40,2
11736,-gneE2,0.999999999999899,215362665287.558,37.5194805194805,40,2
11778,-gneE2,0.999999999999911,242470516944.171,37.5483870967742,42,2
11819,-gneE2,0.999999999999918,265645171000.479,37.5705128205128,41,2
11859,-gneE2,0.999999999999924,283266422482.915,37.5859872611465,40,2
11900,-gneE2,0.99999999999993,310006478317.465,37.6075949367089,41,2
11942,-gneE2,0.999999999999938,348127617981.708,37.6352201257862,42,2
11984,-gneE2,0.999999999999944,390620592772.317,37.6625,42,2
12026,-gneE2,0.99999999999995,437951076195.15,37.6894409937888,42,2
12067,-gneE2,0.999999999999955,477878027865.839,37.7098765432099,41,2
12110,-gneE2,0.999999999999961,549308282978.902,37.7423312883436,43,2
12150,-gneE2,0.999999999999963,582944126549.904,37.7560975609756,40,2
12190,-gneE2,0.999999999999965,618403655278.968,37.769696969697,40,2
12231,-gneE2,0.999999999999968,673244611793.477,37.789156626506,41,2
12271,-gneE2,0.999999999999969,713543025812.974,37.8023952095808,40,2
12309,-gneE2,0.99999999999997,717260267384.661,37.8035714285714,38,2
14046,-gneE2,0.999999999999972,759891920250.006,37.8165680473373,40,2
14087,-gneE2,0.999999999999974,826186464157.77,37.8352941176471,41,2
14128,-gneE2,0.999999999999976,897788903927.624,37.8538011695906,41,2
14168,-gneE2,0.999999999999977,949830747191.303,37.8662790697674,40,2
14209,-gneE2,0.999999999999979,1031246621369.08,37.8843930635838,41,2
14250,-gneE2,0.99999999999998,1119068860167.15,37.9022988505747,41,2
14289,-gneE2,0.999999999999981,1151756353199.93,37.9085714285714,39,2
14328,-gneE2,0.999999999999982,1185199185247.65,37.9147727272727,39,2
14368,-gneE2,0.999999999999983,1251797968292.23,37.9265536723164,40,2
14409,-gneE2,0.999999999999984,1356795615815.08,37.9438202247191,41,2
14773,-gneE2,0.999999999999984,1358794724950.98,37.9441340782123,38,2
14813,-gneE2,0.999999999999985,1433992115315.6,37.9555555555556,40,2
14935,-gneE2,0.999999999999986,1553009295301.83,37.9723756906077,41,2
15094,-gneE2,0.999999999999985,1513953129808.98,37.967032967033,37,2
15134,-gneE2,0.999999999999986,1596736097628.34,37.9781420765027,40,2
15253,-gneE2,0.999999999999986,1597650346728.84,37.9782608695652,38,2
15369,-gneE2,0.999999999999987,1640970714228.83,37.9837837837838,39,2
15409,-gneE2,0.999999999999988,1729908461831,37.994623655914,40,2
15449,-gneE2,0.999999999999988,1823124818121.2,38.0053475935829,40,2
15490,-gneE2,0.999999999999989,1971698895258.7,38.0212765957447,41,2
15654,-gneE2,0.99999999999999,2131428348754.6,38.037037037037,41,2
15816,-gneE2,0.99999999999999,2243671101971.51,38.0473684210526,40,2
15855,-gneE2,0.999999999999991,2300248352759.23,38.0523560209424,39,2
15896,-gneE2,0.999999999999991,2484435368446.02,38.0677083333333,41,2
15937,-gneE2,0.999999999999992,2682217981462.36,38.0829015544041,41,2
15977,-gneE2,0.999999999999992,2819929025211.22,38.0927835051546,40,2
16180,-gneE2,0.999999999999993,3042288354078.48,38.1076923076923,41,2
16221,-gneE2,0.999999999999993,3280814710867.99,38.1224489795918,41,2
16262,-gneE2,0.999999999999994,3536585302807.28,38.1370558375635,41,2
16302,-gneE2,0.999999999999994,3712671217071.91,38.1464646464646,40,2
16345,-gneE2,0.999999999999995,4213381689213.27,38.1708542713568,43,2
16387,-gneE2,0.999999999999995,4655409668916.57,38.19,42,2
16426,-gneE2,0.999999999999995,4754691933707.26,38.1940298507463,39,2
16468,-gneE2,0.999999999999996,5250052139362.24,38.2128712871287,42,2
16509,-gneE2,0.999999999999996,5645109269354.91,38.2266009852217,41,2
16550,-gneE2,0.999999999999996,6067579668131.39,38.2401960784314,41,2
16916,-gneE2,0.999999999999997,6519206713387.27,38.2536585365854,41,2
17039,-gneE2,0.999999999999997,6822136161591.82,38.2621359223301,40,2
17156,-gneE2,0.999999999999997,6775779809455.17,38.2608695652174,38,2
17197,-gneE2,0.999999999999997,7275966594346.58,38.2740384615385,41,2
17236,-gneE2,0.999999999999997,7414604745389.16,38.2775119617225,39,2
17277,-gneE2,0.999999999999997,7958288883997.29,38.2904761904762,41,2
17317,-gneE2,0.999999999999997,8319808246965.67,38.2985781990521,40,2
17359,-gneE2,0.999999999999998,9159448332306.66,38.3160377358491,42,2
17401,-gneE2,0.999999999999998,10078839479919,38.3333333333333,42,2
17441,-gneE2,0.999999999999998,10524484777257.6,38.3411214953271,40,2
17481,-gneE2,0.999999999999998,10987528137883.5,38.3488372093023,40,2
17847,-gneE2,0.999999999999998,10888488536234.8,38.3472222222222,38,2
17887,-gneE2,0.999999999999998,11365691738433.3,38.3548387096774,40,2
18012,-gneE2,0.999999999999998,12173077757518.9,38.3669724770642,41,2
18127,-gneE2,0.999999999999998,11748843432724.5,38.3607305936073,37,2
18168,-gneE2,0.999999999999998,12581430944237.4,38.3727272727273,41,2
18208,-gneE2,0.999999999999998,13123821566048.8,38.3800904977376,40,2
18249,-gneE2,0.999999999999998,14046353786445.1,38.3918918918919,41,2
18290,-gneE2,0.999999999999999,15028846273403.6,38.4035874439462,41,2
18494,-gneE2,0.999999999999999,15663725218017.8,38.4107142857143,40,2
18531,-gneE2,0.999999999999999,15101252719248.2,38.4044444444444,37,2
18572,-gneE2,0.999999999999999,16151990759634.6,38.4159292035398,41,2
18613,-gneE2,0.999999999999999,17270377539493.4,38.4273127753304,41,2
18654,-gneE2,0.999999999999999,18460420209882.4,38.4385964912281,41,2
18696,-gneE2,0.999999999999999,20243603133329.7,38.4541484716157,42,2
18736,-gneE2,0.999999999999999,21070141347556.1,38.4608695652174,40,2
18776,-gneE2,0.999999999999999,21926476596358.1,38.4675324675325,40,2
18817,-gneE2,0.999999999999999,23411478052177.8,38.4784482758621,41,2
18857,-gneE2,0.999999999999999,24351488656476.2,38.4849785407725,40,2
19225,-gneE2,0.999999999999999,26669006192027.2,38.5,42,2
19267,-gneE2,0.999999999999999,29194762108494.4,38.5148936170213,42,2
19387,-gneE2,0.999999999999999,29563206587992.2,38.5169491525424,39,2
19507,-gneE2,0.999999999999999,31522688203068,38.5274261603376,41,2
19546,-gneE2,0.999999999999999,31910058942651.1,38.5294117647059,39,2
19589,-gneE2,0.999999999999999,35816556923846.9,38.5481171548117,43,2
19632,-gneE2,1,40179733779474.6,38.5666666666667,43,2
19671,-gneE2,1,40631821681057.5,38.5684647302905,39,2
19712,-gneE2,1,43263932727550.4,38.5785123966942,41,2
19754,-gneE2,1,47257485852484.3,38.5925925925926,42,2
19794,-gneE2,1,49005106867997.6,38.5983606557377,40,2
19835,-gneE2,1,52137063895518.4,38.6081632653061,41,2
19876,-gneE2,1,55454358081630.7,38.6178861788618,41,2
19917,-gneE2,1,58967087186879.6,38.6275303643725,41,2
19956,-gneE2,1,59536096010839.8,38.6290322580645,39,2
196,-gneE3,0.5,3.29744254140026,23,23,2
237,-gneE3,0.5,3.29744254140026,23,41,2
275,-gneE3,0.633908102639305,4.50357214291392,51,79,2
440,-gneE3,0.42939652760373,2.88943434531911,36,6,2
479,-gneE3,0.426840864890378,2.90673451553807,36,1,2
522,-gneE3,0.612568431279245,2.02542770940377,36,44,2
601,-gneE3,0.60249405382682,1.97409533703658,35.5,34,2
887,-gneE3,0.625923772761464,2.09773991942129,36.4,40,2
927,-gneE3,0.644706297787717,2.20863648834376,37,40,2
968,-gneE3,0.665322573958466,2.34468946431842,37.5714285714286,41,2
1374,-gneE3,0.444561472535563,1.41278394634775,33.25,3,2
1413,-gneE3,0.154360324982297,4.06885196461585,33.25,39,2
1452,-gneE3,0.301744685362326,2.08145939938857,33.25,37,2
1492,-gneE3,0.498898316961024,1.25891246815336,33.25,32,2
1532,-gneE3,0.691640464092204,0.908086417973414,33.25,26,2
1654,-gneE3,0.556545733793438,0.631445287032197,31,13,2
1695,-gneE3,0.394884850124973,0.462750117012086,28.9,10,2
1736,-gneE3,0.493170213704279,0.370527265280469,28.9,7,2
1777,-gneE3,0.679058554283133,0.269097575531668,28.9,5,2
1818,-gneE3,0.447044274032845,0.156187124708728,26.3636363636364,1,2
1909,-gneE3,0.511968688619019,0.136380527424499,26.3636363636364,4,2
1950,-gneE3,0.295270050197765,0.094444641758855,24.3333333333333,2,2
1989,-gneE3,0.415378571166983,0.067135562710183,24.3333333333333,39,2
2031,-gneE3,0.597229936794982,0.046693362798758,24.3333333333333,39,2
2072,-gneE3,0.68683710468019,0.060054013316311,25.1538461538462,35,2
2701,-gneE3,0.478175474381911,0.036040254458018,23.5714285714286,3,2
2740,-gneE3,0.068454761055008,0.251751163932325,23.5714285714286,39,2
2780,-gneE3,0.139252181443896,0.123757959075498,23.5714285714286,38,2
2822,-gneE3,0.258262035071994,0.066728993936346,23.5714285714286,35,2
2865,-gneE3,0.424085382370982,0.040637019073749,23.5714285714286,34,2
2906,-gneE3,0.609077505907802,0.028294536582207,23.5714285714286,31,2
3184,-gneE3,0.396174936550363,0.018318171072112,22.2,3,2
3222,-gneE3,0.528016820552177,0.013744259613971,22.2,38,2
3262,-gneE3,0.653378666515769,0.018715118560507,23,35,2
3301,-gneE3,0.722064606337193,0.023340170052715,23.4705882352941,31,2
3342,-gneE3,0.763930776379942,0.027479479333566,23.7777777777778,29,2
3381,-gneE3,0.76552298115204,0.027666077399102,23.7894736842105,24,2
3422,-gneE3,0.759807185989881,0.027007716190398,23.75,23,2
4677,-gneE3,0.846469933496503,0.042252696813692,24.4285714285714,38,2
4716,-gneE3,0.905640125282144,0.068748070842136,25.0909090909091,39,2
4758,-gneE3,0.947239477680868,0.122952902409117,25.8260869565217,42,2
4801,-gneE3,0.970911231454944,0.22300907450621,26.5416666666667,43,2
4840,-gneE3,0.967044776630944,0.196844648240173,26.4,23,2
4880,-gneE3,0.960107508428676,0.162613541953379,26.1923076923077,21,2
