robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_1,291,-gneE1,0.535590802373629,84,76,2
bot_1,628,-gneE1,0.529289734699383,381,372,2
bot_1,673,-gneE1,0.555669251562363,87,78,2
bot_1,1007,-gneE1,0.551815644538141,379,371,2
bot_1,1050,-gneE1,0.57033203052367,85,76,2
bot_1,1385,-gneE1,0.56768493639673,378,370,2
bot_1,1427,-gneE1,0.578972306465315,85,77,2
bot_1,1766,-gneE1,0.577178451930876,381,373,2
bot_1,1808,-gneE1,0.584888263754566,85,77,2
bot_1,2152,-gneE1,0.583835304897643,386,379,2
bot_1,2195,-gneE1,0.589009087738393,86,78,2
bot_1,2529,-gneE1,0.588164123429893,377,369,2
bot_1,2575,-gneE1,0.592637992401239,85,75,2
bot_1,2912,-gneE1,0.591858403532293,383,372,2
bot_1,2956,-gneE1,0.594545457921479,87,78,2
bot_1,3301,-gneE1,0.594072636616854,389,379,2
bot_1,3343,-gneE1,0.595897038032733,87,78,2
bot_1,3675,-gneE1,0.595592592124101,374,365,2
bot_1,3717,-gneE1,0.596892321586529,84,75,2
bot_1,4057,-gneE1,0.596688929110324,382,373,2
bot_1,4100,-gneE1,0.59747648690065,84,76,2
bot_1,4441,-gneE1,0.597354007802871,384,376,2
bot_1,4484,-gneE1,0.597957376024672,84,75,2
bot_1,4824,-gneE1,0.597863202474694,383,374,2
bot_1,4867,-gneE1,0.59826494264412,86,77,2
bot_1,5213,-gneE1,0.5982090955588,389,381,2
bot_1,5256,-gneE1,0.598481315651972,86,77,2
bot_1,5597,-gneE1,0.59843797265972,384,375,2
bot_1,5638,-gneE1,0.5986327871603,82,73,2
bot_1,5979,-gneE1,0.598599753192237,382,372,2
bot_1,6022,-gneE1,0.598740306687471,86,76,2
bot_1,6359,-gneE1,0.5987198719743,380,371,2
bot_1,6403,-gneE1,0.598806276237964,86,77,2
bot_1,6742,-gneE1,0.598793991020825,383,375,2
bot_1,6786,-gneE1,0.598852214259931,87,78,2
bot_1,7128,-gneE1,0.598842894058815,386,377,2
bot_1,7170,-gneE1,0.598883477060712,85,76,2
bot_1,7509,-gneE1,0.598878460637629,381,374,2
bot_1,7554,-gneE1,0.598899706171666,86,79,2
bot_1,7888,-gneE1,0.598895761672142,379,371,2
bot_1,7931,-gneE1,0.598914494406854,86,77,2
bot_1,8261,-gneE1,0.598912079738739,373,366,2
bot_1,8303,-gneE1,0.598923829510908,84,76,2
bot_1,8637,-gneE1,0.598921715308921,376,367,2
bot_1,8680,-gneE1,0.598929773146457,84,76,2
bot_1,9018,-gneE1,0.59892850634709,381,373,2
bot_1,9061,-gneE1,0.598933882236867,86,78,2
bot_1,9400,-gneE1,0.598933020080673,382,374,2
bot_1,9445,-gneE1,0.598936597860522,88,80,2
bot_1,9777,-gneE1,0.598935998763685,377,369,2
bot_1,9821,-gneE1,0.598938250142762,84,77,2
bot_1,10158,-gneE1,0.598937845227249,381,373,2
bot_1,10201,-gneE1,0.598939348767249,86,79,2
bot_1,10543,-gneE1,0.598939042081108,385,376,2
bot_1,10588,-gneE1,0.598940324763634,88,79,2
bot_1,10923,-gneE1,0.598940088708038,380,370,2
bot_1,10970,-gneE1,0.598940849425387,90,82,2
bot_1,11311,-gneE1,0.59894073965792,388,381,2
bot_1,11356,-gneE1,0.598941341354517,87,78,2
bot_1,11694,-gneE1,0.598941265551134,383,376,2
bot_1,11737,-gneE1,0.598941592729386,85,78,2
bot_1,12076,-gneE1,0.598941540868432,382,375,2
bot_1,12118,-gneE1,0.598941764346774,85,78,2
bot_1,12453,-gneE1,0.598941718013175,377,368,2
bot_1,12496,-gneE1,0.598941869338099,86,79,2
bot_1,12834,-gneE1,0.598941841501838,381,373,2
bot_1,12878,-gneE1,0.598941958155429,87,79,2
bot_1,13217,-gneE1,0.598941934559933,383,373,2
bot_1,13261,-gneE1,0.598942033960787,87,77,2
bot_1,13596,-gneE1,0.598942017641217,379,369,2
bot_1,13640,-gneE1,0.598942081820346,83,74,2
bot_1,13980,-gneE1,0.598942071948311,384,375,2
bot_1,14022,-gneE1,0.59894212421436,85,74,2
bot_1,14366,-gneE1,0.598942117539701,386,377,2
bot_1,14408,-gneE1,0.598942146265256,86,77,2
bot_1,14746,-gneE1,0.598942141629524,380,371,2
bot_1,14790,-gneE1,0.59894216146143,85,76,2
bot_1,15128,-gneE1,0.598942158314732,382,373,2
bot_1,15173,-gneE1,0.598942171523008,87,78,2
bot_1,15513,-gneE1,0.598942169634938,385,377,2
bot_1,15557,-gneE1,0.598942176712275,86,79,2
bot_1,15898,-gneE1,0.598942175427784,385,377,2
bot_1,15943,-gneE1,0.598942180182533,87,80,2
bot_1,16284,-gneE1,0.598942179202963,386,377,2
bot_1,16328,-gneE1,0.598942183459784,85,76,2
bot_1,16663,-gneE1,0.598942182776968,379,370,2
bot_1,16707,-gneE1,0.598942185939701,87,77,2
bot_1,17040,-gneE1,0.598942185416645,377,367,2
bot_1,17085,-gneE1,0.598942187150078,87,79,2
bot_1,17420,-gneE1,0.598942186866233,380,372,2
bot_1,17463,-gneE1,0.598942188081753,85,77,2
bot_1,17801,-gneE1,0.598942187864211,381,372,2
bot_1,17845,-gneE1,0.598942188877161,87,77,2
bot_1,18182,-gneE1,0.598942188712059,381,371,2
bot_1,18225,-gneE1,0.598942189226431,82,75,2
bot_1,18562,-gneE1,0.598942189135885,380,372,2
bot_1,18605,-gneE1,0.598942189572101,85,76,2
bot_1,18943,-gneE1,0.598942189502706,381,372,2
bot_1,18988,-gneE1,0.598942189786702,89,80,2
bot_1,19320,-gneE1,0.598942189749295,377,370,2
bot_1,19364,-gneE1,0.598942189953425,85,76,2
bot_1,19702,-gneE1,0.598942189921036,382,373,2
bot_1,19744,-gneE1,0.59894219006397,83,74,2
bot_1,20079,-gneE1,0.598942190038963,377,367,2
bot_1,20121,-gneE1,0.598942190134678,85,76,2
bot_1,20464,-gneE1,0.598942190119684,385,376,2
bot_1,20508,-gneE1,0.598942190191052,86,76,2
bot_1,20845,-gneE1,0.598942190180704,381,372,2
bot_1,20889,-gneE1,0.598942190224577,86,77,2
bot_1,21238,-gneE1,0.598942190217806,393,384,2
bot_1,21280,-gneE1,0.598942190247134,87,78,2
bot_1,21621,-gneE1,0.59894219024345,383,376,2
bot_1,21663,-gneE1,0.598942190264406,83,74,2
bot_1,22002,-gneE1,0.598942190261154,381,372,2
bot_1,22045,-gneE1,0.598942190273565,85,77,2
bot_1,22382,-gneE1,0.598942190271336,380,371,2
bot_1,22425,-gneE1,0.598942190280772,86,77,2
bot_1,22768,-gneE1,0.598942190279446,386,378,2
bot_1,22811,-gneE1,0.598942190284434,86,79,2
bot_1,23150,-gneE1,0.598942190283291,382,372,2
bot_1,23194,-gneE1,0.598942190288093,87,77,2
bot_1,23532,-gneE1,0.598942190287547,382,375,2
bot_1,23575,-gneE1,0.598942190289897,85,78,2
bot_1,23915,-gneE1,0.59894219028942,383,374,2
bot_1,23959,-gneE1,0.59894219029102,85,78,2
bot_1,24304,-gneE1,0.598942190290737,389,381,2
bot_1,24347,-gneE1,0.598942190291922,89,81,2
bot_1,24685,-gneE1,0.598942190291749,381,374,2
bot_1,24728,-gneE1,0.598942190292714,84,75,2
bot_1,25075,-gneE1,0.598942190292551,390,380,2
bot_1,25119,-gneE1,0.598942190293104,88,80,2
bot_1,25464,-gneE1,0.598942190293015,389,381,2
bot_1,25508,-gneE1,0.598942190293386,89,81,2
bot_1,25846,-gneE1,0.598942190293332,382,375,2
bot_1,25888,-gneE1,0.598942190293635,84,75,2
bot_1,26220,-gneE1,0.598942190293586,374,365,2
bot_1,26262,-gneE1,0.598942190293796,83,74,2
bot_1,26597,-gneE1,0.598942190293767,377,369,2
bot_1,26638,-gneE1,0.598942190293895,83,75,2
bot_1,26976,-gneE1,0.598942190293873,379,370,2
bot_1,27018,-gneE1,0.598942190293958,85,77,2
bot_1,27350,-gneE1,0.598942190293946,374,367,2
bot_1,27395,-gneE1,0.598942190294004,86,78,2
bot_1,27730,-gneE1,0.598942190293993,380,370,2
bot_1,27774,-gneE1,0.598942190294038,85,76,2
bot_1,28120,-gneE1,0.598942190294031,390,381,2
bot_1,28162,-gneE1,0.598942190294062,85,76,2
bot_1,28510,-gneE1,0.598942190294057,390,382,2
bot_1,28551,-gneE1,0.598942190294079,83,74,2
bot_1,28888,-gneE1,0.598942190294075,378,369,2
bot_1,28930,-gneE1,0.598942190294088,86,78,2
bot_1,29270,-gneE1,0.598942190294085,382,373,2
bot_1,29314,-gneE1,0.598942190294095,85,76,2
bot_1,29652,-gneE1,0.598942190294094,382,373,2
