robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_0,256,-gneE1,0.126584811995028,256,9,2
bot_0,300,-gneE1,0.457724426370696,85,9,2
bot_0,636,-gneE1,0.198676655601637,380,8,2
bot_0,682,-gneE1,0.425249743999231,87,9,2
bot_0,1015,-gneE1,0.247963412543532,379,8,2
bot_0,1058,-gneE1,0.404924086078666,84,8,2
bot_0,1393,-gneE1,0.283471986395166,378,8,2
bot_0,1436,-gneE1,0.389887114155138,86,9,2
bot_0,1773,-gneE1,0.306613797140686,380,7,2
bot_0,1817,-gneE1,0.379300402190234,86,9,2
bot_0,2160,-gneE1,0.322890828525107,387,8,2
bot_0,2203,-gneE1,0.372933065782206,86,8,2
bot_0,2540,-gneE1,0.334689985263349,380,11,2
bot_0,2584,-gneE1,0.368339093383419,84,9,2
bot_0,2922,-gneE1,0.342168945448816,382,10,2
bot_0,2965,-gneE1,0.365247996320461,87,9,2
bot_0,3310,-gneE1,0.34744293323741,388,9,2
bot_0,3352,-gneE1,0.363112676751653,87,9,2
bot_0,3684,-gneE1,0.350876383091718,374,9,2
bot_0,3727,-gneE1,0.361473481326466,85,10,2
bot_0,4065,-gneE1,0.353089245235206,381,8,2
bot_0,4107,-gneE1,0.360608341557885,83,7,2
bot_0,4450,-gneE1,0.354918243831641,385,9,2
bot_0,4493,-gneE1,0.359901240318753,84,9,2
bot_0,4832,-gneE1,0.356008841325371,382,8,2
bot_0,4874,-gneE1,0.359503228774969,84,7,2
bot_0,5222,-gneE1,0.356874111921987,390,9,2
bot_0,5265,-gneE1,0.359182228753732,86,9,2
bot_0,5607,-gneE1,0.35739889337409,385,10,2
bot_0,5648,-gneE1,0.358944476161176,83,10,2
bot_0,5988,-gneE1,0.357723431734354,381,9,2
bot_0,6031,-gneE1,0.358794517288084,85,9,2
bot_0,6367,-gneE1,0.357956663497511,379,8,2
bot_0,6412,-gneE1,0.358689273397731,86,9,2
bot_0,6751,-gneE1,0.358120052204569,384,9,2
bot_0,6795,-gneE1,0.358620130320829,87,9,2
bot_0,7135,-gneE1,0.358230422947713,384,7,2
