robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_0,273,-gneE1,0.49066205263285,273,130,2
bot_0,632,-gneE1,0.480036397160697,359,113,2
bot_0,987,-gneE1,0.468923505916933,355,83,2
bot_0,1027,-gneE1,0.469279576636236,81,79,2
bot_0,1339,-gneE1,0.457323550085958,352,49,2
bot_0,1380,-gneE1,0.462958632968284,81,48,2
bot_0,1693,-gneE1,0.450343343247504,354,22,2
bot_0,1732,-gneE1,0.460713867661116,75,17,2
bot_0,2068,-gneE1,0.447894592896839,375,8,2
bot_0,2110,-gneE1,0.459684333805355,82,8,2
bot_0,2450,-gneE1,0.447172040149572,382,9,2
bot_0,2495,-gneE1,0.458519974890278,89,10,2
bot_0,2843,-gneE1,0.44626545617289,393,10,2
bot_0,2885,-gneE1,0.457533131622537,88,9,2
bot_0,3223,-gneE1,0.445447125367607,380,9,2
bot_0,3265,-gneE1,0.45667001856865,87,8,2
bot_0,3601,-gneE1,0.444781522867604,378,10,2
bot_0,3644,-gneE1,0.4558541237302,87,8,2
bot_0,3986,-gneE1,0.444011496262813,385,7,2
bot_0,4030,-gneE1,0.455053648590647,84,7,2
bot_0,4370,-gneE1,0.44343472573405,384,10,2
bot_0,4411,-gneE1,0.454229504354731,85,8,2
bot_0,4751,-gneE1,0.442696723579524,381,9,2
bot_0,4794,-gneE1,0.453557389863699,88,7,2
bot_0,5138,-gneE1,0.44212601968234,387,9,2
bot_0,5182,-gneE1,0.45259432848969,86,9,2
bot_0,5523,-gneE1,0.441230077056539,385,8,2
bot_0,5569,-gneE1,0.45166489501224,90,9,2
bot_0,5907,-gneE1,0.440449207622525,384,10,2
bot_0,5951,-gneE1,0.450764698090745,87,9,2
bot_0,6293,-gneE1,0.439569397028421,386,8,2
bot_0,6340,-gneE1,0.449708489589333,89,10,2
bot_0,6681,-gneE1,0.438617294203563,388,9,2
bot_0,6724,-gneE1,0.448908132957916,86,8,2
bot_0,7067,-gneE1,0.437888581418507,386,9,2
bot_0,7108,-gneE1,0.447837339001638,85,10,2
bot_0,7441,-gneE1,0.436889924027588,374,9,2
bot_0,7484,-gneE1,0.447154598898001,83,7,2
bot_0,7824,-gneE1,0.436233041731453,383,8,2
bot_0,7867,-gneE1,0.446200428359546,85,9,2
bot_0,8209,-gneE1,0.435393511188863,385,10,2
bot_0,8250,-gneE1,0.445426390621031,84,8,2
bot_0,8591,-gneE1,0.434618190715931,382,8,2
bot_0,8636,-gneE1,0.444648216328995,88,8,2
bot_0,8967,-gneE1,0.433923779842351,376,9,2
bot_0,9011,-gneE1,0.443756077685798,86,9,2
bot_0,9349,-gneE1,0.433076463155753,382,9,2
bot_0,9394,-gneE1,0.442779756639516,89,10,2
bot_0,9727,-gneE1,0.432148954771222,378,9,2
bot_0,9771,-gneE1,0.441894593942243,86,9,2
bot_0,10109,-gneE1,0.431277108506618,382,8,2
bot_0,10151,-gneE1,0.441191489824404,82,7,2
bot_0,10492,-gneE1,0.430672462026447,383,10,2
bot_0,10536,-gneE1,0.44038900536334,90,9,2
bot_0,10870,-gneE1,0.429885288157336,378,9,2
bot_0,10913,-gneE1,0.439616306902805,84,8,2
