robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_1,295,-gneE1,0.499999999999998,295,258,2
bot_1,673,-gneE1,0.499999999999998,378,290,2
bot_1,717,-gneE1,0.499999999999998,87,14,2
bot_1,1059,-gneE1,0.499999999999998,386,317,2
bot_1,1103,-gneE1,0.499999999999998,87,48,2
bot_1,1441,-gneE1,0.499999999999998,382,346,2
bot_1,1485,-gneE1,0.499999999999998,86,78,2
bot_1,1825,-gneE1,0.499999999999998,384,375,2
bot_1,1868,-gneE1,0.499999999999998,86,77,2
bot_1,2209,-gneE1,0.499999999999998,384,376,2
bot_1,2253,-gneE1,0.499999999999998,87,78,2
bot_1,2591,-gneE1,0.499999999999998,382,373,2
bot_1,2635,-gneE1,0.499999999999998,85,76,2
bot_1,2973,-gneE1,0.499999999999998,382,372,2
bot_1,3017,-gneE1,0.499999999999998,86,78,2
bot_1,3353,-gneE1,0.499999999999998,380,371,2
bot_1,3397,-gneE1,0.499999999999998,85,76,2
bot_1,3731,-gneE1,0.499999999999998,378,370,2
bot_1,3775,-gneE1,0.499999999999998,85,76,2
bot_1,4114,-gneE1,0.499999999999998,383,374,2
bot_1,4157,-gneE1,0.499999999999998,85,76,2
bot_1,4495,-gneE1,0.499999999999998,381,373,2
bot_1,4538,-gneE1,0.499999999999998,83,76,2
bot_1,4879,-gneE1,0.499999999999998,384,373,2
bot_1,4922,-gneE1,0.499999999999998,88,79,2
bot_1,5258,-gneE1,0.499999999999998,379,369,2
bot_1,5303,-gneE1,0.499999999999998,87,78,2
bot_1,5640,-gneE1,0.499999999999998,382,374,2
bot_1,5685,-gneE1,0.499999999999998,87,79,2
bot_1,6021,-gneE1,0.499999999999998,381,371,2
bot_1,6064,-gneE1,0.499999999999998,85,76,2
bot_1,6402,-gneE1,0.499999999999998,381,373,2
bot_1,6446,-gneE1,0.499999999999998,87,78,2
bot_1,6788,-gneE1,0.499999999999998,386,377,2
bot_1,6830,-gneE1,0.499999999999998,85,77,2
bot_1,7171,-gneE1,0.499999999999998,383,376,2
bot_1,7214,-gneE1,0.499999999999998,84,75,2
bot_1,7549,-gneE1,0.499999999999998,378,370,2
bot_1,7592,-gneE1,0.499999999999998,84,74,2
bot_1,7930,-gneE1,0.499999999999998,381,372,2
bot_1,7973,-gneE1,0.499999999999998,87,79,2
bot_1,8312,-gneE1,0.499999999999998,382,374,2
bot_1,8356,-gneE1,0.499999999999998,84,76,2
bot_1,8691,-gneE1,0.499999999999998,379,369,2
bot_1,8735,-gneE1,0.499999999999998,87,78,2
bot_1,9073,-gneE1,0.499999999999998,382,373,2
bot_1,9118,-gneE1,0.499999999999998,88,79,2
bot_1,9452,-gneE1,0.499999999999998,379,371,2
bot_1,9495,-gneE1,0.499999999999998,84,75,2
bot_1,9828,-gneE1,0.499999999999998,376,369,2
bot_1,9872,-gneE1,0.499999999999998,85,77,2
bot_1,10205,-gneE1,0.499999999999998,377,369,2
bot_1,10250,-gneE1,0.499999999999998,85,74,2
bot_1,10589,-gneE1,0.499999999999998,384,374,2
bot_1,10631,-gneE1,0.499999999999998,84,76,2
bot_1,10960,-gneE1,0.499999999999998,371,362,2
bot_1,11006,-gneE1,0.499999999999998,88,79,2
bot_1,11341,-gneE1,0.499999999999998,381,371,2
bot_1,11386,-gneE1,0.499999999999998,86,77,2
bot_1,11725,-gneE1,0.499999999999998,384,376,2
bot_1,11769,-gneE1,0.499999999999998,86,78,2
bot_1,12111,-gneE1,0.499999999999998,386,377,2
bot_1,12153,-gneE1,0.499999999999998,86,77,2
bot_1,12494,-gneE1,0.499999999999998,383,373,2
bot_1,12538,-gneE1,0.499999999999998,86,77,2
bot_1,12876,-gneE1,0.499999999999998,382,374,2
