time,edge,old node,current node,probability (value_exp),denominator,expect,true,no.of neighbours
,,,,,,,,,14,"{'9': 0.3333333333333333, '19': 0.3333333333333333, '13': 0.3333333333333333}","{'9': 0.3333333333333333, '19': 0.6666666666666666, '13': 1.0}",0.2685853950152951,0,9
,,,,,,,,,9,"{'4': 0.3333333333333333, '14': 0.3333333333333333, '8': 0.3333333333333333}","{'4': 0.3333333333333333, '14': 0.6666666666666666, '8': 1.0}",0.8769098994020805,2,8
30.0,9to4,9,4,0.33333333333333337,4.186837275258268,0.0,30.0,3
30.0,9to14,9,14,0.33333333333333337,4.186837275258268,0.0,30.0,3
30.0,9to8,9,8,0.33333333333333337,4.186837275258268,30.0,30.0,3
,,,,,,,,,8,"{'3': 0.25, '13': 0.25, '7': 0.25, '9': 0.25}","{'3': 0.25, '13': 0.5, '7': 0.75, '9': 1.0}",0.9195453567382055,3,9
46.0,8to3,8,3,0.25,5.136101666750966,0.0,46.0,4
46.0,8to13,8,13,0.25,5.136101666750966,0.0,46.0,4
46.0,8to7,8,7,0.25,5.136101666750966,0.0,16.0,4
46.0,8to9,8,9,0.25,5.136101666750966,31.0,31.0,4
,,,,,,,,,9,"{'4': 0.33333333333333337, '14': 0.33333333333333337, '8': 0.33333333333333337}","{'4': 0.33333333333333337, '14': 0.6666666666666667, '8': 1.0}",0.6550301926870967,1,14
62.0,9to4,9,4,0.33333333333333337,4.186837275258268,0.0,62.0,3
62.0,9to14,9,14,0.33333333333333337,4.186837275258268,62.0,62.0,3
62.0,9to8,9,8,0.33333333333333337,4.186837275258268,30.0,16.0,3
,,,,,,,,,14,"{'9': 0.3333333333333333, '19': 0.3333333333333333, '13': 0.3333333333333333}","{'9': 0.3333333333333333, '19': 0.6666666666666666, '13': 1.0}",0.2161549131593331,0,9
78.0,14to9,14,9,0.33333333333333337,4.186837275258268,32.0,32.0,3
78.0,14to19,14,19,0.33333333333333337,4.186837275258268,0.0,78.0,3
78.0,14to13,14,13,0.33333333333333337,4.186837275258268,0.0,15.0,3
,,,,,,,,,9,"{'4': 0.33333333333333337, '14': 0.33333333333333337, '8': 0.33333333333333337}","{'4': 0.33333333333333337, '14': 0.6666666666666667, '8': 1.0}",0.716683709319131,2,8
93.0,9to4,9,4,0.3079720336808658,4.531620642321974,0.0,93.0,3
93.0,9to14,9,14,0.3079720336808658,4.531620642321974,62.0,31.0,3
93.0,9to8,9,8,0.38405593263826854,4.531620642321974,38.5,47.0,3
,,,,,,,,,8,"{'3': 0.25, '13': 0.25, '7': 0.25, '9': 0.25}","{'3': 0.25, '13': 0.5, '7': 0.75, '9': 1.0}",0.47214990706885784,1,13
109.0,8to3,8,3,0.25,5.136101666750966,0.0,109.0,4
109.0,8to13,8,13,0.25,5.136101666750966,46.0,46.0,4
109.0,8to7,8,7,0.25,5.136101666750966,0.0,79.0,4
109.0,8to9,8,9,0.25,5.136101666750966,31.0,31.0,4
,,,,,,,,,13,"{'8': 0.25, '18': 0.25, '12': 0.25, '14': 0.25}","{'8': 0.25, '18': 0.5, '12': 0.75, '14': 1.0}",0.0981449035962173,0,8
124.0,13to8,13,8,0.25,5.136101666750966,31.0,31.0,4
124.0,13to18,13,18,0.25,5.136101666750966,0.0,124.0,4
124.0,13to12,13,12,0.25,5.136101666750966,0.0,12.0,4
124.0,13to14,13,14,0.25,5.136101666750966,0.0,62.0,4
,,,,,,,,,8,"{'3': 0.25, '13': 0.25, '7': 0.25, '9': 0.25}","{'3': 0.25, '13': 0.5, '7': 0.75, '9': 1.0}",0.8823419552521494,3,9
142.0,8to3,8,3,0.22648322375799254,5.669406304723832,0.0,142.0,4
142.0,8to13,8,13,0.22648322375799254,5.669406304723832,46.0,15.0,4
142.0,8to7,8,7,0.22648322375799254,5.669406304723832,0.0,112.0,4
142.0,8to9,8,9,0.32055032872602246,5.669406304723832,47.5,64.0,4
