time,edge,old node,current node,probability (value_exp),value_coeff,expect,true,expect-true,no.of neighbours,,,,
4454,16to15,16,15,0.3520496037308,-1.76269107787135,230,230,0,4,,,,
4472,15to20,15,20,0.342993529690088,-1.6781457032506,265,265,0,3,,,,
4487,20to21,20,21,0.384641470540356,-2.67586898966117,296,3,293,2,,,,
4505,21to22,21,22,0.140782203630067,-2.54553740891836,492,38,454,3,,,,
4522,22to23,22,23,0.219411098492173,-2.36622461636712,524,103,421,3,,,,
4537,23to18,23,18,0.32569403753103,-1.50191187586146,588,102,486,3,,,,
4554,18to19,18,19,0.227867595843239,-1.85220861253489,589,168,421,4,,,,
4572,19to14,19,14,0.376191852919126,-1.71131265027896,654,168,486,3,,,,
4587,14to13,14,13,0.636427095065033,-1.28418916243152,654,267,387,3,,,,
4603,13to8,13,8,0.124592945963779,-2.45300861732117,717,267,450,4,,,,
4619,8to9,8,9,0.181971902679599,-1.87708337784914,718,199,519,4,,,,
4635,9to4,9,4,0.156033788198354,-2.5860262853003,1309,198,1111,3,,,,
4652,4to3,4,3,0.239855616754206,-2.34567025989863,782,200,582,2,,,,
4668,3to8,3,8,0.357119647518474,-1.80984500381437,65,65,0,3,,,,
4684,8to7,8,7,0.133331077009797,-2.32776315660085,296,73,223,4,,,,
4701,7to6,7,6,0.141180727560845,-2.32138663569828,392,138,254,4,,,,
4718,6to11,6,11,0.120682866123326,-2.82107604941488,460,165,295,4,,,,
4734,11to10,11,10,0.303795110967227,-1.73949039867316,459,163,296,4,,,,
4751,10to5,10,5,0.617784291441598,-1.24170727608805,426,426,0,3,,,,
4768,5to0,5,0,0.339434180503714,-1.84138464952924,427,427,0,3,,,,
4785,0to1,0,1,0.359722845429456,-2.70883157738566,428,205,223,2,,,,
4801,1to2,1,2,0.166446695323452,-3.09991112091626,429,206,223,3,,,,
4818,2to7,2,7,0.191178174580999,-2.08113218588896,134,7,127,3,,,,
4834,7to12,7,12,0.190214580911062,-2.14454241669364,429,207,222,4,,,,
4850,12to17,12,17,0.16499273164355,-2.109697531785,428,166,262,4,,,,
4867,17to16,17,16,0.128034220343312,-2.33458713576929,429,199,230,4,,,,
4883,16to15,16,15,0.25465993261818,-2.22656054174081,429,230,199,4,,,,
4900,15to20,15,20,0.262471959393734,-2.06132327334405,428,264,164,3,,,,
4916,20to21,20,21,0.315343501895804,-2.98123029502248,429,298,131,2,,,,
4933,21to22,21,22,0.093914207116062,-3.00348133415201,428,232,196,3,,,,
4950,22to23,22,23,0.119159890215784,-3.09753302758208,428,115,313,3,,,,
4966,23to24,23,24,0.252571013670979,-2.06329785031763,984,113,871,3,,,,
4983,24to19,24,19,0.619579660189828,-2.29309698241593,429,114,315,2,,,,
4998,19to18,19,18,0.274783394760263,-2.29528733419231,461,113,348,3,,,,
5015,18to13,18,13,0.144736937145292,-2.451627102458,428,114,314,4,,,,
5032,13to14,13,14,0.101103815046612,-2.72007777130237,460,246,214,4,,,,
5048,14to9,14,9,0.164834477471695,-2.7018361917797,429,279,150,3,,,,
5065,9to8,9,8,0.416991985932618,-1.74903636017174,397,270,127,3,,,,
5081,8to3,8,3,0.165991467454214,-2.14438946186001,429,344,85,4,,,,
5097,3to2,3,2,0.229722317972973,-2.51574954954955,296,47,249,3,,,,
5114,2to1,2,1,0.377986781780282,-1.75383115627997,329,81,248,3,,,,
5130,1to6,1,6,0.325596532351608,-2.8138328675449,429,46,383,3,,,,
5146,6to7,6,7,0.21441644182119,-2.46439193494924,328,79,249,4,,,,
5161,7to6,7,6,0.078040062207789,-3.12783824860151,31,6,25,4,,,,
