0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
415,508,513,507,420,516,480,530,499,517,525,534,520,543,517,516,499,528,491,518,421,514,516,494,409
