time,edge,old node,current node,probability (value_exp),value_coeff,sum,expect,true,no.of neighbours
1031,-gneE4,gneJ6,gneJ5,0.462656148032712,0.425172953756109,3.30667818304284,0,1031,2
1073,-gneE4,gneJ6,gneJ5,0.458257025350423,0.416319272488634,3.30899439159484,0,1073,2
1116,-gneE4,gneJ6,gneJ5,0.448264813883976,0.396157982166054,3.31523695574444,0,1116,2
1157,-gneE4,gneJ6,gneJ5,0.450189443223468,0.400047351223962,3.3139278619169,0,1157,2
1198,-gneE4,gneJ6,gneJ5,0.452049621523628,0.403803611658019,3.31271115670684,0,1198,2
1238,-gneE4,gneJ6,gneJ5,0.459663322591063,0.419150946068358,3.30822539426112,0,1238,2
1278,-gneE4,gneJ6,gneJ5,0.467056756601554,0.43401792572407,3.3046230751393,0,1278,2
1319,-gneE4,gneJ6,gneJ5,0.468377987676778,0.436671451122099,3.30405695662208,0,1319,2
1360,-gneE4,gneJ6,gneJ5,0.469659811372851,0.439244980533864,3.30353012801611,0,1360,2
1401,-gneE4,gneJ6,gneJ5,0.470904505900174,0.441743196094178,3.3030396453718,0,1401,2
1440,-gneE4,gneJ6,gneJ5,0.483898001294022,0.467784862760844,3.29915375716294,0,1440,2
1481,-gneE4,gneJ6,gneJ5,0.484741195303208,0.469472911376645,3.29897910925125,0,1481,2
1521,-gneE4,gneJ6,gneJ5,0.491476269051292,0.482950886393081,3.29792179057103,0,1521,2
1561,-gneE4,gneJ6,gneJ5,0.498041756860547,0.496083493696092,3.29746783120381,0,1561,2
1602,-gneE4,gneJ6,gneJ5,0.498509916053421,0.497019823284107,3.29745718445199,0,1602,2
1645,-gneE4,gneJ6,gneJ5,0.487114589039418,0.47422347070052,3.29853806104428,0,1645,2
1686,-gneE4,gneJ6,gneJ5,0.487855524182741,0.475706270226025,3.2984156403261,0,1686,2
1726,-gneE4,gneJ6,gneJ5,0.494516159184189,0.489031878569014,3.29764088404263,0,1726,2
1767,-gneE4,gneJ6,gneJ5,0.495082028847758,0.490163740481861,3.29760205976893,0,1767,2
1807,-gneE4,gneJ6,gneJ5,0.501584355253646,0.503168721112741,3.29745909588391,0,1807,2
1848,-gneE4,gneJ6,gneJ5,0.501990194201573,0.503980409424429,3.29746866321265,0,1848,2
1888,-gneE4,gneJ6,gneJ5,0.508345361835033,0.516692273831209,3.29790193858143,0,1888,2
1931,-gneE4,gneJ6,gneJ5,0.496694191300737,0.493388286260002,3.29751461511513,0,1931,2
1973,-gneE4,gneJ6,gneJ5,0.491246482102214,0.482491175261522,3.29794798456364,0,1973,2
2014,-gneE4,gneJ6,gneJ5,0.491866960451085,0.483732486085753,3.29787885544408,0,2014,2
2053,-gneE4,gneJ6,gneJ5,0.504408749335268,0.508817727196323,3.297570734123,0,2053,2
2095,-gneE4,gneJ6,gneJ5,0.49880027401515,0.497600543425439,3.29745203373922,0,2095,2
2136,-gneE4,gneJ6,gneJ5,0.499268437028756,0.498536873013455,3.29744607088541,0,2136,2
2175,-gneE4,gneJ6,gneJ5,0.511680104305837,0.523364459220351,3.29834261591435,0,2175,2
2218,-gneE4,gneJ6,gneJ5,0.499959957292858,0.499919914585545,3.29744255197462,0,2218,2
2259,-gneE4,gneJ6,gneJ5,0.500402630955191,0.500805262084438,3.29744361050872,0,2259,2
2299,-gneE4,gneJ6,gneJ5,0.506818041377462,0.513636928026152,3.29774915193176,0,2299,2
2341,-gneE4,gneJ6,gneJ5,0.501158487570077,0.502316979286297,3.29745139238797,0,2341,2
2381,-gneE4,gneJ6,gneJ5,0.507562784721378,0.515126723091421,3.29781980528788,0,2381,2
2425,-gneE4,gneJ6,gneJ5,0.489935855053068,0.479868991132658,3.29811072065525,0,2425,2
2467,-gneE4,gneJ6,gneJ5,0.484568502170146,0.469127199482881,3.29901411161458,0,2467,2
2509,-gneE4,gneJ6,gneJ5,0.479294459316014,0.458565222599661,3.30027353830585,0,2509,2
2547,-gneE4,gneJ6,gneJ5,0.498030167623859,0.496060314865071,3.29746813143233,0,2547,2
2588,-gneE4,gneJ6,gneJ5,0.498513160269558,0.497026311773881,3.29745712075917,0,2588,2
2628,-gneE4,gneJ6,gneJ5,0.504981788589658,0.509963906903257,3.29760622688022,0,2628,2
2668,-gneE4,gneJ6,gneJ5,0.511351816491136,0.522707535089164,3.29829271162385,0,2668,2
2711,-gneE4,gneJ6,gneJ5,0.4996422220505,0.499284443978873,3.29744338557925,0,2711,2
2754,-gneE4,gneJ6,gneJ5,0.488115775154863,0.476227072882286,3.29837436351279,0,2754,2
2795,-gneE4,gneJ6,gneJ5,0.488741557802719,0.477479309018243,3.29827877770691,0,2795,2
2836,-gneE4,gneJ6,gneJ5,0.489358328060625,0.478713441599343,3.29818963418308,0,2836,2
2875,-gneE4,gneJ6,gneJ5,0.501965406329065,0.503930832903691,3.29746801656291,0,2875,2
2914,-gneE4,gneJ6,gneJ5,0.514401377106686,0.528810723089003,3.29881116995931,0,2914,2
2955,-gneE4,gneJ6,gneJ5,0.51465496992577,0.529318337302201,3.2988598258543,0,2955,2
2995,-gneE4,gneJ6,gneJ5,0.520907404527613,0.541839205415724,3.30032908053302,0,2995,2
3034,-gneE4,gneJ6,gneJ5,0.533066391978758,0.566229449318162,3.30467703722117,0,3034,2
3076,-gneE4,gneJ6,gneJ5,0.527073913599021,0.554200840735588,3.30228722707031,0,3076,2
3118,-gneE4,gneJ6,gneJ5,0.521154493685855,0.54233425959383,3.30039780373463,0,3118,2
3159,-gneE4,gneJ6,gneJ5,0.52131248617513,0.542650815465942,3.30044217184843,0,3159,2
3200,-gneE4,gneJ6,gneJ5,0.521468450203773,0.542963315465942,3.30048629589615,0,3200,2
3240,-gneE4,gneJ6,gneJ5,0.527626332550545,0.555308994478287,3.30248740555358,0,3240,2
3280,-gneE4,gneJ6,gneJ5,0.533700884297756,0.567504116429507,3.30495829727837,0,3280,2
3322,-gneE4,gneJ6,gneJ5,0.52770318792523,0.55546317723625,3.30251557872518,0,3322,2
3364,-gneE4,gneJ6,gneJ5,0.521772508282123,0.543572570815322,3.30057324764963,0,3364,2
3405,-gneE4,gneJ6,gneJ5,0.521919070842871,0.543866256571563,3.30061559953934,0,3405,2
3448,-gneE4,gneJ6,gneJ5,0.510040826952121,0.520084354019359,3.29810762704729,0,3448,2
3488,-gneE4,gneJ6,gneJ5,0.516343691836875,0.532699032918442,3.29920555537253,0,3488,2
3527,-gneE4,gneJ6,gneJ5,0.528580872361217,0.557224125064742,3.30284291831204,0,3527,2
3568,-gneE4,gneJ6,gneJ5,0.528650710123571,0.55736425959389,3.30286940761775,0,3568,2
3609,-gneE4,gneJ6,gneJ5,0.528719753392364,0.557502802126447,3.30289565975165,0,3609,2
3647,-gneE4,gneJ6,gneJ5,0.546779801161233,0.593834033275337,3.31196989952985,0,3647,2
3689,-gneE4,gneJ6,gneJ5,0.540660048669791,0.581500067430934,3.3083998414722,0,3689,2
3730,-gneE4,gneJ6,gneJ5,0.540593467043473,0.581366019173562,3.30836380693395,0,3730,2
3768,-gneE4,gneJ6,gneJ5,0.558461108510808,0.617459437432585,3.32021565100848,0,3768,2
3809,-gneE4,gneJ6,gneJ5,0.558202145617254,0.616934365235158,3.32001227200283,0,3809,2
3849,-gneE4,gneJ6,gneJ5,0.56389662197777,0.628495809766205,3.32470234040034,0,3849,2
3890,-gneE4,gneJ6,gneJ5,0.563580507085079,0.627853136244354,3.32442997139173,0,3890,2
3931,-gneE4,gneJ6,gneJ5,0.56326763837698,0.627217165753385,3.3241617948492,0,3931,2
3972,-gneE4,gneJ6,gneJ5,0.562957949597114,0.626587759912499,3.32389771023376,0,3972,2
4013,-gneE4,gneJ6,gneJ5,0.562651376502217,0.625964784582322,3.32363762037399,0,4013,2
4053,-gneE4,gneJ6,gneJ5,0.568289447952379,0.637437767557895,3.32863452102494,0,4053,2
4092,-gneE4,gneJ6,gneJ5,0.579761975436636,0.66089817811508,3.34021716710706,0,4092,2
4133,-gneE4,gneJ6,gneJ5,0.579290307258793,0.659930358129597,3.33970303368546,0,4133,2
4174,-gneE4,gneJ6,gneJ5,0.578823129462475,0.658972044761126,3.33919703272782,0,4174,2
4214,-gneE4,gneJ6,gneJ5,0.58425141641728,0.67012534328984,3.34527607739168,0,4214,2
4253,-gneE4,gneJ6,gneJ5,0.595456948951237,0.693285465556475,3.35922956754425,0,4253,2
4293,-gneE4,gneJ6,gneJ5,0.600664374557203,0.704117051859759,3.36637331522629,0,4293,2
4333,-gneE4,gneJ6,gneJ5,0.605801382525856,0.714848646597816,3.37384061842257,0,4333,2
4374,-gneE4,gneJ6,gneJ5,0.605091402390881,0.713362592642626,3.3727834286251,0,4374,2
4415,-gneE4,gneJ6,gneJ5,0.604387578002581,0.711890338961992,3.37174340132924,0,4415,2
4457,-gneE4,gneJ6,gneJ5,0.597878283044858,0.698316185944267,3.36249840894497,0,4457,2
4497,-gneE4,gneJ6,gneJ5,0.603052997890582,0.709101153700549,3.36979310549626,0,4497,2
4539,-gneE4,gneJ6,gneJ5,0.596548395044879,0.695551913779862,3.36069172337472,0,4539,2
4577,-gneE4,gneJ6,gneJ5,0.613307610207359,0.730618551315365,3.38551896961167,0,4577,2
4619,-gneE4,gneJ6,gneJ5,0.606766862321974,0.716870986907485,3.37529129574483,0,4619,2
4659,-gneE4,gneJ6,gneJ5,0.611825271665793,0.727495584460608,3.38313950328277,0,4659,2
4700,-gneE4,gneJ6,gneJ5,0.611067038591606,0.725899839779757,3.38193640435428,0,4700,2
4741,-gneE4,gneJ6,gneJ5,0.610314831905308,0.72431789504236,3.38075221017035,0,4741,2
4783,-gneE4,gneJ6,gneJ5,0.603781636630951,0.710623560942423,3.37085437547965,0,4783,2
4823,-gneE4,gneJ6,gneJ5,0.608879128075063,0.721301562186461,3.37851772100471,0,4823,2
4866,-gneE4,gneJ6,gneJ5,0.596528391684139,0.695510357911903,3.36066475906205,0,4866,2
4907,-gneE4,gneJ6,gneJ5,0.595890595061855,0.694185719640047,3.35980828307799,0,4907,2
4948,-gneE4,gneJ6,gneJ5,0.595257763212218,0.692872057554355,3.35896472628063,0,4948,2
4989,-gneE4,gneJ6,gneJ5,0.594629819074372,0.691569191248483,3.35813382723807,0,4989,2
5031,-gneE4,gneJ6,gneJ5,0.588145625082935,0.678152375506086,3.34990864577429,0,5031,2
5071,-gneE4,gneJ6,gneJ5,0.59343742579647,0.689096962372581,3.35657284016875,0,5071,2
5113,-gneE4,gneJ6,gneJ5,0.586956907792493,0.675699739607082,3.34847029225168,0,5113,2
5154,-gneE4,gneJ6,gneJ5,0.586392326929045,0.674535595253182,3.34779462714711,0,5154,2
5196,-gneE4,gneJ6,gneJ5,0.579936396365485,0.661256149525699,3.34040812427191,0,5196,2
5237,-gneE4,gneJ6,gneJ5,0.579424622274274,0.66020592993433,3.33984910667411,0,5237,2
5278,-gneE4,gneJ6,gneJ5,0.578916654890987,0.659163868547441,3.33929807249126,0,5278,2
5319,-gneE4,gneJ6,gneJ5,0.578412437834417,0.65812983959463,3.3387548700989,0,5319,2
5359,-gneE4,gneJ6,gneJ5,0.583817681395577,0.669232657284498,3.34477421339918,0,5359,2
5402,-gneE4,gneJ6,gneJ5,0.571443580494047,0.643871679868726,3.33162842934861,0,5402,2
5443,-gneE4,gneJ6,gneJ5,0.570993593548262,0.642953068808649,3.3311925330054,0,5443,2
5484,-gneE4,gneJ6,gneJ5,0.570546854749241,0.642041325555549,3.33076267512182,0,5484,2
5523,-gneE4,gneJ6,gneJ5,0.581953139056289,0.665398196821165,3.34264880608097,0,5523,2
5564,-gneE4,gneJ6,gneJ5,0.58142835128486,0.66431983592972,3.34205993590845,0,5564,2
5605,-gneE4,gneJ6,gneJ5,0.580907219940353,0.66324936313757,3.3414792170796,0,5605,2
5644,-gneE4,gneJ6,gneJ5,0.592164293084334,0.686459852152453,3.35493035839492,0,5644,2
5686,-gneE4,gneJ6,gneJ5,0.585692724024686,0.673093689648057,3.34696404030064,0,5686,2
5729,-gneE4,gneJ6,gneJ5,0.573315955642174,0.647696587186894,3.33347363991781,0,5729,2
5769,-gneE4,gneJ6,gneJ5,0.578776804205562,0.658877034404783,3.33914703321506,0,5769,2
5808,-gneE4,gneJ6,gneJ5,0.590066834077324,0.682120836057675,3.35227864268752,0,5808,2
5850,-gneE4,gneJ6,gneJ5,0.583601342766813,0.668787502724342,3.34452494554801,0,5850,2
5889,-gneE4,gneJ6,gneJ5,0.594821252135765,0.691966310671362,3.35838648493993,0,5889,2
5929,-gneE4,gneJ6,gneJ5,0.600053993157164,0.702845042329314,3.36551393683404,0,5929,2
5970,-gneE4,gneJ6,gneJ5,0.599410633893031,0.701505008828477,3.36461449098168,0,5970,2
6009,-gneE4,gneJ6,gneJ5,0.610387446505701,0.724470560500968,3.38086612185166,0,6009,2
6048,-gneE4,gneJ6,gneJ5,0.621183836777049,0.747288020818429,3.39877892774898,0,6048,2
6088,-gneE4,gneJ6,gneJ5,0.626118561043289,0.757800504392673,3.40762659432004,0,6088,2
6128,-gneE4,gneJ6,gneJ5,0.630995231152084,0.768244368622438,3.41678941528413,0,6128,2
6168,-gneE4,gneJ6,gneJ5,0.635813922527496,0.778620503512191,3.42626188215268,0,6168,2
6210,-gneE4,gneJ6,gneJ5,0.629301563679167,0.764610841676443,3.41355935261507,0,6210,2
6251,-gneE4,gneJ6,gneJ5,0.628480172608731,0.762851123231394,3.41201123305041,0,6251,2
6289,-gneE4,gneJ6,gneJ5,0.644554775635822,0.797594325648312,3.44453802908087,0,6289,2
6328,-gneE4,gneJ6,gneJ5,0.654733233780285,0.819955261172965,3.46766918672564,0,6328,2
6369,-gneE4,gneJ6,gneJ5,0.653774283699572,0.81783561915695,3.46540232915455,0,6369,2
6409,-gneE4,gneJ6,gneJ5,0.658316102910363,0.827899591695567,3.47630398165041,0,6409,2
6450,-gneE4,gneJ6,gneJ5,0.657338966487711,0.825729049059908,3.47392303110984,0,6450,2
6491,-gneE4,gneJ6,gneJ5,0.656366678980836,0.823572216522549,3.47157333152329,0,6491,2
6532,-gneE4,gneJ6,gneJ5,0.655399194112803,0.821428921972641,3.46925437831096,0,6532,2
6573,-gneE4,gneJ6,gneJ5,0.654436466292398,0.819298996520032,3.46696567787139,0,6573,2
6615,-gneE4,gneJ6,gneJ5,0.647946861771258,0.805013282234317,3.45202105189592,0,6615,2
6657,-gneE4,gneJ6,gneJ5,0.641443624348782,0.790817698638103,3.43786857275596,0,6657,2
6697,-gneE4,gneJ6,gneJ5,0.646134849660395,0.801046159142807,3.44799606142391,0,6697,2
6737,-gneE4,gneJ6,gneJ5,0.650770507474359,0.811213889586624,3.45842094835529,0,6737,2
6778,-gneE4,gneJ6,gneJ5,0.649831075792524,0.809148383537642,3.45627429929683,0,6778,2
6819,-gneE4,gneJ6,gneJ5,0.648896139362324,0.807095296574744,3.45415517006245,0,6819,2
6859,-gneE4,gneJ6,gneJ5,0.653499144861331,0.817227968975969,3.46475534777581,0,6859,2
6900,-gneE4,gneJ6,gneJ5,0.652546835894603,0.815126519700607,3.4625277395823,0,6900,2
6940,-gneE4,gneJ6,gneJ5,0.657106443126477,0.825212975032019,3.47335933863903,0,6940,2
6982,-gneE4,gneJ6,gneJ5,0.650623469559809,0.810890431348261,3.45808380898053,0,6982,2
7023,-gneE4,gneJ6,gneJ5,0.649684247323164,0.808825786609545,3.45594036079007,0,7023,2
7062,-gneE4,gneJ6,gneJ5,0.659767097788962,0.831128250500794,3.47987592313064,0,7062,2
7103,-gneE4,gneJ6,gneJ5,0.658786729887833,0.828946073955672,3.47745775863166,0,7103,2
7145,-gneE4,gneJ6,gneJ5,0.652308213809943,0.81460037766456,3.46197240483963,0,7145,2
7186,-gneE4,gneJ6,gneJ5,0.651360762447514,0.812512985513154,3.45977863671274,0,7186,2
7227,-gneE4,gneJ6,gneJ5,0.650417498161527,0.810437435492399,3.45761226115528,0,7227,2
7267,-gneE4,gneJ6,gneJ5,0.65500282067538,0.820551650436667,3.46830980507467,0,7267,2
7308,-gneE4,gneJ6,gneJ5,0.654043625766058,0.818430687108807,3.46603715398881,0,7308,2
7349,-gneE4,gneJ6,gneJ5,0.653088538288345,0.816321556614863,3.46379264370554,0,7349,2
7388,-gneE4,gneJ6,gneJ5,0.663107847549671,0.838587393106471,3.48826692277596,0,7388,2
7430,-gneE4,gneJ6,gneJ5,0.656643645544003,0.824186316390455,3.47224070013323,0,7430,2
7471,-gneE4,gneJ6,gneJ5,0.655677290103187,0.82204470214872,3.46991899409547,0,7471,2
7511,-gneE4,gneJ6,gneJ5,0.660201714329839,0.832096625993747,3.48095432974767,0,7511,2
7554,-gneE4,gneJ6,gneJ5,0.64819369134139,0.805554396711248,3.4525742686048,0,7554,2
7597,-gneE4,gneJ6,gneJ5,0.636064842734521,0.77916239987039,3.42676671091235,0,7597,2
7639,-gneE4,gneJ6,gneJ5,0.629525035892932,0.7650898772889,3.41398261639426,0,7639,2
7683,-gneE4,gneJ6,gneJ5,0.611475104347055,0.726758496317925,3.38258271115977,0,7683,2
7723,-gneE4,gneJ6,gneJ5,0.616477321300094,0.737311390271052,3.3907296476846,0,7723,2
7762,-gneE4,gneJ6,gneJ5,0.627141199629865,0.759985958681255,3.40951319695088,0,7762,2
7803,-gneE4,gneJ6,gneJ5,0.626301732160112,0.758191776956278,3.40796316564996,0,7803,2
7844,-gneE4,gneJ6,gneJ5,0.625465897209294,0.756406973284682,3.40643212092812,0,7844,2
7885,-gneE4,gneJ6,gneJ5,0.624633665197274,0.754631450139469,3.40491980404438,0,7885,2
7926,-gneE4,gneJ6,gneJ5,0.623805006913201,0.75286511150712,3.40342596096405,0,7926,2
7968,-gneE4,gneJ6,gneJ5,0.617244491415285,0.738934388615554,3.39201609806536,0,7968,2
8006,-gneE4,gneJ6,gneJ5,0.633570817250361,0.773783251968039,3.42180007437255,0,8006,2
8047,-gneE4,gneJ6,gneJ5,0.632704876282811,0.771919203254233,3.4201020814704,0,8047,2
8086,-gneE4,gneJ6,gneJ5,0.643102267915374,0.794427241839442,3.44140136215439,0,8086,2
8125,-gneE4,gneJ6,gneJ5,0.653317642829483,0.816827241839442,3.46432938293087,0,8125,2
8166,-gneE4,gneJ6,gneJ5,0.65237401147472,0.814745439243312,3.46212541938604,0,8166,2
8205,-gneE4,gneJ6,gneJ5,0.662420122740169,0.837048912735085,3.48652037131571,0,8205,2
8246,-gneE4,gneJ6,gneJ5,0.661443163130279,0.834866036188881,3.48405643258543,0,8246,2
8285,-gneE4,gneJ6,gneJ5,0.671317441390051,0.857074847293286,3.50990163951412,0,8285,2
8326,-gneE4,gneJ6,gneJ5,0.670309603385589,0.854792839126099,3.50716639949868,0,8326,2
8366,-gneE4,gneJ6,gneJ5,0.674679715910236,0.864713948377833,3.5191910365781,0,8366,2
8407,-gneE4,gneJ6,gneJ5,0.673660693713087,0.862394452719453,3.51634876763613,0,8407,2
8449,-gneE4,gneJ6,gneJ5,0.667254009788031,0.847895695470074,3.49901036886898,0,8449,2
8489,-gneE4,gneJ6,gneJ5,0.67165931724921,0.85784975366303,3.51083460724001,0,8489,2
8531,-gneE4,gneJ6,gneJ5,0.665242729640797,0.843373138963698,3.49375272159356,0,8531,2
8572,-gneE4,gneJ6,gneJ5,0.664254792923753,0.841156620064958,3.4912020326981,0,8572,2
8614,-gneE4,gneJ6,gneJ5,0.65780390017628,0.826761449412532,3.47505346856416,0,8614,2
8654,-gneE4,gneJ6,gneJ5,0.662315322675947,0.836814604023116,3.48625509784459,0,8654,2
8697,-gneE4,gneJ6,gneJ5,0.650333949517008,0.810253720959991,3.45742122501621,0,8697,2
8738,-gneE4,gneJ6,gneJ5,0.649396498011853,0.808193753003937,3.4552871492571,0,8738,2
8779,-gneE4,gneJ6,gneJ5,0.648462277974473,0.806143405583958,3.45317759999904,0,8779,2
8818,-gneE4,gneJ6,gneJ5,0.658578995745855,0.82848407240183,3.47694791911055,0,8818,2
8860,-gneE4,gneJ6,gneJ5,0.652103886425393,0.814149986623049,3.46149778542575,0,8860,2
8902,-gneE4,gneJ6,gneJ5,0.645603011255323,0.799883529647089,3.44682675770479,0,8902,2
8942,-gneE4,gneJ6,gneJ5,0.650245942049304,0.810060223898934,3.45722014266102,0,8942,2
8982,-gneE4,gneJ6,gneJ5,0.654840077338709,0.820191597757763,3.46792290282045,0,8982,2
9023,-gneE4,gneJ6,gneJ5,0.653887564346673,0.818085867956145,3.46566914771235,0,9023,2
9065,-gneE4,gneJ6,gneJ5,0.647393205602672,0.80380015367043,3.45078446416679,0,9065,2
9106,-gneE4,gneJ6,gneJ5,0.646465110525475,0.801768526172078,3.4487249226911,0,9106,2
9146,-gneE4,gneJ6,gneJ5,0.651099073044695,0.811936905791583,3.45917585398601,0,9146,2
9189,-gneE4,gneJ6,gneJ5,0.638990309429246,0.785492243695599,3.43273813783678,0,9189,2
9230,-gneE4,gneJ6,gneJ5,0.638090088970359,0.783542081182056,3.43088375155423,0,9230,2
9271,-gneE4,gneJ6,gneJ5,0.637192885826456,0.781600543052405,3.42905052779175,0,9271,2
9311,-gneE4,gneJ6,gneJ5,0.641921654331958,0.791857228693045,3.4388814037716,0,9311,2
9351,-gneE4,gneJ6,gneJ5,0.646602919168918,0.802070040157059,3.44902967966662,0,9351,2
9393,-gneE4,gneJ6,gneJ5,0.64008075405263,0.787857328563319,3.43500458665548,0,9393,2
9434,-gneE4,gneJ6,gneJ5,0.639176722061817,0.785896336407288,3.43312401739093,0,9434,2
9475,-gneE4,gneJ6,gneJ5,0.638275620902241,0.783943829810982,3.43126470217366,0,9475,2
9515,-gneE4,gneJ6,gneJ5,0.642993727281879,0.794190808266053,3.44116858435066,0,9515,2
9556,-gneE4,gneJ6,gneJ5,0.642080378852956,0.792202528651151,3.43921865728004,0,9556,2
9597,-gneE4,gneJ6,gneJ5,0.641169906353178,0.790222743301563,3.43729056974946,0,9597,2
9636,-gneE4,gneJ6,gneJ5,0.651417849778089,0.812638683525722,3.4599103137915,0,9636,2
9677,-gneE4,gneJ6,gneJ5,0.650478655722084,0.810571927299619,3.45775218687335,0,9677,2
9717,-gneE4,gneJ6,gneJ5,0.655073841055891,0.820708800820253,3.46847881530431,0,9717,2
9759,-gneE4,gneJ6,gneJ5,0.648585775217446,0.806414303433225,3.45345548727484,0,9759,2
9799,-gneE4,gneJ6,gneJ5,0.653200381790956,0.816568400790099,3.4640545358534,0,9799,2
9840,-gneE4,gneJ6,gneJ5,0.652255906753402,0.814485067456765,3.4618508247467,0,9840,2
9880,-gneE4,gneJ6,gneJ5,0.656833103360181,0.824606524946644,3.47269811330265,0,9880,2
9920,-gneE4,gneJ6,gneJ5,0.661363049357294,0.834687170107934,3.48385527217142,0,9920,2
9960,-gneE4,gneJ6,gneJ5,0.66584560250953,0.844727330750504,3.49531952207549,0,9960,2
10001,-gneE4,gneJ6,gneJ5,0.664866008180041,0.842527550728507,3.49277762520172,0,10001,2
10042,-gneE4,gneJ6,gneJ5,0.663888999975075,0.840336752082818,3.49026290483367,0,10042,2
10082,-gneE4,gneJ6,gneJ5,0.668344994697825,0.850354605683294,3.50189897385531,0,10082,2
10122,-gneE4,gneJ6,gneJ5,0.672753601078513,0.860332870848282,3.51383842190958,0,10122,2
10162,-gneE4,gneJ6,gneJ5,0.677114741054335,0.870271859236394,3.52607866988957,0,10162,2
10205,-gneE4,gneJ6,gneJ5,0.665330075364156,0.843569262470103,3.49397923974904,0,10205,2
10246,-gneE4,gneJ6,gneJ5,0.664351426783062,0.841373283551501,3.49145060455232,0,10246,2
10288,-gneE4,gneJ6,gneJ5,0.657905701132303,0.826987591483071,3.47530157964001,0,10288,2
10330,-gneE4,gneJ6,gneJ5,0.651427707224304,0.812660389159741,3.4599330574304,0,10330,2
10370,-gneE4,gneJ6,gneJ5,0.656011817924625,0.822785750779799,3.47072055746921,0,10370,2
10411,-gneE4,gneJ6,gneJ5,0.655057482123475,0.820672601226442,3.46843987620175,0,10411,2
10451,-gneE4,gneJ6,gneJ5,0.659605043780064,0.830767329003688,3.47947482695751,0,10451,2
10492,-gneE4,gneJ6,gneJ5,0.658641396621884,0.828622837962895,3.47710097517405,0,10492,2
10533,-gneE4,gneJ6,gneJ5,0.657680195890067,0.826486694414049,3.47475226108832,0,10533,2
10573,-gneE4,gneJ6,gneJ5,0.662201212877692,0.83655952142625,3.48596652274638,0,10573,2
10615,-gneE4,gneJ6,gneJ5,0.655744274396198,0.822193058873259,3.47007931320378,0,10615,2
10658,-gneE4,gneJ6,gneJ5,0.643680410764813,0.795687147820528,3.44264503155248,0,10658,2
10698,-gneE4,gneJ6,gneJ5,0.648340338784906,0.805875968160779,3.45290351101047,0,10698,2
10739,-gneE4,gneJ6,gneJ5,0.647405626695216,0.80382736028295,3.45081214121729,0,10739,2
10780,-gneE4,gneJ6,gneJ5,0.646473346338127,0.80178654395642,3.44874312546084,0,10780,2
10820,-gneE4,gneJ6,gneJ5,0.651106340947763,0.811952902551614,3.45919257674616,0,10820,2
10863,-gneE4,gneJ6,gneJ5,0.638987851927755,0.785486917096399,3.43273305505983,0,10863,2
10903,-gneE4,gneJ6,gneJ5,0.64369248049736,0.795713460249659,3.44267106313844,0,10903,2
10942,-gneE4,gneJ6,gneJ5,0.653895883809867,0.818104248039826,3.4656887533546,0,10942,2
