time,edge,old node,current node,probability (value_exp),value_coeff,sum,expect,true,no.of neighbours
8509,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5684210526316,43,1
8554,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5706806282723,45,1
8600,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.578125,46,1
8644,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5751295336788,44,1
8688,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5721649484536,44,1
8731,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5641025641026,43,1
8774,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5561224489796,43,1
8820,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5634517766498,46,1
8865,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5656565656566,45,1
8910,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5678391959799,45,1
8955,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.57,45,1
8998,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5621890547264,43,1
9042,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5594059405941,44,1
9086,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5566502463054,44,1
9129,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5490196078431,43,1
9173,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5463414634146,44,1
9217,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5436893203884,44,1
9263,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5507246376812,46,1
9306,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5432692307692,43,1
9350,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5406698564593,44,1
9396,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5476190476191,46,1
9443,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5592417061611,47,1
9487,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5566037735849,44,1
9531,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5539906103286,44,1
9577,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5607476635514,46,1
9622,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5627906976744,45,1
9666,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5601851851852,44,1
9713,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5714285714286,47,1
9756,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5642201834862,43,1
9802,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5707762557078,46,1
9847,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5727272727273,45,1
9891,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5701357466063,44,1
9937,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5765765765766,46,1
9980,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5695067264574,43,1
10026,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5758928571429,46,1
10070,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5733333333333,44,1
10117,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5840707964602,47,1
10163,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5903083700441,46,1
10209,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5964912280702,46,1
10254,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5982532751092,45,1
10297,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5913043478261,43,1
10341,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5887445887446,44,1
10388,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5991379310345,47,1
10434,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.6051502145923,46,1
10478,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.6025641025641,44,1
10524,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6085106382979,46,1
10570,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.614406779661,46,1
10614,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6118143459916,44,1
10658,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.609243697479,44,1
10703,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6108786610879,45,1
10747,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6083333333333,44,1
10793,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6141078838174,46,1
10838,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6157024793388,45,1
10882,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6131687242798,44,1
10926,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6106557377049,44,1
10971,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6122448979592,45,1
11013,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6016260162602,42,1
11056,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5951417004049,43,1
11098,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5846774193548,42,1
11142,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5823293172691,44,1
11186,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.58,44,1
11231,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5816733067729,45,1
11277,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5873015873016,46,1
11323,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5928853754941,46,1
11367,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5905511811024,44,1
11411,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5882352941177,44,1
11456,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.58984375,45,1
11501,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.591439688716,45,1
11545,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5891472868217,44,1
11592,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5984555984556,47,1
11635,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5923076923077,43,1
11678,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5862068965517,43,1
11724,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5916030534351,46,1
11770,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.5969581749049,46,1
11816,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.6022727272727,46,1
11861,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.6037735849057,45,1
11906,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6052631578947,45,1
11951,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6067415730337,45,1
11995,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6044776119403,44,1
12038,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5985130111524,43,1
12085,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6074074074074,47,1
12130,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6088560885609,45,1
12174,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6066176470588,44,1
12220,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6117216117216,46,1
12266,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6167883211679,46,1
12310,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6145454545455,44,1
12357,-gneE9,gneJ12,gneJ11,1,0.999999999999999,2.71828182845904,44.6231884057971,47,1
12403,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6281588447653,46,1
12448,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6294964028777,45,1
12494,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6344086021505,46,1
12539,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6357142857143,45,1
12583,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6334519572954,44,1
12627,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6312056737589,44,1
12671,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6289752650177,44,1
12712,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6161971830986,41,1
12753,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6035087719298,41,1
12797,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.6013986013986,44,1
12840,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.595818815331,43,1
12883,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5902777777778,43,1
12926,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5847750865052,43,1
12969,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5793103448276,43,1
13014,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5807560137457,45,1
13057,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5753424657534,43,1
13100,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5699658703072,43,1
13144,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5680272108844,44,1
13188,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5661016949153,44,1
13233,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5675675675676,45,1
13277,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5656565656566,44,1
13322,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5671140939597,45,1
13365,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.561872909699,43,1
13408,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5566666666667,43,1
13451,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5514950166113,43,1
13495,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5496688741722,44,1
13540,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5511551155115,45,1
13585,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5526315789474,45,1
13630,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5540983606557,45,1
13673,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5490196078431,43,1
13718,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5504885993485,45,1
13761,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5454545454546,43,1
13804,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5404530744337,43,1
13848,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5387096774194,44,1
13893,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.540192926045,45,1
13936,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5352564102564,43,1
13979,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5303514376997,43,1
14020,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5191082802548,41,1
14063,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5142857142857,43,1
14107,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5126582278481,44,1
14152,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5141955835962,45,1
14198,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5188679245283,46,1
14243,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5203761755486,45,1
14288,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.521875,45,1
14332,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5202492211838,44,1
14376,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5186335403727,44,1
14421,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5201238390093,45,1
14468,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5277777777778,47,1
14512,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5261538461538,44,1
14556,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5245398773006,44,1
14600,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5229357798165,44,1
14645,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5243902439024,45,1
14691,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5288753799392,46,1
14736,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.530303030303,45,1
14779,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5256797583082,43,1
14825,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5301204819277,46,1
14871,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5345345345345,46,1
14916,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5359281437126,45,1
14961,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5373134328358,45,1
15007,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5416666666667,46,1
15051,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.540059347181,44,1
15095,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5384615384615,44,1
15140,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5398230088496,45,1
15183,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5352941176471,43,1
15226,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5307917888563,43,1
15271,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5321637426901,45,1
15316,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.533527696793,45,1
15362,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5377906976744,46,1
15409,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5449275362319,47,1
15451,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5375722543353,42,1
15496,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5389048991355,45,1
15540,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5373563218391,44,1
15585,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5386819484241,45,1
15633,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5485714285714,48,1
15678,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5498575498575,45,1
15722,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5482954545455,44,1
15766,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5467422096317,44,1
15808,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5395480225989,42,1
15850,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5323943661972,42,1
15896,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5365168539326,46,1
15941,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5378151260504,45,1
15986,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5391061452514,45,1
16030,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5376044568245,44,1
16073,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5333333333333,43,1
16118,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5346260387812,45,1
16161,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5303867403315,43,1
16206,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5316804407714,45,1
16248,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5247252747253,42,1
16291,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5205479452055,43,1
16337,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5245901639344,46,1
16380,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5204359673025,43,1
16425,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5217391304348,45,1
16469,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.520325203252,44,1
16514,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5216216216216,45,1
16558,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5202156334232,44,1
16603,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5215053763441,45,1
16646,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5174262734585,43,1
16690,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5160427807487,44,1
16734,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5146666666667,44,1
16779,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5159574468085,45,1
16825,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5198938992042,46,1
16869,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5185185185185,44,1
16914,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5197889182058,45,1
16957,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5157894736842,43,1
17000,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.511811023622,43,1
17045,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5130890052356,45,1
17090,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5143603133159,45,1
17134,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5130208333333,44,1
17177,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5090909090909,43,1
17222,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5103626943005,45,1
17268,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5142118863049,46,1
17314,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5180412371134,46,1
17358,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5167095115681,44,1
17402,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5153846153846,44,1
17446,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5140664961637,44,1
17491,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.515306122449,45,1
17534,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5114503816794,43,1
17579,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.51269035533,45,1
17622,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5088607594937,43,1
17667,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.510101010101,45,1
17710,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5062972292191,43,1
17754,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5050251256281,44,1
17799,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5062656641604,45,1
17844,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5075,45,1
17889,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5087281795511,45,1
17933,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5074626865672,44,1
17976,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5037220843672,43,1
18020,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.5024752475248,44,1
18063,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4987654320988,43,1
18107,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4975369458128,44,1
18150,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4938574938575,43,1
18194,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4926470588235,44,1
18238,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4914425427873,44,1
18282,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.490243902439,44,1
18326,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4890510948905,44,1
18370,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4878640776699,44,1
18417,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4939467312349,47,1
18460,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4903381642512,43,1
18504,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.489156626506,44,1
18550,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4927884615385,46,1
18595,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4940047961631,45,1
18638,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4904306220096,43,1
18682,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4892601431981,44,1
18728,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4928571428571,46,1
18772,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4916864608076,44,1
18814,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4857819905213,42,1
18859,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4869976359338,45,1
18903,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4858490566038,44,1
18947,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4847058823529,44,1
18990,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.481220657277,43,1
19035,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4824355971897,45,1
19080,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4836448598131,45,1
19124,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4825174825175,44,1
19171,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4883720930233,47,1
19216,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4895591647332,45,1
19260,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4884259259259,44,1
19304,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4872979214781,44,1
19349,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4884792626728,45,1
19392,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4850574712644,43,1
19435,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4816513761468,43,1
19479,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4805491990847,44,1
19523,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4794520547945,44,1
19568,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4806378132118,45,1
19614,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4840909090909,46,1
19661,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4897959183674,47,1
19704,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4864253393665,43,1
19749,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4875846501129,45,1
19793,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4864864864865,44,1
19839,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4898876404494,46,1
19883,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4887892376682,44,1
19928,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.489932885906,45,1
19974,-gneE9,gneJ12,gneJ11,1,1,2.71828182845904,44.4933035714286,46,1
41,gneE8,gneJ10,gneJ11,0.5,0.5,3.29744254140026,41,41,2
61,gneE9,gneJ11,gneJ12,0.5,0.5,3.29744254140026,61,61,2
107,gneE9,gneJ11,gneJ12,0.46501055439973,0.429906542056075,3.30554617909342,53.5,46,2
152,gneE9,gneJ11,gneJ12,0.437324151022133,0.373985489424496,3.32365833341719,50.6666666666667,45,2
197,gneE9,gneJ11,gneJ12,0.416216791563467,0.330838281302668,3.34473444637625,49.25,45,2
242,gneE9,gneJ11,gneJ12,0.399254728939066,0.29571431436052,3.36648765425337,48.4,45,2
287,gneE9,gneJ11,gneJ12,0.385135944521049,0.266097589621844,3.38805663834832,47.8333333333333,45,2
329,gneE9,gneJ11,gneJ12,0.360271074597225,0.212906100260142,3.43427089722626,47,42,2
373,gneE9,gneJ11,gneJ12,0.347399878204213,0.184755966211884,3.46265190482052,46.625,44,2
420,gneE9,gneJ11,gneJ12,0.349021018376013,0.188327394783313,3.45889968647093,46.6666666666667,47,2
463,gneE9,gneJ11,gneJ12,0.33300622967538,0.152690245755235,3.49832515631601,46.3,43,2
509,gneE9,gneJ11,gneJ12,0.331698406257147,0.149743290941876,3.50178356519615,46.2727272727273,46,2
553,gneE9,gneJ11,gneJ12,0.321754305708169,0.127139312641695,3.52932404197329,46.0833333333333,44,2
598,gneE9,gneJ11,gneJ12,0.31702870584218,0.116269747424303,3.5432086039451,46,45,2
641,gneE9,gneJ11,gneJ12,0.304004024359494,0.08584853057563,3.58429882882223,45.7857142857143,43,2
685,gneE9,gneJ11,gneJ12,0.296337612830071,0.067600355393148,3.61053603018378,45.6666666666667,44,2
730,gneE9,gneJ11,gneJ12,0.29348914359253,0.060751040324655,3.62069381902218,45.625,45,2
773,gneE9,gneJ11,gneJ12,0.282350580529768,0.033584158047811,3.66266104551767,45.4705882352941,43,2
817,gneE9,gneJ11,gneJ12,0.276191689880154,0.018284280446832,3.6874840868786,45.3888888888889,44,2
862,gneE9,gneJ11,gneJ12,0.274571246116027,0.014223955620846,3.69421638926224,45.3684210526316,45,2
904,gneE9,gneJ11,gneJ12,0.260697094077124,-0.02117427446765,3.75550149510071,45.2,42,2
947,gneE9,gneJ11,gneJ12,0.2518422292539,-0.044405531067439,3.79827467547673,45.0952380952381,43,2
990,gneE9,gneJ11,gneJ12,0.243560809202198,-0.066627753289661,3.84110806882424,45,43,2
1034,gneE9,gneJ11,gneJ12,0.239662249930896,-0.077266051162001,3.86228349507602,44.9565217391304,44,2
1078,gneE9,gneJ11,gneJ12,0.235963169224151,-0.087470132794654,3.88300530107874,44.9166666666667,44,2
1121,gneE9,gneJ11,gneJ12,0.228645541488118,-0.107987527977527,3.92589676531458,44.84,43,2
1165,gneE9,gneJ11,gneJ12,0.225481958124686,-0.117000403514007,3.9452594859562,44.8076923076923,44,2
1210,gneE9,gneJ11,gneJ12,0.226204428898084,-0.114934287811528,3.94079251141917,44.8148148148148,45,2
1254,gneE9,gneJ11,gneJ12,0.22314838004337,-0.123706217636089,3.95987369594186,44.7857142857143,44,2
1297,gneE9,gneJ11,gneJ12,0.216536909530397,-0.142981468214347,4.00287476820789,44.7241379310345,43,2
1342,gneE9,gneJ11,gneJ12,0.217549936826655,-0.140000842282901,3.99612850196433,44.7333333333333,45,2
1385,gneE9,gneJ11,gneJ12,0.211226729759094,-0.158773405459797,4.03921258526417,44.6774193548387,43,2
1430,gneE9,gneJ11,gneJ12,0.21239418744183,-0.155276901963293,4.03108049980756,44.6875,45,2
1474,gneE9,gneJ11,gneJ12,0.209908145584903,-0.162739588530457,4.04849682296102,44.6666666666667,44,2
1520,gneE9,gneJ11,gneJ12,0.214749286502605,-0.148265904319931,4.01492286801577,44.7058823529412,46,2
1563,gneE9,gneJ11,gneJ12,0.208557914828024,-0.166819967019867,4.05811483868729,44.6571428571429,43,2
1608,gneE9,gneJ11,gneJ12,0.209792396344039,-0.163088623736285,4.04931690857065,44.6666666666667,45,2
