time,edge,old node,current node,probability (value_exp),denominator,expect,true,no.of neighbours
68,-gneE8,gneJ11,gneJ10,0.5,3.29744254140026,0,5,2
111,-gneE8,gneJ11,gneJ10,0.5,3.29744254140026,6,6,2
155,gneE11,gneJ14,gneJ10,0.5,3.29744254140026,44,44,2
195,-gneE8,gneJ11,gneJ10,0.424930786970552,3.87997603669603,6,40,2
236,-gneE8,gneJ11,gneJ10,0.543948655101081,3.03102371012159,6,4,2
277,-gneE8,gneJ11,gneJ10,0.719292591066536,4.92435324266452,25.5,45,2
326,-gneE8,gneJ11,gneJ10,0.575181666241932,3.2538671935206,19.3333333333333,7,2
365,gneE11,gneJ14,gneJ10,0.484944311818856,3.201054387968,41.5,39,2
404,gneE11,gneJ14,gneJ10,0.484944311818856,3.201054387968,41.5,39,2
444,gneE11,gneJ14,gneJ10,0.651309082994858,2.383404681123,41.5,79,2
600,gneE11,gneJ14,gneJ10,0.557387898965767,1.87765215165423,34.6666666666667,21,2
642,gneE11,gneJ14,gneJ10,0.475661160385412,1.58498951644704,31.25,21,2
681,gneE11,gneJ14,gneJ10,0.485004696220674,1.55445495366685,31.25,39,2
722,gneE11,gneJ14,gneJ10,0.632932974564844,1.19114974711224,31.25,80,2
763,gneE11,gneJ14,gneJ10,0.881234171164464,3.68146123179755,49.2,121,2
805,gneE11,gneJ14,gneJ10,0.867515723087219,3.30025422419124,48,42,2
846,-gneE8,gneJ11,gneJ10,0.723039701013664,4.99097684570907,24.75,41,2
885,gneE11,gneJ14,gneJ10,0.84735852832991,2.86443644532813,46.7142857142857,39,2
927,gneE11,gneJ14,gneJ10,0.835428708024662,2.65679262325929,46.125,42,2
968,gneE11,gneJ14,gneJ10,0.821215024865862,2.44557348397024,45.5555555555556,41,2
1010,gneE11,gneJ14,gneJ10,0.794512194972864,2.12777490354033,44.7,37,2
1050,gneE11,gneJ14,gneJ10,0.778307845410216,1.97224748584079,44.2727272727273,40,2
1090,gneE11,gneJ14,gneJ10,0.762538654084985,1.84127565198257,43.9166666666667,40,2
1130,gneE11,gneJ14,gneJ10,0.747204099698009,1.72958419815356,43.6153846153846,40,2
1170,-gneE8,gneJ11,gneJ10,0.801936045849683,6.97907120632556,27.8,40,2
1210,gneE11,gneJ14,gneJ10,0.732300515497786,1.63329337496992,43.3571428571429,40,2
1250,gneE11,gneJ14,gneJ10,0.579529458358232,1.0398630848504,41.3333333333333,13,2
1292,gneE11,gneJ14,gneJ10,0.583205864020127,1.0490353792824,41.375,42,2
1333,gneE11,gneJ14,gneJ10,0.581129778243896,1.04383594681723,41.3529411764706,41,2
1373,gneE11,gneJ14,gneJ10,0.573576265936437,1.02534582293009,41.2777777777778,40,2
1413,-gneE8,gneJ11,gneJ10,0.850588091590947,9.25162160192113,29.8333333333333,40,2
1453,gneE11,gneJ14,gneJ10,0.348160425240535,0.67076595446306,39.2631578947368,3,2
