time,edge,probability (value_coeff),expect,true,no.of neighbours
15433,-gneE1,0.462250580865184,46,46,2
15770,-gneE1,0.45214800507072,383,9,2
15812,-gneE1,0.461639081666711,42,42,2
16150,-gneE1,0.451536087136787,380,8,2
16193,-gneE1,0.460734761416788,43,43,2
16529,-gneE1,0.450656466845119,379,8,2
16572,-gneE1,0.460070670840076,43,43,2
16916,-gneE1,0.450038392067671,387,9,2
16959,-gneE1,0.459373360217903,43,43,2
17298,-gneE1,0.449367158614896,382,9,2
17339,-gneE1,0.458748262191331,41,41,2
17677,-gneE1,0.44871218476731,379,7,2
17722,-gneE1,0.458102410387326,45,45,2
18065,-gneE1,0.448084193213123,388,7,2
18111,-gneE1,0.457111454201375,46,46,2
18453,-gneE1,0.447141147632739,388,8,2
18497,-gneE1,0.456372121257202,44,44,2
18841,-gneE1,0.446475254885197,388,10,2
18886,-gneE1,0.455503012180143,45,45,2
19221,-gneE1,0.445578323254023,380,8,2
19265,-gneE1,0.454748784986037,44,44,2
19600,-gneE1,0.44484426603398,379,8,2
19645,-gneE1,0.453937071659433,45,45,2
19985,-gneE1,0.444074915874799,385,9,2
38,-gneE10,0.485531180118816,38,18,2
285,-gneE10,0.502725902542242,43,43,2
413,-gneE10,0.486900806373349,171,8,2
665,-gneE10,0.501813345359437,40,40,2
792,-gneE10,0.487548800432921,167,8,2
1047,-gneE10,0.501540994260935,45,45,2
1175,-gneE10,0.488048929404457,173,8,2
1432,-gneE10,0.501443128644177,44,44,2
1563,-gneE10,0.488545050116721,175,9,2
1815,-gneE10,0.501559567105133,40,40,2
1941,-gneE10,0.488987747850546,166,8,2
2196,-gneE10,0.501591713915115,42,42,2
2321,-gneE10,0.489383483087214,167,9,2
2575,-gneE10,0.5017711875756,41,41,2
2706,-gneE10,0.489780206656797,172,9,2
2960,-gneE10,0.501954242987256,40,40,2
3088,-gneE10,0.490101748967913,168,8,2
3342,-gneE10,0.502012080235895,43,43,2
3468,-gneE10,0.490470061729642,169,10,2
3717,-gneE10,0.502302381831741,41,41,2
3847,-gneE10,0.490755310633275,171,8,2
4105,-gneE10,0.502455148220851,40,40,2
4236,-gneE10,0.491181310069648,171,10,2
4486,-gneE10,0.502750127864421,41,41,2
4616,-gneE10,0.491452459136673,171,8,2
4869,-gneE10,0.502870810228125,43,43,2
4998,-gneE10,0.491675418258143,172,8,2
5251,-gneE10,0.503030502417015,42,42,2
5377,-gneE10,0.491943266031813,168,8,2
5633,-gneE10,0.503170106869729,41,41,2
5756,-gneE10,0.492183508065671,164,8,2
6014,-gneE10,0.503366818291943,41,41,2
6140,-gneE10,0.49252016762049,167,9,2
6392,-gneE10,0.503621514672873,40,40,2
6519,-gneE10,0.492780656363331,167,8,2
6771,-gneE10,0.503769759234971,41,41,2
6899,-gneE10,0.49299197303873,169,8,2
7151,-gneE10,0.503914642756202,41,41,2
7277,-gneE10,0.493275221288129,167,9,2
7530,-gneE10,0.504173837465195,40,40,2
7657,-gneE10,0.493528015828763,167,8,2
7907,-gneE10,0.504326051373092,39,39,2
8035,-gneE10,0.493737281825284,167,8,2
8289,-gneE10,0.504558355520807,39,39,2
8419,-gneE10,0.494148942372944,169,10,2
8669,-gneE10,0.5048762135062,40,40,2
8800,-gneE10,0.494509907509542,171,10,2
9051,-gneE10,0.505153484446782,44,44,2
9176,-gneE10,0.494712597471343,169,8,2
9431,-gneE10,0.505381054983118,42,42,2
9561,-gneE10,0.495104846925378,172,10,2
9811,-gneE10,0.505540671037645,41,41,2
9935,-gneE10,0.495202406720493,165,8,2
10190,-gneE10,0.505711482758898,43,43,2
10316,-gneE10,0.495530956291743,169,10,2
10570,-gneE10,0.506031674954689,41,41,2
10699,-gneE10,0.495823995887525,170,9,2
10953,-gneE10,0.506285509752345,40,40,2
11078,-gneE10,0.496133213677524,165,9,2
11328,-gneE10,0.506514239476323,43,43,2
11456,-gneE10,0.496315342081338,171,8,2
11711,-gneE10,0.506668355302083,44,44,2
11838,-gneE10,0.496567477245383,171,9,2
12095,-gneE10,0.506918618825486,44,44,2
12225,-gneE10,0.496781557615891,174,8,2
12478,-gneE10,0.507062786551412,43,43,2
12604,-gneE10,0.496972911749838,169,8,2
12860,-gneE10,0.507221374818247,43,43,2
12991,-gneE10,0.497149354432905,174,8,2
13242,-gneE10,0.507399761087521,41,41,2
13371,-gneE10,0.497307777851657,170,7,2
13623,-gneE10,0.507560689010887,41,41,2
13754,-gneE10,0.497554603693074,172,8,2
14011,-gneE10,0.507715270976236,42,42,2
14137,-gneE10,0.497687245613154,168,7,2
14391,-gneE10,0.507849524310954,43,43,2
14521,-gneE10,0.49795761006166,173,9,2
14776,-gneE10,0.508056754742714,42,42,2
14903,-gneE10,0.498142807256133,169,8,2
15157,-gneE10,0.508285434159702,41,41,2
15284,-gneE10,0.498400387270137,168,8,2
15535,-gneE10,0.508480214775564,39,39,2
15664,-gneE10,0.498681925328002,168,9,2
15917,-gneE10,0.508774085996723,41,41,2
16047,-gneE10,0.498930142101968,171,8,2
16296,-gneE10,0.508921941694741,41,41,2
16425,-gneE10,0.499165046988343,170,9,2
16680,-gneE10,0.509107019796797,43,43,2
16808,-gneE10,0.499370058115516,171,9,2
17062,-gneE10,0.509356650267912,40,40,2
17192,-gneE10,0.499645417130002,170,9,2
17445,-gneE10,0.509641222833292,41,41,2
17574,-gneE10,0.49995182455202,170,9,2
17829,-gneE10,0.509928639031093,43,43,2
17960,-gneE10,0.50024830710274,174,9,2
18215,-gneE10,0.510170154839167,42,42,2
18345,-gneE10,0.500457641226383,172,8,2
18604,-gneE10,0.510324256900136,44,44,2
18730,-gneE10,0.50063781020068,170,8,2
18990,-gneE10,0.510486873821441,42,42,2
19118,-gneE10,0.500820573301234,170,8,2
19369,-gneE10,0.510640709194928,40,40,2
19495,-gneE10,0.501004997685098,166,8,2
19753,-gneE10,0.510811832700933,44,44,2
19881,-gneE10,0.501236965061394,172,9,2
307,-gneE11,0.517006587410823,44,44,2
391,-gneE11,0.50116877846308,128,7,2
687,-gneE11,0.516065969648118,42,42,2
772,-gneE11,0.50209189809964,127,9,2
1068,-gneE11,0.516092404846553,42,42,2
1155,-gneE11,0.502901088860001,129,9,2
1452,-gneE11,0.516313809692037,42,42,2
1539,-gneE11,0.503532793289851,129,8,2
1836,-gneE11,0.516484598384693,40,40,2
1920,-gneE11,0.504217277168608,124,9,2
2215,-gneE11,0.51689104263579,42,42,2
2299,-gneE11,0.504791815687651,126,8,2
2596,-gneE11,0.517247456502366,42,42,2
2681,-gneE11,0.505277752213606,127,7,2
2982,-gneE11,0.517448273152664,41,41,2
3067,-gneE11,0.50588226936252,126,9,2
3364,-gneE11,0.517834022321165,42,42,2
3444,-gneE11,0.50626012811767,122,7,2
3740,-gneE11,0.518053696367778,44,44,2
3826,-gneE11,0.506771064064353,130,9,2
4126,-gneE11,0.518505251917644,42,42,2
4215,-gneE11,0.507347181773905,131,9,2
4507,-gneE11,0.5189508453753,41,41,2
4594,-gneE11,0.507833154413781,128,8,2
4890,-gneE11,0.519327059119632,43,43,2
4978,-gneE11,0.508476740607599,131,10,2
5273,-gneE11,0.519834179251013,43,43,2
5355,-gneE11,0.508839262747362,125,7,2
5654,-gneE11,0.520105905943561,41,41,2
5736,-gneE11,0.509396709493272,123,9,2
6034,-gneE11,0.52057916589127,41,41,2
6117,-gneE11,0.509757201185632,124,7,2
6414,-gneE11,0.520859047194139,41,41,2
6500,-gneE11,0.510365809384045,127,10,2
6792,-gneE11,0.521427721591921,41,41,2
6878,-gneE11,0.510823386461045,127,8,2
7172,-gneE11,0.521785550024124,44,44,2
7255,-gneE11,0.511244872274464,127,8,2
7551,-gneE11,0.522177939109801,41,41,2
7636,-gneE11,0.511791965042726,126,9,2
7930,-gneE11,0.522632347150991,44,44,2
8013,-gneE11,0.512208200024786,127,8,2
8311,-gneE11,0.523025874243113,42,42,2
8398,-gneE11,0.512816641623648,129,10,2
8692,-gneE11,0.5235473668427,44,44,2
8777,-gneE11,0.513217015901725,129,8,2
9071,-gneE11,0.523929271497845,41,41,2
9156,-gneE11,0.513662980883172,126,8,2
9454,-gneE11,0.524266585858427,44,44,2
9539,-gneE11,0.514114692965328,129,9,2
9829,-gneE11,0.524665766744161,38,38,2
9913,-gneE11,0.514599807823187,122,9,2
10211,-gneE11,0.525179951021545,43,43,2
10295,-gneE11,0.515123751607433,127,9,2
10592,-gneE11,0.525660598218652,42,42,2
10678,-gneE11,0.515638029973203,128,9,2
10973,-gneE11,0.526132613522121,39,39,2
11057,-gneE11,0.51617828760048,123,9,2
11349,-gneE11,0.526599032656327,43,43,2
11434,-gneE11,0.516566228492143,128,8,2
11733,-gneE11,0.526926352173986,44,44,2
11818,-gneE11,0.516923722559341,129,8,2
12117,-gneE11,0.527278639314325,44,44,2
12203,-gneE11,0.517386769899964,130,9,2
12499,-gneE11,0.5277379707656,42,42,2
12584,-gneE11,0.517895640258429,127,9,2
12881,-gneE11,0.528213912537274,44,44,2
12968,-gneE11,0.518299366639571,131,8,2
13262,-gneE11,0.528583003401427,39,39,2
13352,-gneE11,0.518790485388267,129,9,2
13646,-gneE11,0.529012869047778,44,44,2
13733,-gneE11,0.519238089296649,131,9,2
14031,-gneE11,0.529464679404621,43,43,2
14117,-gneE11,0.519729259069751,129,9,2
14413,-gneE11,0.529924254522587,44,44,2
14501,-gneE11,0.520278616461372,132,10,2
14796,-gneE11,0.530446497708693,39,39,2
14880,-gneE11,0.520630597597155,123,7,2
15178,-gneE11,0.530742454967702,41,41,2
15262,-gneE11,0.52102597818692,125,8,2
15557,-gneE11,0.531139566835511,41,41,2
15641,-gneE11,0.521530604938465,125,9,2
15938,-gneE11,0.531650936047765,40,40,2
16026,-gneE11,0.521967986974198,128,8,2
16317,-gneE11,0.531997835412993,42,42,2
16403,-gneE11,0.52233808482528,128,8,2
16700,-gneE11,0.532320311140226,43,43,2
16785,-gneE11,0.522683419859164,128,8,2
17084,-gneE11,0.532671738680011,41,41,2
17169,-gneE11,0.523067376929217,126,8,2
17469,-gneE11,0.533034502054999,43,43,2
17553,-gneE11,0.523607901080069,127,10,2
17852,-gneE11,0.533553734154448,42,42,2
17938,-gneE11,0.524061971092363,128,9,2
18239,-gneE11,0.53395799411615,45,45,2
18324,-gneE11,0.524397432810645,130,8,2
18624,-gneE11,0.534298866701036,43,43,2
18708,-gneE11,0.524773240697856,127,8,2
19010,-gneE11,0.534684610819817,42,42,2
19099,-gneE11,0.525314341363231,131,10,2
19389,-gneE11,0.535202356712111,40,40,2
19474,-gneE11,0.525725637190369,125,8,2
19773,-gneE11,0.535598271790986,42,42,2
19860,-gneE11,0.526198625028248,129,9,2
117,-gneE2,0.481334388431433,117,13,2
199,-gneE2,0.498987371972898,41,41,2
495,-gneE2,0.483252791605445,337,8,2
583,-gneE2,0.497868712958451,43,43,2
875,-gneE2,0.483459395826922,335,8,2
960,-gneE2,0.497111778355835,41,41,2
1260,-gneE2,0.483473661297056,341,9,2
1347,-gneE2,0.496267467497764,43,43,2
1646,-gneE2,0.483080935567779,342,8,2
1732,-gneE2,0.495646361903849,41,41,2
2029,-gneE2,0.482864554315633,338,9,2
2109,-gneE2,0.495198024411223,40,40,2
2405,-gneE2,0.482697367559685,336,9,2
2492,-gneE2,0.494484782930434,46,46,2
2788,-gneE2,0.482174202232681,342,8,2
2875,-gneE2,0.49394620885948,39,39,2
3172,-gneE2,0.481874761429886,336,9,2
3258,-gneE2,0.493361334923483,42,42,2
3550,-gneE2,0.481421477069019,334,8,2
3636,-gneE2,0.492658217598259,41,41,2
3933,-gneE2,0.480898470982011,338,9,2
4021,-gneE2,0.492126162042079,43,43,2
4316,-gneE2,0.480461627697188,338,8,2
4403,-gneE2,0.491442024550625,43,43,2
4703,-gneE2,0.479960821306383,343,10,2
4786,-gneE2,0.491013083452688,41,41,2
5080,-gneE2,0.479573826553145,335,8,2
5165,-gneE2,0.490527570850737,40,40,2
5460,-gneE2,0.4792188985568,335,9,2
5548,-gneE2,0.490178888824023,42,42,2
5843,-gneE2,0.478990990178961,337,10,2
5929,-gneE2,0.489710827044101,44,44,2
6225,-gneE2,0.478500033632513,340,7,2
6311,-gneE2,0.489214258830915,41,41,2
6606,-gneE2,0.478183478014842,336,10,2
6688,-gneE2,0.488732143522066,42,42,2
6983,-gneE2,0.477668957333618,337,7,2
7068,-gneE2,0.488151852151268,41,41,2
7359,-gneE2,0.477157344981289,332,7,2
7448,-gneE2,0.487597009228323,44,44,2
7742,-gneE2,0.476693657922385,338,8,2
7828,-gneE2,0.487150452738399,43,43,2
8121,-gneE2,0.476306552958678,336,8,2
8207,-gneE2,0.486621809125371,42,42,2
8505,-gneE2,0.475895192090896,340,10,2
8587,-gneE2,0.486239720537781,40,40,2
8883,-gneE2,0.47553552381382,336,9,2
8966,-gneE2,0.48572560723155,41,41,2
9257,-gneE2,0.475040299478102,332,8,2
9344,-gneE2,0.485289234989578,40,40,2
9644,-gneE2,0.474709568731887,340,10,2
9730,-gneE2,0.484755128098985,44,44,2
10017,-gneE2,0.474194928829177,331,9,2
10105,-gneE2,0.4842714439502,44,44,2
10398,-gneE2,0.473684467561135,337,7,2
10486,-gneE2,0.483816300930524,43,43,2
10783,-gneE2,0.473363825540248,340,10,2
10870,-gneE2,0.483390101055071,45,45,2
11159,-gneE2,0.473013859643842,334,11,2
11242,-gneE2,0.48303764057286,42,42,2
11540,-gneE2,0.472598095946867,340,8,2
11624,-gneE2,0.482586095181263,40,40,2
11923,-gneE2,0.472215031518435,339,9,2
12010,-gneE2,0.482205578667777,43,43,2
12310,-gneE2,0.471866402156219,343,9,2
12395,-gneE2,0.481802774812823,39,39,2
12689,-gneE2,0.471505119894579,333,9,2
12774,-gneE2,0.481420333308594,42,42,2
13076,-gneE2,0.4711768689043,344,10,2
13158,-gneE2,0.481034333550458,39,39,2
13457,-gneE2,0.47076500352626,338,8,2
13540,-gneE2,0.48060909278342,41,41,2
13840,-gneE2,0.470367802813094,341,8,2
13926,-gneE2,0.48019836646021,44,44,2
14222,-gneE2,0.469986957745572,340,8,2
14306,-gneE2,0.479769122411237,42,42,2
14605,-gneE2,0.469615874586158,341,9,2
14691,-gneE2,0.479468021034109,43,43,2
14989,-gneE2,0.469342178497475,341,9,2
15074,-gneE2,0.47908676464729,41,41,2
15366,-gneE2,0.468993592459487,333,9,2
15452,-gneE2,0.478702871873546,40,40,2
15747,-gneE2,0.468602722015972,335,8,2
15833,-gneE2,0.47837859588004,40,40,2
16131,-gneE2,0.468331912024193,338,9,2
16213,-gneE2,0.478060934050457,40,40,2
16509,-gneE2,0.468009198516902,336,8,2
16597,-gneE2,0.477576860120963,44,44,2
16896,-gneE2,0.467603955992269,343,10,2
16979,-gneE2,0.477234451386611,41,41,2
17277,-gneE2,0.467257632525487,339,9,2
17362,-gneE2,0.476781129430234,41,41,2
17658,-gneE2,0.466797831582464,337,8,2
17744,-gneE2,0.476384947389742,42,42,2
18044,-gneE2,0.466420135784363,342,8,2
18131,-gneE2,0.475907098087641,43,43,2
18432,-gneE2,0.465962486572175,344,8,2
18517,-gneE2,0.475578191306383,40,40,2
18819,-gneE2,0.465685662840419,342,9,2
18906,-gneE2,0.475225335413529,43,43,2
19202,-gneE2,0.465325467448098,339,8,2
19286,-gneE2,0.474811503934572,42,42,2
19581,-gneE2,0.464992687081009,337,10,2
19666,-gneE2,0.474407094963825,43,43,2
19964,-gneE2,0.464544738226918,341,8,2
97,-gneE3,0.481070293063047,97,13,2
221,-gneE3,0.498572271575254,42,42,2
472,-gneE3,0.482718567716555,293,7,2
603,-gneE3,0.497608113222647,41,41,2
855,-gneE3,0.483250703829374,293,9,2
983,-gneE3,0.496999392871721,44,44,2
1238,-gneE3,0.48333263757064,299,8,2
1369,-gneE3,0.496369772318834,45,45,2
1625,-gneE3,0.483203435419506,301,8,2
1752,-gneE3,0.496038384582886,39,39,2
2006,-gneE3,0.483246310704981,293,8,2
2132,-gneE3,0.495598147835205,42,42,2
2384,-gneE3,0.483176337979573,294,10,2
2513,-gneE3,0.495206386398747,44,44,2
2767,-gneE3,0.482927640175339,298,8,2
2899,-gneE3,0.494814996166038,43,43,2
3151,-gneE3,0.482779808813797,295,9,2
3279,-gneE3,0.494470904869331,43,43,2
3530,-gneE3,0.482645955553553,294,10,2
3655,-gneE3,0.494182348992342,40,40,2
3912,-gneE3,0.482459428985476,297,9,2
4041,-gneE3,0.494011376703984,44,44,2
4296,-gneE3,0.482337290568237,299,7,2
4423,-gneE3,0.493682488211594,42,42,2
4679,-gneE3,0.482127304314667,298,7,2
4806,-gneE3,0.493361364175972,41,41,2
5060,-gneE3,0.481994525333183,295,9,2
5189,-gneE3,0.492996908695311,44,44,2
5441,-gneE3,0.481724804935544,296,9,2
5571,-gneE3,0.49270836657928,43,43,2
5821,-gneE3,0.481527632269024,293,9,2
5950,-gneE3,0.49250152651409,43,43,2
6204,-gneE3,0.481359082940396,297,8,2
6334,-gneE3,0.492188540905013,43,43,2
6584,-gneE3,0.48116443457073,293,9,2
6710,-gneE3,0.491912598800794,43,43,2
6962,-gneE3,0.480917380231294,295,8,2
7089,-gneE3,0.491655747475841,41,41,2
7339,-gneE3,0.480729860565793,291,8,2
7468,-gneE3,0.491355940105545,41,41,2
7720,-gneE3,0.480489731334077,293,8,2
7849,-gneE3,0.490988232911596,41,41,2
8098,-gneE3,0.480144564864977,290,7,2
8229,-gneE3,0.490656270828447,44,44,2
8481,-gneE3,0.479899939219437,296,8,2
8606,-gneE3,0.490474565114001,40,40,2
8863,-gneE3,0.479806409861397,297,9,2
8987,-gneE3,0.490202686002133,42,42,2
9238,-gneE3,0.479587477252451,293,9,2
9367,-gneE3,0.489946950102171,44,44,2
9621,-gneE3,0.479336550805562,298,8,2
9748,-gneE3,0.489699383140015,41,41,2
9998,-gneE3,0.479252209959765,291,11,2
10126,-gneE3,0.489581571472329,45,45,2
10378,-gneE3,0.479095462809984,297,9,2
10508,-gneE3,0.489329647001019,41,41,2
10761,-gneE3,0.47888780322957,294,9,2
10890,-gneE3,0.4891481113676,43,43,2
11139,-gneE3,0.47878395710844,292,10,2
11263,-gneE3,0.488983193547964,41,41,2
11521,-gneE3,0.478647834736589,299,10,2
11647,-gneE3,0.488762954439157,44,44,2
11902,-gneE3,0.478427788787371,299,9,2
12031,-gneE3,0.488576419116342,43,43,2
12291,-gneE3,0.478272331606408,303,9,2
12414,-gneE3,0.488433294653104,38,38,2
12666,-gneE3,0.478103078865557,290,7,2
12796,-gneE3,0.488185554010316,42,42,2
13054,-gneE3,0.477914911911509,300,8,2
13179,-gneE3,0.487948320183935,40,40,2
13437,-gneE3,0.477746106943567,298,9,2
13560,-gneE3,0.487815428642736,40,40,2
13818,-gneE3,0.477607937650541,298,8,2
13947,-gneE3,0.487593678070171,43,43,2
14201,-gneE3,0.477416321238319,297,8,2
14328,-gneE3,0.487302535000023,45,45,2
14584,-gneE3,0.47718434545089,301,9,2
14713,-gneE3,0.487117317803398,43,43,2
14965,-gneE3,0.476962074740155,295,7,2
15096,-gneE3,0.486814066465909,41,41,2
15345,-gneE3,0.476725263680558,290,8,2
15472,-gneE3,0.486654282572407,39,39,2
15727,-gneE3,0.476587268190496,294,8,2
15855,-gneE3,0.486379795366123,43,43,2
16110,-gneE3,0.476334015193627,298,8,2
16234,-gneE3,0.486213797060313,41,41,2
16490,-gneE3,0.476227740426211,297,9,2
16618,-gneE3,0.485979241217166,46,46,2
16871,-gneE3,0.475945815076967,299,7,2
17001,-gneE3,0.485734190866815,42,42,2
17256,-gneE3,0.475794611124641,297,9,2
17384,-gneE3,0.485497968444804,45,45,2
17636,-gneE3,0.475546096151367,297,8,2
17766,-gneE3,0.485224734660483,44,44,2
18024,-gneE3,0.475324202113074,302,9,2
18151,-gneE3,0.485044471602472,40,40,2
18411,-gneE3,0.475167378876822,300,9,2
18539,-gneE3,0.484869496149554,42,42,2
18796,-gneE3,0.47501419376774,299,9,2
18926,-gneE3,0.484698687621751,40,40,2
19181,-gneE3,0.47483341313123,295,8,2
19307,-gneE3,0.484542190810877,42,42,2
19556,-gneE3,0.474700019899421,291,8,2
19687,-gneE3,0.484284383261112,42,42,2
19943,-gneE3,0.474455170170529,298,8,2
77,-gneE4,0.481463377683911,77,15,2
242,-gneE4,0.498967389601318,43,43,2
453,-gneE4,0.48319590591025,254,9,2
625,-gneE4,0.498069843612562,42,42,2
832,-gneE4,0.483675203435812,249,8,2
1002,-gneE4,0.497665090299566,42,42,2
1219,-gneE4,0.484081076544266,259,9,2
1388,-gneE4,0.497382513446763,41,41,2
1605,-gneE4,0.484306614567789,258,9,2
1775,-gneE4,0.49704233727899,43,43,2
1984,-gneE4,0.48423792754505,252,7,2
2154,-gneE4,0.49671657593771,45,45,2
2364,-gneE4,0.48434826154839,255,10,2
2534,-gneE4,0.496508325763694,42,42,2
2747,-gneE4,0.484275500903957,255,8,2
2920,-gneE4,0.496280805325886,45,45,2
3131,-gneE4,0.484342370243772,256,10,2
3299,-gneE4,0.496217951205033,41,41,2
3509,-gneE4,0.484406935347371,251,9,2
3676,-gneE4,0.496119329951137,40,40,2
3889,-gneE4,0.484403986341624,253,8,2
4065,-gneE4,0.495940642140011,44,44,2
4276,-gneE4,0.484402165363384,255,9,2
4445,-gneE4,0.49579491248793,42,42,2
4660,-gneE4,0.484370658463266,257,9,2
4826,-gneE4,0.495711503519899,40,40,2
5039,-gneE4,0.484398529076036,253,9,2
5209,-gneE4,0.495640281966532,44,44,2
5421,-gneE4,0.484418605327657,256,9,2
5592,-gneE4,0.495522201202624,44,44,2
5798,-gneE4,0.484305006705179,250,7,2
5973,-gneE4,0.495328869147107,44,44,2
6183,-gneE4,0.484324533926805,254,10,2
6352,-gneE4,0.495313643769142,41,41,2
6561,-gneE4,0.484299749126957,250,8,2
6730,-gneE4,0.495214762087963,42,42,2
6941,-gneE4,0.484221998883003,253,7,2
7110,-gneE4,0.495015979879758,42,42,2
7318,-gneE4,0.484182197057995,250,9,2
7490,-gneE4,0.494917671642926,42,42,2
7700,-gneE4,0.48414229626431,252,9,2
7868,-gneE4,0.49476155216585,40,40,2
8079,-gneE4,0.484045303186443,251,9,2
8250,-gneE4,0.494670085664669,43,43,2
8460,-gneE4,0.48396160107604,253,8,2
8629,-gneE4,0.494522730043807,42,42,2
8842,-gneE4,0.483906713848312,255,9,2
9007,-gneE4,0.494411295776843,41,41,2
9217,-gneE4,0.483849744308202,251,9,2
9389,-gneE4,0.494320015314217,45,45,2
9601,-gneE4,0.483753914133477,257,8,2
9770,-gneE4,0.494117968496743,40,40,2
9978,-gneE4,0.483695911130417,248,10,2
10147,-gneE4,0.494127034173824,42,42,2
10357,-gneE4,0.483697157181105,252,9,2
10529,-gneE4,0.494037882671716,43,43,2
10738,-gneE4,0.483563093040787,252,7,2
10913,-gneE4,0.493866102312613,43,43,2
11119,-gneE4,0.483520321524538,249,9,2
11285,-gneE4,0.493719307649081,43,43,2
11501,-gneE4,0.48343727020655,259,10,2
11667,-gneE4,0.493710998564298,43,43,2
11880,-gneE4,0.48342768095656,256,9,2
12051,-gneE4,0.493719754399872,41,41,2
12269,-gneE4,0.48346730311653,259,9,2
12435,-gneE4,0.493669649098987,40,40,2
12646,-gneE4,0.48341959483187,251,8,2
12817,-gneE4,0.493594976727638,43,43,2
13035,-gneE4,0.483405244142158,261,9,2
13201,-gneE4,0.493493123871844,43,43,2
13414,-gneE4,0.483341206300617,256,9,2
13582,-gneE4,0.493450860488182,42,42,2
13797,-gneE4,0.483245850238106,257,7,2
13969,-gneE4,0.493284405543768,43,43,2
14181,-gneE4,0.48319297915472,255,9,2
14348,-gneE4,0.493244682582162,42,42,2
14563,-gneE4,0.483137782884437,257,8,2
14734,-gneE4,0.493214308348771,43,43,2
14946,-gneE4,0.483178042100959,255,9,2
15116,-gneE4,0.49317898155149,42,42,2
15326,-gneE4,0.483132045539543,252,8,2
15496,-gneE4,0.493007635171474,44,44,2
15705,-gneE4,0.482984802775664,253,8,2
