time,edge,probability (value_coeff),expect,true,no.of neighbours
16373,-gneE8,0.462075017420559,86,77,2
16711,-gneE8,0.462317311122555,41,31,2
16756,-gneE8,0.461121825283765,86,76,2
17097,-gneE8,0.461361046373558,43,35,2
17141,-gneE8,0.460417853559147,87,79,2
17481,-gneE8,0.460631116031069,43,36,2
17523,-gneE8,0.459788309060292,85,78,2
17863,-gneE8,0.460028952961591,41,34,2
17907,-gneE8,0.459188011604804,85,78,2
18250,-gneE8,0.459425027531377,43,35,2
18296,-gneE8,0.458509156007505,89,81,2
18636,-gneE8,0.458746280148061,41,32,2
18679,-gneE8,0.457656893603437,84,75,2
19022,-gneE8,0.457893524380451,41,32,2
19067,-gneE8,0.456831692037805,86,77,2
19401,-gneE8,0.457018762913334,41,32,2
19445,-gneE8,0.45594657403996,85,76,2
19786,-gneE8,0.456182875077416,42,33,2
19829,-gneE8,0.455112805198281,85,76,2
343,-gneE9,1,44,36,1
721,-gneE9,1,43,34,1
1103,-gneE9,1,43,35,1
1488,-gneE9,1,44,36,1
1870,-gneE9,1,43,34,1
2251,-gneE9,1,44,36,1
2632,-gneE9,1,43,36,1
3016,-gneE9,1,43,34,1
3396,-gneE9,1,42,32,1
3772,-gneE9,1,42,32,1
4161,-gneE9,1,43,35,1
4543,-gneE9,1,44,36,1
4927,-gneE9,1,45,37,1
5307,-gneE9,1,43,34,1
5687,-gneE9,1,42,33,1
6068,-gneE9,1,43,34,1
6449,-gneE9,1,44,35,1
6827,-gneE9,1,43,35,1
7206,-gneE9,1,43,34,1
7586,-gneE9,1,43,35,1
7964,-gneE9,1,43,34,1
8347,-gneE9,1,44,36,1
8727,-gneE9,1,44,35,1
9106,-gneE9,1,43,35,1
9487,-gneE9,1,43,33,1
9861,-gneE9,1,42,32,1
10244,-gneE9,1,41,33,1
10627,-gneE9,1,43,35,1
11007,-gneE9,1,42,34,1
11383,-gneE9,1,43,34,1
11768,-gneE9,1,45,35,1
12151,-gneE9,1,43,34,1
12533,-gneE9,1,42,34,1
12916,-gneE9,1,43,35,1
13300,-gneE9,1,46,38,1
13681,-gneE9,1,44,35,1
14066,-gneE9,1,43,35,1
14449,-gneE9,1,44,36,1
14831,-gneE9,1,43,35,1
15212,-gneE9,1,43,34,1
15592,-gneE9,1,43,35,1
15975,-gneE9,1,44,37,1
16351,-gneE9,1,43,34,1
16735,-gneE9,1,45,35,1
17120,-gneE9,1,45,36,1
17502,-gneE9,1,42,33,1
17885,-gneE9,1,42,33,1
18274,-gneE9,1,45,35,1
18658,-gneE9,1,43,34,1
19045,-gneE9,1,43,35,1
19423,-gneE9,1,42,34,1
19808,-gneE9,1,43,35,1
150,gneE1,1,46,33,1
531,gneE1,1,44,36,1
911,gneE1,1,44,36,1
1295,gneE1,1,44,35,1
1683,gneE1,1,45,37,1
2062,gneE1,1,42,33,1
2439,gneE1,1,43,34,1
2826,gneE1,1,46,38,1
3208,gneE1,1,45,36,1
3586,gneE1,1,44,36,1
3969,gneE1,1,45,36,1
4352,gneE1,1,44,36,1
4737,gneE1,1,44,34,1
5116,gneE1,1,44,36,1
5497,gneE1,1,46,37,1
5877,gneE1,1,44,34,1
6261,gneE1,1,43,36,1
6638,gneE1,1,42,32,1
7017,gneE1,1,41,34,1
7396,gneE1,1,44,37,1
7777,gneE1,1,43,35,1
8156,gneE1,1,43,35,1
8538,gneE1,1,43,33,1
8916,gneE1,1,42,33,1
9294,gneE1,1,45,37,1
9676,gneE1,1,42,32,1
10052,gneE1,1,44,35,1
10435,gneE1,1,44,37,1
10817,gneE1,1,44,34,1
11193,gneE1,1,45,34,1
11575,gneE1,1,43,35,1
11959,gneE1,1,45,36,1
12348,gneE1,1,47,38,1
12723,gneE1,1,43,34,1
13110,gneE1,1,44,34,1
13490,gneE1,1,41,33,1
13874,gneE1,1,42,34,1
14255,gneE1,1,41,33,1
14640,gneE1,1,44,35,1
15024,gneE1,1,44,35,1
15404,gneE1,1,47,38,1
15784,gneE1,1,45,37,1
16164,gneE1,1,42,33,1
16544,gneE1,1,43,35,1
16929,gneE1,1,43,33,1
17312,gneE1,1,44,35,1
17694,gneE1,1,44,36,1
18079,gneE1,1,43,35,1
18469,gneE1,1,45,37,1
18855,gneE1,1,45,36,1
19236,gneE1,1,42,34,1
19614,gneE1,1,43,33,1
19999,gneE1,1,43,35,1
40,gneE10,0.5,40,22,2
255,gneE10,0.498726134667322,255,237,2
424,gneE10,0.499427865255997,40,33,2
637,gneE10,0.498999354008645,253,246,2
804,gneE10,0.499571548402083,41,32,2
1017,gneE10,0.499059850868134,254,245,2
1189,gneE10,0.499651027906415,43,34,2
1402,gneE10,0.499165823329713,256,247,2
1575,gneE10,0.499794677308853,44,36,2
1787,gneE10,0.499377359265206,256,248,2
1955,gneE10,0.49981722061987,44,35,2
2165,gneE10,0.499355863060811,254,245,2
2333,gneE10,0.499908508305615,42,34,2
2546,gneE10,0.499508464518557,255,247,2
2718,gneE10,0.500096649611816,44,37,2
2933,gneE10,0.499758125461498,259,252,2
3102,gneE10,0.500286158718706,44,35,2
3312,gneE10,0.499848999847209,254,245,2
3478,gneE10,0.500379636370784,41,34,2
3688,gneE10,0.500040065069925,251,244,2
3860,gneE10,0.500549315776795,43,34,2
4077,gneE10,0.500132920989462,260,251,2
4246,gneE10,0.50052817984366,40,31,2
4458,gneE10,0.500103134026339,252,243,2
4630,gneE10,0.500543986232717,44,36,2
4839,gneE10,0.500171298509372,253,245,2
5010,gneE10,0.500614249585325,42,32,2
5222,gneE10,0.500154352915343,254,244,2
5391,gneE10,0.500703318725209,43,36,2
5604,gneE10,0.500386518787249,256,249,2
5769,gneE10,0.500888562499796,42,33,2
5985,gneE10,0.500487462415509,258,249,2
6153,gneE10,0.500922029947555,43,36,2
6364,gneE10,0.500607371834958,254,247,2
6532,gneE10,0.501102316533055,42,32,2
6742,gneE10,0.500652202694306,252,242,2
6913,gneE10,0.501132375376465,43,35,2
7120,gneE10,0.500771635711526,250,242,2
7288,gneE10,0.501206169224154,41,33,2
7501,gneE10,0.500853184818382,254,246,2
7669,gneE10,0.501332306373509,42,33,2
7878,gneE10,0.500932649042409,251,242,2
8049,gneE10,0.501462143566084,44,36,2
8261,gneE10,0.501115664384811,256,248,2
8430,gneE10,0.501589771316387,42,32,2
8640,gneE10,0.501151975105337,252,242,2
8812,gneE10,0.501513757592558,43,35,2
9021,gneE10,0.501165180130037,252,244,2
9188,gneE10,0.501634813812243,40,32,2
9402,gneE10,0.501290544793429,254,246,2
9572,gneE10,0.501749341800718,42,33,2
9780,gneE10,0.501357530430369,250,241,2
9947,gneE10,0.501777380866767,43,34,2
10161,gneE10,0.501397820163467,257,248,2
10327,gneE10,0.501811966131847,41,32,2
10542,gneE10,0.501432436985146,256,247,2
10710,gneE10,0.501892123758234,41,32,2
10925,gneE10,0.501514051147812,256,247,2
11089,gneE10,0.501929002306255,41,32,2
11298,gneE10,0.501543248659805,250,241,2
11470,gneE10,0.501941315964388,44,36,2
11680,gneE10,0.501605021961303,254,246,2
11849,gneE10,0.502059755800304,39,31,2
12065,gneE10,0.501725936525474,255,247,2
12239,gneE10,0.502119429200113,45,36,2
12448,gneE10,0.501743653547903,254,245,2
12616,gneE10,0.502098348158813,41,32,2
12829,gneE10,0.501723770141568,254,245,2
13005,gneE10,0.50211293949018,45,37,2
13214,gneE10,0.501781018779136,254,246,2
13385,gneE10,0.50217444764164,42,33,2
13595,gneE10,0.501799197358141,252,243,2
13768,gneE10,0.502140832089653,44,35,2
13981,gneE10,0.501773961605994,257,248,2
14152,gneE10,0.502166933076786,44,35,2
14361,gneE10,0.501795306314933,253,244,2
14533,gneE10,0.502234113672815,42,32,2
14747,gneE10,0.501827161548112,256,246,2
14915,gneE10,0.5022235689541,42,35,2
15129,gneE10,0.501939459410692,256,249,2
15298,gneE10,0.502382136267836,44,36,2
15506,gneE10,0.502053127148765,252,244,2
15676,gneE10,0.502396561376696,44,35,2
15888,gneE10,0.502033126152487,256,247,2
16060,gneE10,0.502467406377568,42,34,2
16267,gneE10,0.502136078482922,249,241,2
16438,gneE10,0.502477833462497,43,35,2
16649,gneE10,0.502153803407396,254,246,2
16821,gneE10,0.502590094851524,44,36,2
17034,gneE10,0.50227059868711,257,249,2
17204,gneE10,0.502659351805177,43,35,2
17417,gneE10,0.502339337944359,256,248,2
17587,gneE10,0.502773641761922,44,34,2
17801,gneE10,0.502377609773999,258,248,2
17973,gneE10,0.502802926276296,44,35,2
18186,gneE10,0.502445891193875,257,248,2
18359,gneE10,0.502823132056037,43,35,2
18573,gneE10,0.502506447402014,257,249,2
18744,gneE10,0.502888194549118,44,36,2
18961,gneE10,0.502577017829812,261,253,2
19132,gneE10,0.502956191494927,43,33,2
19340,gneE10,0.502552534788689,251,241,2
19507,gneE10,0.502894857277224,41,33,2
19722,gneE10,0.502578865250694,256,248,2
19894,gneE10,0.502999818337086,43,34,2
277,gneE11,0.5,277,277,2
405,gneE11,0.500779222280634,41,33,2
656,gneE11,0.500356826642205,292,284,2
784,gneE11,0.501160670289974,42,33,2
1039,gneE11,0.500724405255929,297,288,2
1167,gneE11,0.501300680674916,43,35,2
1424,gneE11,0.50093343318804,300,292,2
1554,gneE11,0.501559090993717,45,38,2
1808,gneE11,0.501246938400844,299,292,2
1933,gneE11,0.502033579854226,43,35,2
2187,gneE11,0.50168331944956,297,289,2
2312,gneE11,0.502379073804915,41,32,2
2567,gneE11,0.501991768132458,296,287,2
2697,gneE11,0.502723467298633,43,34,2
2952,gneE11,0.502345489301233,298,289,2
3080,gneE11,0.503008461130604,44,36,2
3332,gneE11,0.502675260118191,296,288,2
3458,gneE11,0.503263153731021,42,34,2
3709,gneE11,0.502930931356259,293,285,2
3839,gneE11,0.503497801726946,44,35,2
4097,gneE11,0.503139527049362,302,293,2
4226,gneE11,0.503773628204743,43,34,2
4478,gneE11,0.50341073154622,295,286,2
4608,gneE11,0.504031030001483,43,34,2
4860,gneE11,0.50367163294704,295,286,2
4990,gneE11,0.504217852366851,42,32,2
5243,gneE11,0.503822059094295,295,285,2
5369,gneE11,0.504376517020424,41,32,2
5624,gneE11,0.504024390614237,296,287,2
5748,gneE11,0.504654492604403,41,32,2
6006,gneE11,0.50430853219806,299,290,2
6131,gneE11,0.504926483308839,42,33,2
6384,gneE11,0.504578274668908,295,286,2
6511,gneE11,0.505123802933215,42,33,2
6762,gneE11,0.504775504193373,293,284,2
6891,gneE11,0.505311116671335,43,34,2
7142,gneE11,0.504966141307421,294,285,2
7268,gneE11,0.505572268655356,42,33,2
7522,gneE11,0.505231614261976,296,287,2
7649,gneE11,0.505830691095165,42,34,2
7898,gneE11,0.505524358453032,291,283,2
8027,gneE11,0.506182510528485,42,34,2
8282,gneE11,0.505883945849436,297,289,2
8409,gneE11,0.506476743079695,41,33,2
8661,gneE11,0.506175596034189,293,285,2
8790,gneE11,0.506758560680766,43,36,2
9042,gneE11,0.50649808030126,295,288,2
9168,gneE11,0.507078354590674,41,33,2
9424,gneE11,0.506784004431561,297,289,2
9551,gneE11,0.507358309049431,42,34,2
9799,gneE11,0.507058133859243,290,282,2
9927,gneE11,0.507708792894922,45,36,2
10181,gneE11,0.507382617927485,299,290,2
10306,gneE11,0.507901034543188,41,32,2
10562,gneE11,0.507573965232354,297,288,2
10690,gneE11,0.508144632594869,42,34,2
10945,gneE11,0.507855017765143,297,289,2
11069,gneE11,0.508440778275309,41,32,2
11319,gneE11,0.508109440730424,291,282,2
11448,gneE11,0.508727952669463,44,36,2
11702,gneE11,0.508441370396031,298,290,2
11829,gneE11,0.50894315404817,40,31,2
12087,gneE11,0.508621859268548,298,289,2
12217,gneE11,0.509051826516287,45,36,2
12469,gneE11,0.508730513531509,297,288,2
12596,gneE11,0.509231907486804,42,33,2
12851,gneE11,0.508911619317618,297,288,2
12983,gneE11,0.509397049459757,46,36,2
13234,gneE11,0.509042274942063,297,287,2
13364,gneE11,0.509593051994602,42,33,2
13616,gneE11,0.509271461048475,294,285,2
13746,gneE11,0.509759592575185,44,36,2
14002,gneE11,0.509480271415777,300,292,2
14130,gneE11,0.510034277999406,44,35,2
14383,gneE11,0.50971775767063,297,288,2
14512,gneE11,0.510203126894398,41,32,2
14767,gneE11,0.509886408878077,296,287,2
14895,gneE11,0.510320040024957,43,34,2
15150,gneE11,0.510006284483313,298,289,2
15276,gneE11,0.510500563687854,43,35,2
15527,gneE11,0.51021859542131,294,286,2
15655,gneE11,0.510831230075396,43,35,2
15910,gneE11,0.510553747270526,298,290,2
16039,gneE11,0.51109414568204,43,34,2
16287,gneE11,0.510775240296182,291,282,2
16416,gneE11,0.511262951205006,43,35,2
16670,gneE11,0.510985870525159,297,289,2
16799,gneE11,0.511411605961227,43,35,2
17054,gneE11,0.511136100504403,298,290,2
17183,gneE11,0.51162152761527,42,33,2
17438,gneE11,0.511311249431432,297,288,2
17565,gneE11,0.51179558447932,42,35,2
17822,gneE11,0.51155640467385,299,292,2
17951,gneE11,0.511971882039116,44,36,2
18207,gneE11,0.511700038421039,300,292,2
18337,gneE11,0.512173840624249,41,33,2
18595,gneE11,0.511901672880826,299,291,2
18722,gneE11,0.512436685047937,43,35,2
18981,gneE11,0.512167782954684,302,294,2
19110,gneE11,0.512701681868614,43,35,2
19360,gneE11,0.512425075113001,293,285,2
19487,gneE11,0.512970680782338,42,34,2
19744,gneE11,0.512700162921791,299,291,2
19872,gneE11,0.513228860782239,43,34,2
126,gneE2,0.5,42,29,2
170,gneE2,0.497056683735733,86,73,2
508,gneE2,0.497476844050653,43,36,2
553,gneE2,0.496217288305337,88,81,2
888,gneE2,0.496604913861458,42,33,2
931,gneE2,0.495056079204278,85,76,2
1273,gneE2,0.49538306469971,43,35,2
1316,gneE2,0.494087900464305,86,78,2
1660,gneE2,0.494366700537568,43,35,2
1704,gneE2,0.493130881240646,87,79,2
2040,gneE2,0.493441668894235,42,34,2
2082,gneE2,0.492195273852218,84,76,2
2416,gneE2,0.492502546947152,42,32,2
2460,gneE2,0.491013301156071,86,76,2
2802,gneE2,0.491339661022313,43,35,2
2847,gneE2,0.490196728536825,88,80,2
3184,gneE2,0.490488825243618,42,33,2
3228,gneE2,0.489193576354251,86,77,2
3564,gneE2,0.489450986323357,44,34,2
3606,gneE2,0.488031278896362,86,76,2
3945,gneE2,0.488284864130935,42,33,2
3990,gneE2,0.48703722865378,87,78,2
4329,gneE2,0.487286041561998,40,33,2
4373,gneE2,0.486291990506435,84,77,2
4715,gneE2,0.486567642816092,43,36,2
4757,gneE2,0.485595051363299,85,78,2
5093,gneE2,0.485873994396363,42,33,2
5136,gneE2,0.484634738976409,85,76,2
5474,gneE2,0.484848182345829,42,33,2
5519,gneE2,0.483647522496505,87,78,2
5854,gneE2,0.483920543094492,42,33,2
5899,gneE2,0.482729091074534,87,78,2
6239,gneE2,0.482996601771217,43,35,2
6282,gneE2,0.481932924967424,86,78,2
6617,gneE2,0.482173496357624,42,33,2
6659,gneE2,0.480956478992983,84,75,2
6996,gneE2,0.481224709537993,42,34,2
7038,gneE2,0.480149675758288,84,76,2
7372,gneE2,0.480448321662173,41,33,2
7418,gneE2,0.47941648276916,87,79,2
7755,gneE2,0.479649706433577,43,35,2
7799,gneE2,0.478623634351821,87,79,2
8134,gneE2,0.478887375000432,43,36,2
8176,gneE2,0.477973252209313,85,78,2
8515,gneE2,0.4782052780566,42,34,2
8557,gneE2,0.477153446997201,84,76,2
8895,gneE2,0.477413906399405,41,32,2
8937,gneE2,0.476222059087972,83,74,2
9271,gneE2,0.476425865783943,42,33,2
9315,gneE2,0.475280808371962,86,77,2
9654,gneE2,0.475508464371237,41,33,2
9698,gneE2,0.474483181368376,85,77,2
10029,gneE2,0.4747726200212,42,31,2
10073,gneE2,0.47338498349462,86,75,2
10413,gneE2,0.473610188991733,44,35,2
10457,gneE2,0.472505138423078,88,79,2
10793,gneE2,0.472788510584376,41,32,2
10839,gneE2,0.471675074761847,87,78,2
11170,gneE2,0.471959649767114,41,31,2
11213,gneE2,0.470682976298994,84,74,2
11552,gneE2,0.470934832867034,41,31,2
11595,gneE2,0.469662729526028,84,74,2
11937,gneE2,0.469939419890066,44,35,2
11980,gneE2,0.468837850905188,87,78,2
12324,gneE2,0.469084746156683,42,33,2
12367,gneE2,0.467961062113836,85,76,2
12701,gneE2,0.468213698133817,42,35,2
12745,gneE2,0.467352635414725,86,79,2
13087,gneE2,0.46759860166289,41,33,2
13130,gneE2,0.4665942616804,84,76,2
13469,gneE2,0.466842051410971,41,32,2
13511,gneE2,0.465701994875464,83,74,2
13852,gneE2,0.46592103140492,42,34,2
13896,gneE2,0.464945879069571,86,78,2
14234,gneE2,0.465192237447812,41,33,2
14276,gneE2,0.464184688147937,83,75,2
14617,gneE2,0.464429722978788,42,33,2
14662,gneE2,0.463351352076409,87,78,2
15000,gneE2,0.463595727803077,42,35,2
15046,gneE2,0.462768754618086,88,81,2
15379,gneE2,0.46301507032585,42,34,2
15424,gneE2,0.46206155441877,87,79,2
15761,gneE2,0.462278230794903,42,34,2
15805,gneE2,0.46131606208941,86,78,2
16142,gneE2,0.46155986030154,40,32,2
16184,gneE2,0.460553223833018,82,74,2
16521,gneE2,0.460770556381273,40,31,2
16565,gneE2,0.459667701668663,84,75,2
16907,gneE2,0.459880586725997,43,36,2
16951,gneE2,0.459054348363847,87,80,2
17289,gneE2,0.459295797740497,42,33,2
17332,gneE2,0.458210971999339,85,76,2
17670,gneE2,0.458452515521811,42,34,2
17715,gneE2,0.45751249862345,87,79,2
18058,gneE2,0.457696567634478,43,34,2
18101,gneE2,0.456629104095283,86,77,2
18445,gneE2,0.456813250349125,43,34,2
18489,gneE2,0.455760334320107,87,78,2
18831,gneE2,0.455970888437095,44,35,2
18876,gneE2,0.454943799002564,89,80,2
19213,gneE2,0.455209206096601,40,32,2
19257,gneE2,0.454243853695313,84,76,2
19592,gneE2,0.454457437050411,44,36,2
19636,gneE2,0.453537781124402,88,80,2
19976,gneE2,0.453748170236401,41,33,2
104,gneE3,0.5,42,27,2
191,gneE3,0.497786119261299,129,114,2
487,gneE3,0.498169730431272,43,34,2
574,gneE3,0.497079933358096,130,121,2
867,gneE3,0.497475876594752,43,35,2
952,gneE3,0.496564607259506,128,120,2
1251,gneE3,0.496894534439268,41,32,2
1337,gneE3,0.495910034100075,127,118,2
1638,gneE3,0.496264557099262,42,33,2
1724,gneE3,0.495321069405727,128,119,2
2020,gneE3,0.495632977585498,43,36,2
2102,gneE3,0.49490101311344,125,118,2
2396,gneE3,0.495170343359757,42,32,2
2482,gneE3,0.494170896009784,128,118,2
2780,gneE3,0.494429752572937,41,33,2
2867,gneE3,0.493644677438196,128,120,2
3163,gneE3,0.494012869192421,42,32,2
3249,gneE3,0.493046705337148,128,118,2
3542,gneE3,0.493339788869421,42,33,2
3626,gneE3,0.492468271418674,126,117,2
3924,gneE3,0.492790055678311,43,35,2
4012,gneE3,0.492054026149813,131,123,2
4308,gneE3,0.492371281717806,41,32,2
4393,gneE3,0.49151970148263,126,117,2
4693,gneE3,0.491797213781863,42,33,2
4778,gneE3,0.4909607170352,127,118,2
5072,gneE3,0.491240628230387,42,33,2
5157,gneE3,0.490411601237349,127,118,2
5451,gneE3,0.49072386371082,39,30,2
5541,gneE3,0.489914490088479,129,120,2
5833,gneE3,0.490223391352268,42,35,2
5920,gneE3,0.489598673497662,129,122,2
6218,gneE3,0.48986724663753,45,35,2
6303,gneE3,0.488988003266193,130,120,2
6596,gneE3,0.489293495688069,43,35,2
6679,gneE3,0.488572545801343,126,118,2
6976,gneE3,0.488839981071058,42,35,2
7059,gneE3,0.48820807372268,125,118,2
7352,gneE3,0.488543372604047,43,34,2
7439,gneE3,0.487766763331399,130,121,2
7734,gneE3,0.488031117521231,43,34,2
7820,gneE3,0.487252848681727,129,120,2
8113,gneE3,0.487517363001944,43,34,2
8198,gneE3,0.486737122589783,128,119,2
8495,gneE3,0.487030567806307,43,35,2
8579,gneE3,0.486335065754829,127,119,2
8874,gneE3,0.486629709524627,41,32,2
8957,gneE3,0.485832136725062,124,115,2
9249,gneE3,0.486128087511738,41,32,2
9336,gneE3,0.485358941576193,128,119,2
9634,gneE3,0.485679573782089,41,33,2
9720,gneE3,0.484993530093856,127,119,2
10008,gneE3,0.485320530679638,40,30,2
10096,gneE3,0.484473178258397,128,118,2
10391,gneE3,0.484760231422449,43,34,2
10478,gneE3,0.484012359307451,130,121,2
10773,gneE3,0.484267277490185,42,35,2
10861,gneE3,0.483687846324994,130,123,2
11148,gneE3,0.483947199736081,38,29,2
11234,gneE3,0.483168996901055,124,115,2
11532,gneE3,0.483389773444902,41,31,2
11616,gneE3,0.482535085258677,125,115,2
11914,gneE3,0.482817955206575,43,34,2
12002,gneE3,0.482086521757323,131,122,2
12301,gneE3,0.482334910100665,41,32,2
12387,gneE3,0.481582967053167,127,118,2
12680,gneE3,0.481838015142879,42,34,2
12766,gneE3,0.481176957115745,128,120,2
13066,gneE3,0.481453805684679,40,31,2
13150,gneE3,0.480688524259907,124,115,2
13449,gneE3,0.480967788191453,44,35,2
13532,gneE3,0.48022283351575,127,118,2
13832,gneE3,0.480498832540351,42,35,2
13918,gneE3,0.479925644677759,128,121,2
14214,gneE3,0.48017171719816,42,33,2
14298,gneE3,0.47942517136819,126,117,2
14596,gneE3,0.479700427708351,41,33,2
14684,gneE3,0.479054063488896,129,121,2
14980,gneE3,0.479298792617889,43,34,2
15066,gneE3,0.47857357409734,129,120,2
15357,gneE3,0.478853957032144,39,31,2
15444,gneE3,0.478195665457018,126,118,2
15739,gneE3,0.478442776917806,42,34,2
15826,gneE3,0.477801419198026,129,121,2
16122,gneE3,0.478076268327159,40,32,2
16206,gneE3,0.477410682663713,124,116,2
16501,gneE3,0.477685687778724,41,32,2
16588,gneE3,0.476962042724826,128,119,2
16886,gneE3,0.477232385237997,44,36,2
16971,gneE3,0.476595627458659,129,121,2
17268,gneE3,0.47686773704996,43,34,2
17353,gneE3,0.476147434319503,128,119,2
17650,gneE3,0.476419738285065,42,35,2
17736,gneE3,0.475860752966022,128,121,2
18036,gneE3,0.476099441888573,42,34,2
18122,gneE3,0.475462004331176,128,120,2
18424,gneE3,0.475727617496752,43,34,2
18510,gneE3,0.475017593373355,129,120,2
18810,gneE3,0.475255960244866,44,36,2
18898,gneE3,0.474640471044395,132,124,2
19194,gneE3,0.474879752887551,42,33,2
19278,gneE3,0.474155818564177,126,117,2
19571,gneE3,0.474397480882452,43,35,2
19657,gneE3,0.473770186530644,129,121,2
19956,gneE3,0.474035968084562,42,34,2
84,gneE4,0.5,44,26,2
212,gneE4,0.498046308648373,172,154,2
465,gneE4,0.498543024519047,41,33,2
595,gneE4,0.497810721536244,171,163,2
846,gneE4,0.498266424159599,42,34,2
974,gneE4,0.497582569911496,170,162,2
1230,gneE4,0.497958630626281,41,32,2
1359,gneE4,0.497224814782094,170,161,2
1617,gneE4,0.497584545340819,42,34,2
1745,gneE4,0.49695411113185,170,162,2
1998,gneE4,0.497356909024011,43,35,2
2123,gneE4,0.496735297949281,168,160,2
2374,gneE4,0.497087795266322,41,33,2
2503,gneE4,0.496486423401584,170,162,2
2759,gneE4,0.496866352274465,41,32,2
2890,gneE4,0.496209739097918,172,163,2
3142,gneE4,0.496588603296228,40,31,2
3270,gneE4,0.495926618385121,168,159,2
3520,gneE4,0.496262113544359,42,33,2
3646,gneE4,0.495608913842944,168,159,2
3903,gneE4,0.495975357128412,43,34,2
4034,gneE4,0.495352363422112,174,165,2
4289,gneE4,0.495632276217355,43,34,2
4415,gneE4,0.494997748146533,169,160,2
4672,gneE4,0.495314410097037,42,34,2
4798,gneE4,0.494752596699654,168,160,2
5051,gneE4,0.495071698312766,41,32,2
5179,gneE4,0.494449011795562,169,160,2
5432,gneE4,0.494802560444854,41,32,2
5562,gneE4,0.494192248172924,171,162,2
5812,gneE4,0.494546630469709,43,35,2
5942,gneE4,0.494014480489884,173,165,2
6196,gneE4,0.494322967414469,43,35,2
6325,gneE4,0.493791543534588,172,164,2
6575,gneE4,0.494140953376768,43,35,2
6701,gneE4,0.493603641079705,169,161,2
6954,gneE4,0.493910167839176,41,32,2
7081,gneE4,0.493305876821231,168,159,2
7331,gneE4,0.493689362237618,43,35,2
7459,gneE4,0.493164716067188,171,163,2
7712,gneE4,0.493506731961189,43,34,2
7839,gneE4,0.492916323080332,170,161,2
8091,gneE4,0.493258845631158,42,34,2
8220,gneE4,0.492739853657848,171,163,2
8473,gneE4,0.493074892206467,43,34,2
8599,gneE4,0.492487056027063,169,160,2
8854,gneE4,0.49282047314563,42,35,2
8978,gneE4,0.492357210036463,166,159,2
9229,gneE4,0.492657286074312,41,33,2
9358,gneE4,0.492142643783251,170,162,2
9613,gneE4,0.49243537100344,41,31,2
9740,gneE4,0.491787245645446,168,158,2
9987,gneE4,0.492125411948494,40,30,2
10118,gneE4,0.491491286161629,171,161,2
10369,gneE4,0.491783578437417,42,33,2
10499,gneE4,0.491218448488814,172,163,2
10752,gneE4,0.491583619915808,42,35,2
10882,gneE4,0.491145768769109,172,165,2
11129,gneE4,0.491441843581492,40,31,2
11255,gneE4,0.490860651817618,166,157,2
11511,gneE4,0.491183624266918,41,34,2
11638,gneE4,0.490738564138645,168,161,2
11893,gneE4,0.491024651955871,44,34,2
12023,gneE4,0.490412902583546,174,164,2
12282,gneE4,0.490694236223497,43,34,2
12407,gneE4,0.490125900375615,168,159,2
12659,gneE4,0.490452192077642,43,35,2
12788,gneE4,0.489960331494702,172,164,2
13046,gneE4,0.490275861094603,41,33,2
13171,gneE4,0.489767807902767,166,158,2
13428,gneE4,0.490085546281914,43,35,2
13553,gneE4,0.489585049857739,168,160,2
13810,gneE4,0.489900793761748,42,33,2
13939,gneE4,0.489349241473722,171,162,2
14193,gneE4,0.48963098421943,41,32,2
14319,gneE4,0.489067808484276,167,158,2
14575,gneE4,0.489312006015993,42,33,2
14705,gneE4,0.488766717426764,172,163,2
14958,gneE4,0.489047868187832,43,35,2
15087,gneE4,0.488564459166337,172,164,2
15337,gneE4,0.488885353124398,39,31,2
15465,gneE4,0.488388748007734,167,159,2
15719,gneE4,0.488704484913111,43,34,2
15846,gneE4,0.488157044421055,170,161,2
16102,gneE4,0.488400357691513,42,34,2
16227,gneE4,0.487906216388521,167,159,2
16481,gneE4,0.488218298203881,43,35,2
16609,gneE4,0.487736871263867,171,163,2
16864,gneE4,0.487977408858605,43,35,2
16993,gneE4,0.487499904040469,172,164,2
17247,gneE4,0.487776951061102,43,34,2
17375,gneE4,0.487237847060031,171,162,2
17628,gneE4,0.48747972144784,41,32,2
17757,gneE4,0.486938651524542,170,161,2
18015,gneE4,0.487176772032006,42,35,2
18143,gneE4,0.48675686276987,170,163,2
18402,gneE4,0.487095170969869,43,35,2
18531,gneE4,0.486621876170118,172,164,2
18787,gneE4,0.486894672173311,43,34,2
18918,gneE4,0.486369440397232,174,165,2
19173,gneE4,0.486710877895198,41,33,2
19300,gneE4,0.486228310795442,168,160,2
19548,gneE4,0.486506546229625,41,33,2
19678,gneE4,0.486033375279277,171,163,2
19935,gneE4,0.486337411928703,41,34,2
62,gneE5,0.5,42,24,2
234,gneE5,0.49845816318134,214,196,2
444,gneE5,0.498976887974612,39,31,2
616,gneE5,0.498386614984045,211,203,2
824,gneE5,0.498922794395033,40,32,2
995,gneE5,0.498373524439787,211,203,2
1210,gneE5,0.498810353279465,43,35,2
1380,gneE5,0.498290857802477,213,205,2
1596,gneE5,0.498814365593558,42,33,2
1765,gneE5,0.498243812290576,211,202,2
1977,gneE5,0.498660456830974,44,36,2
2145,gneE5,0.498168521406409,212,204,2
2354,gneE5,0.498526303970648,42,33,2
2524,gneE5,0.497984371411204,212,203,2
2739,gneE5,0.498475954409254,42,33,2
