time,edge,old node,possible nodes,probability (value_exp),value_coeff,expect,true,no.of neighbours
18273,gneE9,gneJ11,gneJ12,0.681534491284272,1.32928875901524,1405.61538461538,3532,2
18313,gneE9,gneJ11,gneJ12,0.590974463955397,1.32928875901524,1405.61538461538,40,2
18352,gneE9,gneJ11,gneJ12,0.360835686551083,0.389554670087603,1310.85714285714,79,2
18393,gneE9,gneJ11,gneJ12,0.275902459572274,0.389554670087603,1310.85714285714,41,2
18635,gneE9,gneJ11,gneJ12,0.339007314751999,0.389554670087603,1310.85714285714,283,2
983,-gneE9,gneJ12,gneJ11,1,1,42,42,1
2267,-gneE9,gneJ12,gneJ11,1,0.962962962962963,40.5,39,1
2387,-gneE9,gneJ12,gneJ11,1,0.971159684274438,40.6666666666667,41,1
5856,-gneE9,gneJ12,gneJ11,1,0.94010378365332,40.25,39,1
5934,-gneE9,gneJ12,gneJ11,1,0.935128659275211,40.2,40,1
7930,-gneE9,gneJ12,gneJ11,1,0.910128659275211,40,39,1
7973,-gneE9,gneJ12,gneJ11,1,0.973732899557896,40.4285714285714,43,1
11770,-gneE9,gneJ12,gneJ11,1,0.964444973861302,40.375,40,1
11811,-gneE9,gneJ12,gneJ11,1,0.978181237597566,40.4444444444444,41,1
11932,-gneE9,gneJ12,gneJ11,1,0.990526916609912,40.5,41,1
11974,-gneE9,gneJ12,gneJ11,1,1.02408396358978,40.6363636363636,42,1
14761,-gneE9,gneJ12,gneJ11,1,1.00971024695733,40.5833333333333,40,1
18294,-gneE9,gneJ12,gneJ11,1,0.996427514509516,40.5384615384615,40,1
18374,-gneE9,gneJ12,gneJ11,1,1.00699089479121,40.5714285714286,41,1
114,-gneE10,gneJ14,gneJ7,0.5,0.5,0,38,2
155,-gneE10,gneJ14,gneJ7,0.5,0.5,79,79,2
798,-gneE10,gneJ14,gneJ7,0.418792785510886,0.172268907563025,59.5,40,2
838,-gneE10,gneJ14,gneJ7,0.258140718635855,0.172268907563025,59.5,40,2
1041,-gneE10,gneJ14,gneJ7,0.452874275522576,0.172268907563025,59.5,243,2
1080,-gneE10,gneJ14,gneJ7,0.654895916251329,0.172268907563025,59.5,282,2
1121,-gneE10,gneJ14,gneJ7,0.862111347861511,1.36457659987072,147.333333333333,323,2
1160,-gneE10,gneJ14,gneJ7,0.76083489910367,0.688900924195042,120.25,39,2
1201,-gneE10,gneJ14,gneJ7,0.828331561318901,0.688900924195042,120.25,41,2
1242,-gneE10,gneJ14,gneJ7,0.912587701578763,0.688900924195042,120.25,82,2
1282,-gneE10,gneJ14,gneJ7,0.913509313120334,0.700509547743964,120.6,122,2
1884,-gneE10,gneJ14,gneJ7,0.849477287439861,0.073759936546452,107.166666666667,40,2
1926,-gneE10,gneJ14,gneJ7,0.761278980066569,-0.497042983161577,97.8571428571429,42,2
2005,-gneE10,gneJ14,gneJ7,0.645904179553409,-1.05566367281675,90.625,40,2
2083,-gneE10,gneJ14,gneJ7,0.187450807151695,-1.05566367281675,90.625,37,2
2125,-gneE10,gneJ14,gneJ7,0.345698519394768,-1.05566367281675,90.625,79,2
2166,-gneE10,gneJ14,gneJ7,0.544304288008552,-1.05566367281675,90.625,120,2
2444,-gneE10,gneJ14,gneJ7,0.729366066332072,-1.05566367281675,90.625,398,2
2485,-gneE10,gneJ14,gneJ7,0.967255844316905,1.33866622409047,129.333333333333,439,2
2525,-gneE10,gneJ14,gneJ7,0.938078399813443,0.670892137711729,120.4,40,2
3734,-gneE10,gneJ14,gneJ7,0.888118231744407,0.024589886907871,113.090909090909,40,2
3774,-gneE10,gneJ14,gneJ7,0.809303984342735,-0.601578337391195,107,40,2
3815,-gneE10,gneJ14,gneJ7,0.121768331546924,-0.601578337391195,107,41,2
3858,-gneE10,gneJ14,gneJ7,0.245051321073031,-0.601578337391195,107,84,2
3900,-gneE10,gneJ14,gneJ7,0.430120238619335,-0.601578337391195,107,126,2
3939,-gneE10,gneJ14,gneJ7,0.549579206448731,-0.121247074451236,111.461538461538,165,2
3981,-gneE10,gneJ14,gneJ7,0.399712507012191,-0.726880877268138,106.5,42,2
4023,-gneE10,gneJ14,gneJ7,0.269786857869013,-1.31592197315855,102.2,42,2
4185,-gneE10,gneJ14,gneJ7,0.259036839900774,-1.31592197315855,102.2,40,2
4225,-gneE10,gneJ14,gneJ7,0.448184796772669,-1.31592197315855,102.2,80,2
4265,-gneE10,gneJ14,gneJ7,0.488381323841423,-1.15439747225111,103.3125,120,2
5028,-gneE10,gneJ14,gneJ7,0.138831432471837,-1.15439747225111,103.3125,40,2
5067,-gneE10,gneJ14,gneJ7,0.275436372966029,-1.15439747225111,103.3125,79,2
5109,-gneE10,gneJ14,gneJ7,0.468070245925801,-1.15439747225111,103.3125,121,2
5148,-gneE10,gneJ14,gneJ7,0.671705657118596,-1.15439747225111,103.3125,160,2
5305,-gneE10,gneJ14,gneJ7,0.920666884042899,0.58113552267275,115.882352941176,317,2
5472,-gneE10,gneJ14,gneJ7,0.861426416207448,-0.043118950488283,111.777777777778,42,2
5512,-gneE10,gneJ14,gneJ7,0.768090175498569,-0.672748580117913,108,40,2
5552,-gneE10,gneJ14,gneJ7,0.641059976711813,-1.29033940229765,104.6,40,2
5675,-gneE10,gneJ14,gneJ7,0.495906224693784,-1.88668258091931,101.571428571429,41,2
5716,-gneE10,gneJ14,gneJ7,0.354006981151299,-2.47177917705546,98.8181818181818,41,2
5756,-gneE10,gneJ14,gneJ7,0.186884724279679,-2.47177917705546,98.8181818181818,40,2
5796,-gneE10,gneJ14,gneJ7,0.347582416430758,-2.47177917705546,98.8181818181818,80,2
6034,-gneE10,gneJ14,gneJ7,0.550993466818551,-2.47177917705546,98.8181818181818,318,2
6075,-gneE10,gneJ14,gneJ7,0.921612222524074,-0.212008154552499,110.130434782609,359,2
7583,-gneE10,gneJ14,gneJ7,0.86266009777359,-0.838902830028597,107.208333333333,40,2
7625,-gneE10,gneJ14,gneJ7,0.775405836707759,-1.43737319331732,104.6,42,2
7666,-gneE10,gneJ14,gneJ7,0.040478641051112,-1.43737319331732,104.6,41,2
7708,-gneE10,gneJ14,gneJ7,0.090304055305339,-1.43737319331732,104.6,83,2
7749,-gneE10,gneJ14,gneJ7,0.189114648707434,-1.43737319331732,104.6,124,2
7789,-gneE10,gneJ14,gneJ7,0.353677005473897,-1.43737319331732,104.6,164,2
7831,-gneE10,gneJ14,gneJ7,0.559119914186825,-1.43737319331732,104.6,206,2
7871,-gneE10,gneJ14,gneJ7,0.746673281996434,-1.43737319331732,104.6,246,2
8152,-gneE10,gneJ14,gneJ7,0.988363045274758,1.92354342030458,120.846153846154,527,2
8193,-gneE10,gneJ14,gneJ7,0.97789610093403,1.27132852869289,117.888888888889,41,2
8232,-gneE10,gneJ14,gneJ7,0.958055939572061,0.610248454204999,115.071428571429,39,2
8512,-gneE10,gneJ14,gneJ7,0.923025267261976,-0.03414149061413,112.48275862069,40,2
8553,-gneE10,gneJ14,gneJ7,0.864896433373919,-0.661752753102777,110.1,41,2
8595,-gneE10,gneJ14,gneJ7,0.776572979564924,-1.27251508494134,107.903225806452,42,2
9892,-gneE10,gneJ14,gneJ7,0.648989436023968,-1.90372075870021,105.75,39,2
9932,-gneE10,gneJ14,gneJ7,0.013866680989572,-1.90372075870021,105.75,40,2
9971,-gneE10,gneJ14,gneJ7,0.032477170853415,-1.90372075870021,105.75,79,2
10011,-gneE10,gneJ14,gneJ7,0.073695339741344,-1.90372075870021,105.75,119,2
10053,-gneE10,gneJ14,gneJ7,0.157210086069867,-1.90372075870021,105.75,161,2
10095,-gneE10,gneJ14,gneJ7,0.303449460291853,-1.90372075870021,105.75,203,2
10135,-gneE10,gneJ14,gneJ7,0.59387137479033,-0.692802644556286,109.909090909091,243,2
10177,-gneE10,gneJ14,gneJ7,0.442554703090158,-1.30359577619979,107.911764705882,42,2
10217,-gneE10,gneJ14,gneJ7,0.579546658556307,-1.30359577619979,107.911764705882,40,2
10256,-gneE10,gneJ14,gneJ7,0.514655662879933,-1.56586898857972,107.085714285714,79,2
10296,-gneE10,gneJ14,gneJ7,0.363266907113061,-2.18572115331045,105.222222222222,40,2
10414,-gneE10,gneJ14,gneJ7,0.427797659447584,-2.18572115331045,105.222222222222,38,2
10456,-gneE10,gneJ14,gneJ7,0.634104413040383,-2.18572115331045,105.222222222222,80,2
10496,-gneE10,gneJ14,gneJ7,0.665075766764616,-2.04959014000441,105.621621621622,120,2
10662,-gneE10,gneJ14,gneJ7,0.522496617199305,-2.64553950709302,103.947368421053,42,2
10742,-gneE10,gneJ14,gneJ7,0.50195545535399,-2.64553950709302,103.947368421053,40,2
10784,-gneE10,gneJ14,gneJ7,0.699579525786614,-2.64553950709302,103.947368421053,82,2
10826,-gneE10,gneJ14,gneJ7,0.737368559869375,-2.45849974273367,104.461538461538,124,2
11469,-gneE10,gneJ14,gneJ7,0.603782819011583,-3.06958384579638,102.85,40,2
11548,-gneE10,gneJ14,gneJ7,0.454142297754353,-3.67478365321092,101.317073170732,40,2
11590,-gneE10,gneJ14,gneJ7,0.317876591539712,-4.25438327189538,99.9047619047619,42,2
11629,-gneE10,gneJ14,gneJ7,0.054497514257046,-4.25438327189538,99.9047619047619,39,2
12114,-gneE10,gneJ14,gneJ7,0.118885756026736,-4.25438327189538,99.9047619047619,524,2
12153,-gneE10,gneJ14,gneJ7,0.240151053004756,-4.25438327189538,99.9047619047619,563,2
12194,-gneE10,gneJ14,gneJ7,0.422744316666577,-4.25438327189538,99.9047619047619,604,2
12233,-gneE10,gneJ14,gneJ7,0.987898685804861,0.459400567740906,112.53488372093,643,2
13489,-gneE10,gneJ14,gneJ7,0.977312575432166,-0.179869774542348,110.886363636364,40,2
13529,-gneE10,gneJ14,gneJ7,0.958070180722537,-0.813941740389065,109.311111111111,40,2
13569,-gneE10,gneJ14,gneJ7,0.924139459598865,-1.44289919148808,107.804347826087,40,2
13611,-gneE10,gneJ14,gneJ7,0.869289060175107,-2.04817813569923,106.404255319149,42,2
13693,-gneE10,gneJ14,gneJ7,0.783301159615457,-2.65785683462823,105.041666666667,41,2
13852,-gneE10,gneJ14,gneJ7,0.665924226958034,-3.25305746405388,103.755102040816,42,2
13894,-gneE10,gneJ14,gneJ7,0.524850562361026,-3.84338130330476,102.52,42,2
14417,-gneE10,gneJ14,gneJ7,0.001928670884649,-3.84338130330476,102.52,40,2
14456,-gneE10,gneJ14,gneJ7,0.004584322301867,-3.84338130330476,102.52,79,2
14496,-gneE10,gneJ14,gneJ7,0.010792430269095,-3.84338130330476,102.52,119,2
14537,-gneE10,gneJ14,gneJ7,0.025044890307944,-3.84338130330476,102.52,160,2
14578,-gneE10,gneJ14,gneJ7,0.056890710683692,-3.84338130330476,102.52,201,2
14821,-gneE10,gneJ14,gneJ7,0.124182493287583,-3.84338130330476,102.52,444,2
14860,-gneE10,gneJ14,gneJ7,0.250179773150924,-3.84338130330476,102.52,483,2
14900,-gneE10,gneJ14,gneJ7,0.932394516553011,-0.121660644781126,110.764705882353,523,2
16110,-gneE10,gneJ14,gneJ7,0.878745855352132,-0.76512056039294,109.384615384615,39,2
16148,-gneE10,gneJ14,gneJ7,0.190036545223143,-0.76512056039294,109.384615384615,38,2
16187,-gneE10,gneJ14,gneJ7,0.357498201540157,-0.76512056039294,109.384615384615,77,2
16226,-gneE10,gneJ14,gneJ7,0.371223907409302,-0.705851091061445,109.509433962264,116,2
16265,-gneE10,gneJ14,gneJ7,0.548899893220539,-0.705851091061445,109.509433962264,39,2
16305,-gneE10,gneJ14,gneJ7,0.741147336085817,-0.705851091061445,109.509433962264,79,2
16345,-gneE10,gneJ14,gneJ7,0.757103324288957,-0.620927910240915,109.685185185185,119,2
16382,-gneE10,gneJ14,gneJ7,0.86475368038248,-0.620927910240915,109.685185185185,37,2
16422,-gneE10,gneJ14,gneJ7,0.826522657628439,-0.915094576907581,109.090909090909,77,2
16461,-gneE10,gneJ14,gneJ7,0.715618307486894,-1.55344529722551,107.839285714286,39,2
16500,-gneE10,gneJ14,gneJ7,0.815613736237907,-1.55344529722551,107.839285714286,39,2
16544,-gneE10,gneJ14,gneJ7,0.77897355357251,-1.78065862620297,107.40350877193,83,2
16585,-gneE10,gneJ14,gneJ7,0.6560060138394,-2.39480757963474,106.258620689655,41,2
16780,-gneE10,gneJ14,gneJ7,0.501775084837534,-3.03325299166506,105.101694915254,38,2
16898,-gneE10,gneJ14,gneJ7,0.352436618830755,-3.64869923425439,104.016666666667,40,2
17226,-gneE10,gneJ14,gneJ7,0.227958853723406,-4.26022606119278,102.967213114754,40,2
17306,-gneE10,gneJ14,gneJ7,0.138532817278133,-4.86788307748767,101.951612903226,40,2
18071,-gneE10,gneJ14,gneJ7,0.002081276515005,-4.86788307748767,101.951612903226,40,2
18110,-gneE10,gneJ14,gneJ7,0.004930196595262,-4.86788307748767,101.951612903226,79,2
18431,-gneE10,gneJ14,gneJ7,0.011650135036739,-4.86788307748767,101.951612903226,400,2
18472,-gneE10,gneJ14,gneJ7,0.026944968541932,-4.86788307748767,101.951612903226,441,2
18514,-gneE10,gneJ14,gneJ7,0.060752104083625,-4.86788307748767,101.951612903226,483,2
18554,-gneE10,gneJ14,gneJ7,0.131844791384182,-4.86788307748767,101.951612903226,523,2
18595,-gneE10,gneJ14,gneJ7,0.261736860001336,-4.86788307748767,101.951612903226,564,2
18676,-gneE10,gneJ14,gneJ7,0.4523320769818,-4.86788307748767,101.951612903226,645,2
18717,-gneE10,gneJ14,gneJ7,0.657548721558048,-4.86788307748767,101.951612903226,686,2
18757,-gneE10,gneJ14,gneJ7,0.997855732963416,0.622538378451032,111.857142857143,726,2
18800,-gneE10,gneJ14,gneJ7,0.996053466154595,0.010690705672471,110.78125,43,2
18841,-gneE10,gneJ14,gneJ7,0.99264274282352,-0.615588918503662,109.707692307692,41,2
18881,-gneE10,gneJ14,gneJ7,0.986249485618977,-1.24743942749822,108.651515151515,40,2
18923,-gneE10,gneJ14,gneJ7,0.974985380718518,-1.85731049362882,107.65671641791,42,2
19369,-gneE10,gneJ14,gneJ7,0.953851972457274,-2.49161827079374,106.647058823529,39,2
114,gneE11,gneJ14,gneJ10,0.5,0.5,114,114,2
155,gneE11,gneJ14,gneJ10,0.5,0.5,114,41,2
798,gneE11,gneJ14,gneJ10,0.581207214489114,0.5,114,684,2
838,gneE11,gneJ14,gneJ10,0.741859281364145,1.22792362768496,419,724,2
1041,gneE11,gneJ14,gneJ10,0.547125724477424,0.361332977741977,292.333333333333,39,2
1080,gneE11,gneJ14,gneJ10,0.345104083748671,-0.468361345402128,229,39,2
1121,gneE11,gneJ14,gneJ10,0.137888652138489,-0.468361345402128,229,41,2
1160,gneE11,gneJ14,gneJ10,0.23916510089633,-0.468361345402128,229,80,2
1201,gneE11,gneJ14,gneJ10,0.171668438681099,-0.884947652055937,207.4,121,2
1242,gneE11,gneJ14,gneJ10,0.087412298421238,-1.65674728099842,179.666666666667,41,2
1282,gneE11,gneJ14,gneJ10,0.086490686879666,-1.65674728099842,179.666666666667,40,2
1884,gneE11,gneJ14,gneJ10,0.150522712560139,-1.65674728099842,179.666666666667,642,2
1926,gneE11,gneJ14,gneJ10,0.238721019933431,-1.65674728099842,179.666666666667,684,2
2005,gneE11,gneJ14,gneJ10,0.354095820446592,-1.65674728099842,179.666666666667,763,2
2083,gneE11,gneJ14,gneJ10,0.812549192848305,0.410996335468486,274.142857142857,841,2
2125,gneE11,gneJ14,gneJ10,0.654301480605232,-0.417662512058286,245.125,42,2
2166,gneE11,gneJ14,gneJ10,0.455695711991448,-1.2333468277426,222.444444444444,41,2
2444,gneE11,gneJ14,gneJ10,0.270633933667928,-2.04707231793868,204,38,2
2485,gneE11,gneJ14,gneJ10,0.032744155683095,-2.04707231793868,204,41,2
2525,gneE11,gneJ14,gneJ10,0.061921600186557,-2.04707231793868,204,81,2
3734,gneE11,gneJ14,gneJ10,0.111881768255593,-2.04707231793868,204,1290,2
3774,gneE11,gneJ14,gneJ10,0.190696015657265,-2.04707231793868,204,1330,2
3815,gneE11,gneJ14,gneJ10,0.878231668453076,1.37421176297601,310.090909090909,1371,2
3858,gneE11,gneJ14,gneJ10,0.754948678926969,0.523603772240629,287.833333333333,43,2
3900,gneE11,gneJ14,gneJ10,0.569879761380665,-0.320217738056854,268.923076923077,42,2
3939,gneE11,gneJ14,gneJ10,0.450420793551269,-0.320217738056854,268.923076923077,39,2
3981,gneE11,gneJ14,gneJ10,0.600287492987809,-0.320217738056854,268.923076923077,81,2
4023,gneE11,gneJ14,gneJ10,0.730213142130987,-0.320217738056854,268.923076923077,123,2
4185,gneE11,gneJ14,gneJ10,0.740963160099226,-0.264941356147306,270.071428571429,285,2
4225,gneE11,gneJ14,gneJ10,0.551815203227331,-1.10791439985314,254.733333333333,40,2
4265,gneE11,gneJ14,gneJ10,0.511618676158578,-1.10791439985314,254.733333333333,40,2
5028,gneE11,gneJ14,gneJ10,0.861168567528163,0.670632312949626,289,803,2
5067,gneE11,gneJ14,gneJ10,0.724563627033971,-0.187184543151596,274.294117647059,39,2
5109,gneE11,gneJ14,gneJ10,0.531929754074199,-1.02650441562769,261.388888888889,42,2
5148,gneE11,gneJ14,gneJ10,0.328294342881404,-1.87030711377271,249.684210526316,39,2
5305,gneE11,gneJ14,gneJ10,0.0793331159571,-1.87030711377271,249.684210526316,38,2
5472,gneE11,gneJ14,gneJ10,0.138573583792552,-1.87030711377271,249.684210526316,205,2
5512,gneE11,gneJ14,gneJ10,0.231909824501431,-1.87030711377271,249.684210526316,245,2
5552,gneE11,gneJ14,gneJ10,0.358940023288187,-1.87030711377271,249.684210526316,285,2
5675,gneE11,gneJ14,gneJ10,0.504093775306216,-1.87030711377271,249.684210526316,408,2
5716,gneE11,gneJ14,gneJ10,0.645993018848701,-1.87030711377271,249.684210526316,449,2
5756,gneE11,gneJ14,gneJ10,0.813115275720321,-1.00139826607541,261.65,489,2
5796,gneE11,gneJ14,gneJ10,0.652417583569241,-1.84209616101187,251.095238095238,40,2
6034,gneE11,gneJ14,gneJ10,0.449006533181449,-2.67646469103258,241.5,40,2
6075,gneE11,gneJ14,gneJ10,0.078387777475927,-2.67646469103258,241.5,41,2
7583,gneE11,gneJ14,gneJ10,0.13733990222641,-2.67646469103258,241.5,1549,2
7625,gneE11,gneJ14,gneJ10,0.224594163292241,-2.67646469103258,241.5,1591,2
7666,gneE11,gneJ14,gneJ10,0.959521358948888,1.72828692883783,301.95652173913,1632,2
7708,gneE11,gneJ14,gneJ10,0.909695944694661,0.872554854986394,291.125,42,2
7749,gneE11,gneJ14,gneJ10,0.810885351292566,0.018400045652302,281.12,41,2
7789,gneE11,gneJ14,gneJ10,0.646322994526103,-0.834457905677636,271.846153846154,40,2
7831,gneE11,gneJ14,gneJ10,0.440880085813175,-1.67496423479156,263.333333333333,42,2
7871,gneE11,gneJ14,gneJ10,0.253326718003566,-2.5183208781482,255.357142857143,40,2
8152,gneE11,gneJ14,gneJ10,0.011636954725243,-2.5183208781482,255.357142857143,38,2
8193,gneE11,gneJ14,gneJ10,0.02210389906597,-2.5183208781482,255.357142857143,79,2
8232,gneE11,gneJ14,gneJ10,0.041944060427939,-2.5183208781482,255.357142857143,118,2
8512,gneE11,gneJ14,gneJ10,0.076974732738024,-2.5183208781482,255.357142857143,398,2
8553,gneE11,gneJ14,gneJ10,0.135103566626081,-2.5183208781482,255.357142857143,439,2
8595,gneE11,gneJ14,gneJ10,0.223427020435076,-2.5183208781482,255.357142857143,481,2
9892,gneE11,gneJ14,gneJ10,0.351010563976032,-2.5183208781482,255.357142857143,1778,2
9932,gneE11,gneJ14,gneJ10,0.986133319010428,2.36058188723984,309.241379310345,1818,2
9971,gneE11,gneJ14,gneJ10,0.967522829146585,1.49048085470959,300.233333333333,39,2
10011,gneE11,gneJ14,gneJ10,0.926304660258656,0.627542864215502,291.838709677419,40,2
10053,gneE11,gneJ14,gneJ10,0.842789913930133,-0.224586082863384,284.03125,42,2
10095,gneE11,gneJ14,gneJ10,0.696550539708147,-1.07279547942455,276.69696969697,42,2
10135,gneE11,gneJ14,gneJ10,0.40612862520967,-1.07279547942455,276.69696969697,40,2
10177,gneE11,gneJ14,gneJ10,0.557445296909842,-1.07279547942455,276.69696969697,82,2
10217,gneE11,gneJ14,gneJ10,0.420453341443693,-1.62450843738413,272.147058823529,122,2
10256,gneE11,gneJ14,gneJ10,0.485344337120067,-1.62450843738413,272.147058823529,39,2
10296,gneE11,gneJ14,gneJ10,0.636733092886939,-1.62450843738413,272.147058823529,79,2
10414,gneE11,gneJ14,gneJ10,0.572202340552416,-1.8948788077545,270,197,2
10456,gneE11,gneJ14,gneJ10,0.365895586959617,-2.73558677235627,263.666666666667,42,2
10496,gneE11,gneJ14,gneJ10,0.334924233235383,-2.73558677235627,263.666666666667,40,2
10662,gneE11,gneJ14,gneJ10,0.477503382800695,-2.73558677235627,263.666666666667,206,2
10742,gneE11,gneJ14,gneJ10,0.49804454464601,-2.65336136838818,264.27027027027,286,2
10784,gneE11,gneJ14,gneJ10,0.300420474213386,-3.49083591013971,258.421052631579,42,2
10826,gneE11,gneJ14,gneJ10,0.262631440130625,-3.49083591013971,258.421052631579,42,2
11469,gneE11,gneJ14,gneJ10,0.396217180988417,-3.49083591013971,258.421052631579,685,2
11548,gneE11,gneJ14,gneJ10,0.545857702245647,-3.49083591013971,258.421052631579,764,2
11590,gneE11,gneJ14,gneJ10,0.682123408460288,-3.49083591013971,258.421052631579,806,2
11629,gneE11,gneJ14,gneJ10,0.945502485742954,-1.4008218454421,273.461538461538,845,2
12114,gneE11,gneJ14,gneJ10,0.881114243973264,-2.25135897762332,267.625,40,2
12153,gneE11,gneJ14,gneJ10,0.759848946995244,-3.10253172520337,262.048780487805,39,2
12194,gneE11,gneJ14,gneJ10,0.577255683333422,-3.94286552214356,256.785714285714,41,2
12233,gneE11,gneJ14,gneJ10,0.012101314195139,-3.94286552214356,256.785714285714,39,2
13489,gneE11,gneJ14,gneJ10,0.022687424567834,-3.94286552214356,256.785714285714,1295,2
13529,gneE11,gneJ14,gneJ10,0.041929819277464,-3.94286552214356,256.785714285714,1335,2
13569,gneE11,gneJ14,gneJ10,0.075860540401135,-3.94286552214356,256.785714285714,1375,2
13611,gneE11,gneJ14,gneJ10,0.130710939824893,-3.94286552214356,256.785714285714,1417,2
13693,gneE11,gneJ14,gneJ10,0.216698840384543,-3.94286552214356,256.785714285714,1499,2
13852,gneE11,gneJ14,gneJ10,0.334075773041966,-3.94286552214356,256.785714285714,1658,2
13894,gneE11,gneJ14,gneJ10,0.475149437638974,-3.94286552214356,256.785714285714,1700,2
14417,gneE11,gneJ14,gneJ10,0.998071329115352,2.40561233763504,302.511627906977,2223,2
14456,gneE11,gneJ14,gneJ10,0.995415677698133,1.53713682602317,296.522727272727,39,2
14496,gneE11,gneJ14,gneJ10,0.989207569730905,0.674677897315295,290.822222222222,40,2
14537,gneE11,gneJ14,gneJ10,0.974955109692056,-0.18165970170969,285.391304347826,41,2
14578,gneE11,gneJ14,gneJ10,0.943109289316308,-1.03533120296263,280.191489361702,41,2
14821,gneE11,gneJ14,gneJ10,0.875817506712417,-1.88997576348955,275.1875,40,2
14860,gneE11,gneJ14,gneJ10,0.749820226849076,-2.74572757508375,270.367346938775,39,2
14900,gneE11,gneJ14,gneJ10,0.067605483446989,-2.74572757508375,270.367346938775,40,2
16110,gneE11,gneJ14,gneJ10,0.121254144647868,-2.74572757508375,270.367346938775,1250,2
16148,gneE11,gneJ14,gneJ10,0.809963454776857,0.684652171751694,290.72,1288,2
16187,gneE11,gneJ14,gneJ10,0.642501798459843,-0.178881275932697,285.78431372549,39,2
16226,gneE11,gneJ14,gneJ10,0.628776092590698,-0.178881275932697,285.78431372549,39,2
16265,gneE11,gneJ14,gneJ10,0.451100106779461,-0.902077890960336,281.788461538462,78,2
16305,gneE11,gneJ14,gneJ10,0.258852663914183,-1.75779149607842,277.22641509434,40,2
16345,gneE11,gneJ14,gneJ10,0.242896675711043,-1.75779149607842,277.22641509434,40,2
16382,gneE11,gneJ14,gneJ10,0.135246319617519,-2.47627490840069,273.518518518519,77,2
16422,gneE11,gneJ14,gneJ10,0.17347734237156,-2.47627490840069,273.518518518519,40,2
16461,gneE11,gneJ14,gneJ10,0.284381692513106,-2.47627490840069,273.518518518519,79,2
16500,gneE11,gneJ14,gneJ10,0.184386263762093,-3.04035336084562,270.690909090909,118,2
16544,gneE11,gneJ14,gneJ10,0.22102644642749,-3.04035336084562,270.690909090909,44,2
16585,gneE11,gneJ14,gneJ10,0.3439939861606,-3.04035336084562,270.690909090909,85,2
16780,gneE11,gneJ14,gneJ10,0.498224915162466,-3.04035336084562,270.690909090909,280,2
16898,gneE11,gneJ14,gneJ10,0.647563381169245,-3.04035336084562,270.690909090909,398,2
17226,gneE11,gneJ14,gneJ10,0.772041146276594,-3.04035336084562,270.690909090909,726,2
17306,gneE11,gneJ14,gneJ10,0.861467182721867,-3.04035336084562,270.690909090909,806,2
18071,gneE11,gneJ14,gneJ10,0.997918723484995,1.30480734150568,293.910714285714,1571,2
18110,gneE11,gneJ14,gneJ10,0.995069803404738,0.43955094679117,289.438596491228,39,2
18431,gneE11,gneJ14,gneJ10,0.988349864963261,-0.427164099169159,285.103448275862,38,2
18472,gneE11,gneJ14,gneJ10,0.973055031458068,-1.28123902225536,280.966101694915,41,2
18514,gneE11,gneJ14,gneJ10,0.939247895916375,-2.12960534995258,276.983333333333,42,2
18554,gneE11,gneJ14,gneJ10,0.868155208615818,-2.98313797496008,273.098360655738,40,2
18595,gneE11,gneJ14,gneJ10,0.738263139998664,-3.83092240609781,269.354838709677,41,2
18676,gneE11,gneJ14,gneJ10,0.5476679230182,-4.67663054778588,265.730158730159,41,2
18717,gneE11,gneJ14,gneJ10,0.342451278441952,-5.52027254516402,262.21875,41,2
18757,gneE11,gneJ14,gneJ10,0.002144267036584,-5.52027254516402,262.21875,40,2
18800,gneE11,gneJ14,gneJ10,0.003946533845405,-5.52027254516402,262.21875,83,2
18841,gneE11,gneJ14,gneJ10,0.00735725717648,-5.52027254516402,262.21875,124,2
18881,gneE11,gneJ14,gneJ10,0.013750514381023,-5.52027254516402,262.21875,164,2
18923,gneE11,gneJ14,gneJ10,0.025014619281482,-5.52027254516402,262.21875,206,2
19369,gneE11,gneJ14,gneJ10,0.046148027542726,-5.52027254516402,262.21875,652,2
356,gneE1,gneJ2,gneJ3,1,1,41,41,1
397,gneE1,gneJ2,gneJ3,1,1,41,41,1
437,gneE1,gneJ2,gneJ3,1,0.983606557377049,40.6666666666667,40,1
2728,gneE1,gneJ2,gneJ3,1,0.989741526702203,40.75,41,1
2768,gneE1,gneJ2,gneJ3,1,0.97496320157905,40.6,40,1
2808,gneE1,gneJ2,gneJ3,1,0.962617522566704,40.5,40,1
2847,gneE1,gneJ2,gneJ3,1,0.930702628949683,40.2857142857143,39,1
2888,gneE1,gneJ2,gneJ3,1,0.946182505110674,40.375,41,1
2968,gneE1,gneJ2,gneJ3,1,0.915795764779182,40.2222222222222,39,1
6488,gneE1,gneJ2,gneJ3,1,0.955399725175221,40.4,42,1
6529,gneE1,gneJ2,gneJ3,1,0.968882871242637,40.4545454545455,41,1
6572,gneE1,gneJ2,gneJ3,1,1.02625992042297,40.6666666666667,43,1
6611,gneE1,gneJ2,gneJ3,1,0.988309256286343,40.5384615384615,39,1
6651,gneE1,gneJ2,gneJ3,1,0.975963577273997,40.5,40,1
6692,gneE1,gneJ2,gneJ3,1,0.987476735168734,40.5333333333333,41,1
6733,gneE1,gneJ2,gneJ3,1,0.99826255951388,40.5625,41,1
9080,gneE1,gneJ2,gneJ3,1,0.985200150225056,40.5294117647059,40,1
9121,gneE1,gneJ2,gneJ3,1,0.996159054334645,40.5555555555556,41,1
